'Time','I','II','AVR','V','RESP','PLETH','ABP'
'[12:27:24.208]',-,0.915,0.520,0.485,0.839,2.296,113.611
'[12:27:24.216]',-,0.910,0.515,0.455,0.845,2.346,113.660
'[12:27:24.224]',-,0.925,0.540,0.480,0.850,2.394,113.904
'[12:27:24.232]',-,0.920,0.535,0.500,0.855,2.441,114.198
'[12:27:24.240]',-,0.915,0.510,0.485,0.860,2.487,114.295
'[12:27:24.248]',-,0.925,0.495,0.475,0.866,2.529,114.246
'[12:27:24.256]',-,0.915,0.520,0.500,0.871,2.561,114.100
'[12:27:24.264]',-,0.925,0.515,0.475,0.876,2.588,113.856
'[12:27:24.272]',-,0.930,0.515,0.485,0.881,2.620,113.611
'[12:27:24.280]',-,0.925,0.520,0.470,0.887,2.651,113.318
'[12:27:24.288]',-,0.920,0.515,0.465,0.891,2.682,112.781
'[12:27:24.296]',-,0.935,0.510,0.480,0.895,2.713,112.293
'[12:27:24.304]',-,0.970,0.490,0.470,0.899,2.742,111.755
'[12:27:24.312]',-,0.980,0.490,0.485,0.903,2.767,111.071
'[12:27:24.320]',-,0.995,0.500,0.460,0.907,2.790,110.388
'[12:27:24.328]',-,1.000,0.480,0.435,0.910,2.808,109.606
'[12:27:24.336]',-,1.005,0.470,0.420,0.914,2.822,108.874
'[12:27:24.344]',-,1.025,0.455,0.415,0.918,2.830,108.092
'[12:27:24.352]',-,1.015,0.460,0.435,0.921,2.829,107.359
'[12:27:24.360]',-,1.000,0.485,0.445,0.925,2.821,106.676
'[12:27:24.368]',-,0.990,0.470,0.460,0.928,2.811,105.943
'[12:27:24.376]',-,0.965,0.490,0.490,0.932,2.800,105.259
'[12:27:24.384]',-,0.925,0.515,0.485,0.934,2.782,104.575
'[12:27:24.392]',-,0.925,0.505,0.460,0.936,2.756,103.794
'[12:27:24.400]',-,0.905,0.520,0.435,0.938,2.719,103.061
'[12:27:24.408]',-,0.910,0.510,0.470,0.940,2.674,102.280
'[12:27:24.416]',-,0.895,0.535,0.490,0.941,2.620,101.596
'[12:27:24.424]',-,0.900,0.525,0.485,0.942,2.558,101.058
'[12:27:24.432]',-,0.880,0.540,0.495,0.944,2.491,100.423
'[12:27:24.440]',-,0.890,0.545,0.480,0.945,2.419,99.740
'[12:27:24.448]',-,0.900,0.535,0.495,0.945,2.349,99.105
'[12:27:24.456]',-,0.895,0.540,0.495,0.946,2.288,98.421
'[12:27:24.464]',-,0.920,0.520,0.495,0.946,2.235,97.884
'[12:27:24.472]',-,0.885,0.530,0.525,0.946,2.182,97.297
'[12:27:24.480]',-,0.975,0.480,0.555,0.946,2.137,96.809
'[12:27:24.488]',-,1.120,0.370,0.580,0.946,2.100,96.321
'[12:27:24.496]',-,1.275,0.225,0.545,0.946,2.070,95.881
'[12:27:24.504]',-,1.440,0.095,0.360,0.946,2.048,95.490
'[12:27:24.512]',-,1.350,0.260,0.125,0.946,2.027,95.051
'[12:27:24.520]',-,1.060,0.500,0.105,0.945,2.007,94.758
'[12:27:24.528]',-,0.900,0.580,0.320,0.944,1.985,94.416
'[12:27:24.536]',-,0.905,0.565,0.420,0.943,1.965,94.123
'[12:27:24.544]',-,0.900,0.540,0.450,0.941,1.941,93.878
'[12:27:24.552]',-,0.915,0.530,0.490,0.940,1.918,93.634
'[12:27:24.560]',-,0.905,0.520,0.530,0.938,1.896,93.243
'[12:27:24.568]',-,0.885,0.550,0.535,0.936,1.872,92.950
'[12:27:24.576]',-,0.905,0.520,0.510,0.933,1.845,92.560
'[12:27:24.584]',-,0.920,0.510,0.530,0.931,1.815,92.218
'[12:27:24.592]',-,0.910,0.525,0.540,0.928,1.785,91.876
'[12:27:24.600]',-,0.915,0.515,0.540,0.925,1.756,91.632
'[12:27:24.608]',-,0.905,0.510,0.540,0.921,1.725,91.290
'[12:27:24.616]',-,0.925,0.505,0.545,0.918,1.692,90.997
'[12:27:24.624]',-,0.920,0.510,0.540,0.914,1.658,90.655
'[12:27:24.632]',-,0.930,0.510,0.555,0.910,1.625,90.313
'[12:27:24.640]',-,0.920,0.515,0.550,0.905,1.591,89.922
'[12:27:24.648]',-,0.935,0.495,0.540,0.900,1.560,89.434
'[12:27:24.656]',-,0.950,0.480,0.505,0.894,1.536,88.945
'[12:27:24.664]',-,0.930,0.495,0.500,0.889,1.516,88.310
'[12:27:24.672]',-,0.940,0.500,0.525,0.882,1.496,87.675
'[12:27:24.680]',-,0.935,0.500,0.520,0.875,1.475,87.040
'[12:27:24.688]',-,0.965,0.485,0.545,0.867,1.455,86.503
'[12:27:24.696]',-,0.960,0.475,0.510,0.859,1.434,86.112
'[12:27:24.704]',-,0.970,0.485,0.505,0.851,1.413,85.917
'[12:27:24.712]',-,0.980,0.470,0.530,0.843,1.392,85.917
'[12:27:24.720]',-,0.975,0.470,0.525,0.835,1.370,86.161
'[12:27:24.728]',-,0.980,0.450,0.550,0.828,1.347,86.601
'[12:27:24.736]',-,0.995,0.445,0.530,0.818,1.326,87.480
'[12:27:24.744]',-,1.000,0.445,0.555,0.809,1.303,89.385
'[12:27:24.752]',-,1.015,0.455,0.550,0.799,1.285,92.657
'[12:27:24.760]',-,1.035,0.440,0.535,0.788,1.272,97.737
'[12:27:24.768]',-,1.075,0.400,0.500,0.778,1.254,104.282
'[12:27:24.776]',-,1.115,0.350,0.495,0.768,1.237,111.609
'[12:27:24.784]',-,1.095,0.380,0.525,0.758,1.222,118.691
'[12:27:24.792]',-,1.105,0.370,0.505,0.747,1.208,124.846
'[12:27:24.800]',-,1.125,0.360,0.470,0.733,1.195,129.730
'[12:27:24.808]',-,1.140,0.370,0.480,0.720,1.179,133.540
'[12:27:24.816]',-,1.135,0.350,0.465,0.703,1.159,136.470
'[12:27:24.824]',-,1.125,0.370,0.460,0.686,1.143,139.059
'[12:27:24.832]',-,1.130,0.360,0.465,0.667,1.130,141.355
'[12:27:24.840]',-,1.085,0.400,0.460,0.647,1.116,143.553
'[12:27:24.848]',-,1.065,0.420,0.465,0.626,1.104,145.360
'[12:27:24.856]',-,1.040,0.440,0.470,0.605,1.095,146.825
'[12:27:24.864]',-,1.000,0.475,0.460,0.585,1.088,147.802
'[12:27:24.872]',-,0.965,0.495,0.465,0.565,1.078,148.535
'[12:27:24.880]',-,0.945,0.495,0.445,0.545,1.066,149.170
'[12:27:24.888]',-,0.925,0.505,0.465,0.526,1.052,149.658
'[12:27:24.896]',-,0.920,0.515,0.455,0.505,1.036,150.196
'[12:27:24.904]',-,0.915,0.520,0.485,0.485,1.021,150.684
'[12:27:24.912]',-,0.910,0.510,0.485,0.463,1.004,151.173
'[12:27:24.920]',-,0.905,0.525,0.485,0.442,0.989,151.612
'[12:27:24.928]',-,0.910,0.545,0.500,0.423,0.977,151.954
'[12:27:24.936]',-,0.885,0.560,0.505,0.404,0.965,152.198
'[12:27:24.944]',-,0.895,0.540,0.465,0.387,0.954,152.247
'[12:27:24.952]',-,0.885,0.530,0.480,0.370,0.948,152.247
'[12:27:24.960]',-,0.900,0.530,0.500,0.353,0.945,152.101
'[12:27:24.968]',-,0.905,0.545,0.525,0.335,0.939,151.807
'[12:27:24.976]',-,0.900,0.540,0.495,0.317,0.934,151.368
'[12:27:24.984]',-,0.905,0.540,0.500,0.300,0.930,150.831
'[12:27:24.992]',-,0.900,0.535,0.505,0.283,0.932,150.098
'[12:27:25.000]',-,0.920,0.510,0.500,0.267,0.944,149.170
'[12:27:25.008]',-,0.920,0.500,0.460,0.252,0.973,148.193
'[12:27:25.016]',-,0.935,0.510,0.500,0.238,1.021,146.874
'[12:27:25.024]',-,0.930,0.500,0.475,0.226,1.093,145.360
'[12:27:25.032]',-,0.950,0.490,0.460,0.214,1.191,143.553
'[12:27:25.040]',-,0.945,0.495,0.465,0.204,1.309,141.306
'[12:27:25.048]',-,0.935,0.510,0.490,0.194,1.441,138.620
'[12:27:25.056]',-,0.945,0.495,0.485,0.185,1.561,135.298
'[12:27:25.064]',-,0.935,0.505,0.455,0.177,1.671,131.391
'[12:27:25.072]',-,0.930,0.515,0.485,0.170,1.785,126.848
'[12:27:25.080]',-,0.945,0.510,0.500,0.163,1.892,122.110
'[12:27:25.088]',-,0.940,0.490,0.475,0.158,1.989,117.665
'[12:27:25.096]',-,0.950,0.485,0.460,0.152,2.072,114.100
'[12:27:25.104]',-,0.935,0.505,0.485,0.148,2.141,111.853
'[12:27:25.112]',-,0.950,0.500,0.475,0.144,2.198,110.925
'[12:27:25.120]',-,0.940,0.510,0.470,0.140,2.246,110.925
'[12:27:25.128]',-,0.950,0.495,0.485,0.137,2.288,111.365
'[12:27:25.136]',-,0.950,0.490,0.470,0.135,2.330,111.853
'[12:27:25.144]',-,0.965,0.470,0.505,0.132,2.371,112.195
'[12:27:25.152]',-,0.950,0.485,0.490,0.130,2.404,112.244
'[12:27:25.160]',-,0.935,0.500,0.490,0.128,2.431,112.195
'[12:27:25.168]',-,0.950,0.495,0.505,0.127,2.464,112.000
'[12:27:25.176]',-,0.960,0.495,0.500,0.125,2.500,111.804
'[12:27:25.184]',-,0.955,0.490,0.505,0.125,2.535,111.511
'[12:27:25.192]',-,0.965,0.495,0.485,0.124,2.569,111.169
'[12:27:25.200]',-,0.965,0.490,0.500,0.124,2.601,110.681
'[12:27:25.208]',-,0.995,0.495,0.485,0.124,2.629,110.192
'[12:27:25.216]',-,1.005,0.480,0.490,0.124,2.652,109.606
'[12:27:25.224]',-,1.015,0.465,0.475,0.124,2.674,108.971
'[12:27:25.232]',-,1.030,0.455,0.455,0.123,2.695,108.287
'[12:27:25.240]',-,1.025,0.465,0.420,0.123,2.713,107.555
'[12:27:25.248]',-,1.070,0.415,0.425,0.123,2.721,106.822
'[12:27:25.256]',-,1.045,0.430,0.440,0.123,2.724,106.041
'[12:27:25.264]',-,1.035,0.420,0.475,0.122,2.726,105.357
'[12:27:25.272]',-,1.020,0.440,0.460,0.122,2.725,104.673
'[12:27:25.280]',-,0.980,0.480,0.470,0.121,2.717,103.940
'[12:27:25.288]',-,0.960,0.495,0.460,0.121,2.702,103.159
'[12:27:25.296]',-,0.965,0.510,0.495,0.119,2.679,102.475
'[12:27:25.304]',-,0.950,0.495,0.500,0.118,2.650,101.742
'[12:27:25.312]',-,0.925,0.500,0.480,0.117,2.611,101.010
'[12:27:25.320]',-,0.940,0.495,0.505,0.116,2.579,100.326
'[12:27:25.328]',-,0.920,0.515,0.490,0.116,2.545,99.593
'[12:27:25.336]',-,0.925,0.510,0.510,0.115,2.494,98.909
'[12:27:25.344]',-,0.925,0.510,0.500,0.114,2.432,98.225
'[12:27:25.352]',-,0.915,0.520,0.515,0.113,2.371,97.591
'[12:27:25.360]',-,0.935,0.510,0.510,0.111,2.315,97.004
'[12:27:25.368]',-,0.925,0.500,0.515,0.110,2.255,96.467
'[12:27:25.376]',-,0.920,0.485,0.535,0.108,2.199,95.930
'[12:27:25.384]',-,1.090,0.395,0.555,0.106,2.151,95.490
'[12:27:25.392]',-,1.270,0.245,0.535,0.105,2.110,95.051
'[12:27:25.400]',-,1.500,0.075,0.430,0.103,2.079,94.611
'[12:27:25.408]',-,1.480,0.155,0.255,0.101,2.055,94.220
'[12:27:25.416]',-,1.230,0.420,0.145,0.100,2.036,93.878
'[12:27:25.424]',-,0.975,0.545,0.255,0.099,2.022,93.536
'[12:27:25.432]',-,0.920,0.565,0.435,0.098,2.006,93.243
'[12:27:25.440]',-,0.905,0.560,0.480,0.097,1.987,92.999
'[12:27:25.448]',-,0.920,0.520,0.485,0.097,1.970,92.804
'[12:27:25.456]',-,0.940,0.485,0.495,0.096,1.951,92.608
'[12:27:25.464]',-,0.950,0.495,0.510,0.096,1.930,92.364
'[12:27:25.472]',-,0.925,0.490,0.515,0.096,1.906,92.071
'[12:27:25.480]',-,0.940,0.485,0.525,0.096,1.882,91.729
'[12:27:25.488]',-,0.920,0.505,0.525,0.097,1.855,91.436
'[12:27:25.496]',-,0.955,0.490,0.530,0.097,1.829,91.094
'[12:27:25.504]',-,0.955,0.490,0.540,0.098,1.802,90.801
'[12:27:25.512]',-,0.965,0.495,0.525,0.100,1.773,90.508
'[12:27:25.520]',-,0.975,0.470,0.550,0.101,1.747,90.215
'[12:27:25.528]',-,0.965,0.480,0.515,0.103,1.722,89.873
'[12:27:25.536]',-,0.955,0.485,0.535,0.105,1.698,89.482
'[12:27:25.544]',-,0.975,0.465,0.560,0.107,1.673,89.043
'[12:27:25.552]',-,0.985,0.460,0.530,0.109,1.652,88.554
'[12:27:25.560]',-,0.995,0.455,0.535,0.112,1.633,87.968
'[12:27:25.568]',-,0.975,0.475,0.525,0.114,1.612,87.431
'[12:27:25.576]',-,0.985,0.465,0.505,0.117,1.589,86.943
'[12:27:25.584]',-,0.995,0.455,0.515,0.119,1.567,86.356
'[12:27:25.592]',-,1.000,0.470,0.530,0.122,1.544,85.868
'[12:27:25.600]',-,0.980,0.480,0.515,0.124,1.520,85.477
'[12:27:25.608]',-,0.990,0.470,0.530,0.127,1.496,85.282
'[12:27:25.616]',-,0.995,0.460,0.510,0.130,1.473,85.282
'[12:27:25.624]',-,1.010,0.440,0.535,0.133,1.451,85.477
'[12:27:25.632]',-,1.025,0.430,0.510,0.137,1.429,85.966
'[12:27:25.640]',-,1.050,0.395,0.530,0.140,1.410,87.138
'[12:27:25.648]',-,1.045,0.410,0.540,0.143,1.396,89.482
'[12:27:25.656]',-,1.075,0.385,0.510,0.146,1.385,93.439
'[12:27:25.664]',-,1.085,0.395,0.525,0.149,1.371,99.105
'[12:27:25.672]',-,1.100,0.395,0.515,0.152,1.355,105.943
'[12:27:25.680]',-,1.115,0.385,0.495,0.154,1.336,113.123
'[12:27:25.688]',-,1.115,0.400,0.475,0.157,1.319,119.815
'[12:27:25.696]',-,1.140,0.350,0.460,0.158,1.301,125.481
'[12:27:25.704]',-,1.155,0.335,0.465,0.159,1.284,129.925
'[12:27:25.712]',-,1.160,0.330,0.480,0.159,1.270,133.344
'[12:27:25.720]',-,1.170,0.345,0.455,0.159,1.256,136.177
'[12:27:25.728]',-,1.145,0.340,0.435,0.159,1.243,138.620
'[12:27:25.736]',-,1.125,0.375,0.430,0.159,1.232,140.818
'[12:27:25.744]',-,1.105,0.395,0.455,0.159,1.221,142.820
'[12:27:25.752]',-,1.070,0.420,0.460,0.158,1.214,144.383
'[12:27:25.760]',-,1.045,0.420,0.425,0.157,1.211,145.604
'[12:27:25.768]',-,1.015,0.440,0.465,0.155,1.204,146.435
'[12:27:25.776]',-,0.990,0.460,0.480,0.153,1.195,147.118
'[12:27:25.784]',-,0.945,0.505,0.470,0.150,1.185,147.607
'[12:27:25.792]',-,0.930,0.515,0.465,0.147,1.175,148.095
'[12:27:25.800]',-,0.935,0.505,0.475,0.143,1.165,148.633
'[12:27:25.808]',-,0.940,0.505,0.490,0.139,1.153,149.072
'[12:27:25.816]',-,0.940,0.515,0.490,0.134,1.140,149.512
'[12:27:25.824]',-,0.945,0.510,0.505,0.130,1.126,149.756
'[12:27:25.832]',-,0.930,0.505,0.485,0.126,1.111,149.951
'[12:27:25.840]',-,0.915,0.515,0.485,0.122,1.101,150.000
'[12:27:25.848]',-,0.925,0.515,0.485,0.119,1.094,149.951
'[12:27:25.856]',-,0.930,0.520,0.490,0.116,1.087,149.658
'[12:27:25.864]',-,0.925,0.515,0.485,0.113,1.079,149.316
'[12:27:25.872]',-,0.930,0.505,0.470,0.111,1.070,148.877
'[12:27:25.880]',-,0.950,0.510,0.460,0.109,1.064,148.242
'[12:27:25.888]',-,0.940,0.495,0.500,0.108,1.060,147.509
'[12:27:25.896]',-,0.935,0.510,0.490,0.108,1.064,146.630
'[12:27:25.904]',-,0.950,0.495,0.480,0.107,1.081,145.555
'[12:27:25.912]',-,0.955,0.485,0.495,0.107,1.116,144.237
'[12:27:25.920]',-,0.950,0.495,0.500,0.108,1.173,142.820
'[12:27:25.928]',-,0.970,0.485,0.510,0.109,1.254,140.915
'[12:27:25.936]',-,0.955,0.495,0.485,0.110,1.358,138.668
'[12:27:25.944]',-,0.970,0.475,0.475,0.112,1.479,135.787
'[12:27:25.952]',-,0.975,0.460,0.510,0.115,1.594,132.221
'[12:27:25.960]',-,0.980,0.450,0.500,0.118,1.705,127.972
'[12:27:25.968]',-,0.960,0.490,0.510,0.122,1.825,123.185
'[12:27:25.976]',-,0.975,0.485,0.500,0.125,1.942,118.105
'[12:27:25.984]',-,0.970,0.490,0.460,0.129,2.049,113.416
'[12:27:25.992]',-,0.965,0.475,0.475,0.133,2.141,109.802
'[12:27:26.000]',-,0.975,0.490,0.485,0.137,2.218,107.750
'[12:27:26.008]',-,0.955,0.470,0.485,0.141,2.283,107.359
'[12:27:26.016]',-,0.970,0.490,0.495,0.146,2.336,108.190
'[12:27:26.024]',-,0.955,0.495,0.485,0.151,2.383,109.508
'[12:27:26.032]',-,0.975,0.470,0.490,0.156,2.423,110.681
'[12:27:26.040]',-,0.960,0.475,0.470,0.161,2.457,111.365
'[12:27:26.048]',-,0.955,0.490,0.475,0.166,2.483,111.609
'[12:27:26.056]',-,0.960,0.495,0.470,0.172,2.505,111.511
'[12:27:26.064]',-,0.975,0.465,0.485,0.176,2.534,111.316
'[12:27:26.072]',-,0.960,0.485,0.495,0.181,2.566,111.071
'[12:27:26.080]',-,0.990,0.450,0.490,0.185,2.599,110.730
'[12:27:26.088]',-,0.980,0.470,0.495,0.189,2.631,110.388
'[12:27:26.096]',-,1.000,0.465,0.475,0.193,2.665,109.948
'[12:27:26.104]',-,1.010,0.475,0.505,0.197,2.697,109.411
'[12:27:26.112]',-,1.020,0.460,0.510,0.201,2.725,108.874
'[12:27:26.120]',-,1.025,0.460,0.455,0.204,2.750,108.190
'[12:27:26.128]',-,1.020,0.440,0.425,0.208,2.770,107.506
'[12:27:26.136]',-,1.045,0.425,0.435,0.211,2.787,106.822
'[12:27:26.144]',-,1.035,0.420,0.455,0.214,2.800,106.041
'[12:27:26.152]',-,1.015,0.445,0.485,0.216,2.804,105.357
'[12:27:26.160]',-,1.005,0.445,0.485,0.218,2.803,104.624
'[12:27:26.168]',-,0.955,0.490,0.475,0.221,2.800,103.940
'[12:27:26.176]',-,0.940,0.495,0.460,0.222,2.792,103.256
'[12:27:26.184]',-,0.945,0.490,0.480,0.223,2.778,102.573
'[12:27:26.192]',-,0.920,0.500,0.500,0.223,2.757,101.791
'[12:27:26.200]',-,0.910,0.515,0.515,0.224,2.727,101.058
'[12:27:26.208]',-,0.905,0.510,0.520,0.224,2.688,100.375
'[12:27:26.216]',-,0.900,0.520,0.510,0.224,2.639,99.740
'[12:27:26.224]',-,0.895,0.525,0.525,0.223,2.580,99.105
'[12:27:26.232]',-,0.915,0.515,0.530,0.223,2.512,98.470
'[12:27:26.240]',-,0.895,0.515,0.505,0.222,2.440,97.884
'[12:27:26.248]',-,0.910,0.510,0.505,0.222,2.373,97.249
'[12:27:26.256]',-,0.905,0.500,0.535,0.222,2.314,96.662
'[12:27:26.264]',-,0.900,0.515,0.565,0.222,2.253,96.174
'[12:27:26.272]',-,1.045,0.425,0.555,0.221,2.199,95.686
'[12:27:26.280]',-,1.255,0.250,0.590,0.221,2.153,95.246
'[12:27:26.288]',-,1.490,0.080,0.415,0.220,2.117,94.855
'[12:27:26.296]',-,1.500,0.160,0.245,0.219,2.091,94.513
'[12:27:26.304]',-,1.175,0.420,0.140,0.219,2.071,94.123
'[12:27:26.312]',-,0.925,0.555,0.300,0.218,2.057,93.878
'[12:27:26.320]',-,0.880,0.565,0.415,0.218,2.041,93.536
'[12:27:26.328]',-,0.870,0.560,0.465,0.218,2.026,93.292
'[12:27:26.336]',-,0.890,0.525,0.495,0.218,2.017,92.999
'[12:27:26.344]',-,0.885,0.530,0.530,0.219,2.003,92.755
'[12:27:26.352]',-,0.895,0.540,0.555,0.220,1.988,92.413
'[12:27:26.360]',-,0.895,0.510,0.520,0.221,1.973,92.169
'[12:27:26.368]',-,0.900,0.500,0.545,0.221,1.954,91.925
'[12:27:26.376]',-,0.905,0.515,0.545,0.222,1.934,91.680
'[12:27:26.384]',-,0.890,0.525,0.565,0.223,1.911,91.436
'[12:27:26.392]',-,0.915,0.530,0.540,0.224,1.887,91.192
'[12:27:26.400]',-,0.925,0.495,0.560,0.226,1.862,90.948
'[12:27:26.408]',-,0.925,0.500,0.570,0.227,1.837,90.655
'[12:27:26.416]',-,0.920,0.495,0.550,0.230,1.810,90.362
'[12:27:26.424]',-,0.935,0.475,0.545,0.232,1.782,89.971
'[12:27:26.432]',-,0.925,0.480,0.540,0.235,1.754,89.531
'[12:27:26.440]',-,0.925,0.490,0.530,0.238,1.725,88.994
'[12:27:26.448]',-,0.920,0.500,0.535,0.242,1.697,88.408
'[12:27:26.456]',-,0.935,0.490,0.555,0.245,1.674,87.871
'[12:27:26.464]',-,0.930,0.495,0.550,0.248,1.657,87.382
'[12:27:26.472]',-,0.925,0.490,0.540,0.251,1.637,86.796
'[12:27:26.480]',-,0.940,0.495,0.545,0.254,1.618,86.356
'[12:27:26.488]',-,0.950,0.500,0.555,0.257,1.595,85.966
'[12:27:26.496]',-,0.925,0.510,0.530,0.260,1.573,85.868
'[12:27:26.504]',-,0.960,0.465,0.545,0.264,1.551,85.917
'[12:27:26.512]',-,0.985,0.435,0.520,0.268,1.530,86.161
'[12:27:26.520]',-,0.990,0.445,0.535,0.271,1.509,86.845
'[12:27:26.528]',-,0.995,0.445,0.530,0.275,1.488,88.310
'[12:27:26.536]',-,1.010,0.425,0.535,0.278,1.467,90.997
'[12:27:26.544]',-,1.040,0.405,0.540,0.281,1.448,95.344
'[12:27:26.552]',-,1.045,0.410,0.535,0.284,1.434,101.352
'[12:27:26.560]',-,1.075,0.390,0.520,0.287,1.422,108.483
'[12:27:26.568]',-,1.080,0.380,0.510,0.290,1.409,115.663
'[12:27:26.576]',-,1.070,0.395,0.515,0.293,1.390,122.257
'[12:27:26.584]',-,1.125,0.360,0.530,0.296,1.373,127.630
'[12:27:26.592]',-,1.120,0.370,0.485,0.297,1.362,131.733
'[12:27:26.600]',-,1.140,0.350,0.485,0.299,1.349,135.005
'[12:27:26.608]',-,1.115,0.370,0.495,0.299,1.336,137.594
'[12:27:26.616]',-,1.105,0.395,0.460,0.300,1.325,140.036
'[12:27:26.624]',-,1.090,0.400,0.485,0.300,1.314,142.234
'[12:27:26.632]',-,1.065,0.400,0.460,0.300,1.303,144.237
'[12:27:26.640]',-,1.025,0.430,0.435,0.299,1.291,145.946
'[12:27:26.648]',-,1.030,0.440,0.465,0.298,1.283,147.167
'[12:27:26.656]',-,0.975,0.470,0.480,0.295,1.278,148.095
'[12:27:26.664]',-,0.945,0.500,0.485,0.293,1.269,148.828
'[12:27:26.672]',-,0.925,0.525,0.475,0.290,1.258,149.365
'[12:27:26.680]',-,0.910,0.520,0.485,0.287,1.246,149.951
'[12:27:26.688]',-,0.905,0.535,0.490,0.283,1.235,150.440
'[12:27:26.696]',-,0.895,0.525,0.480,0.280,1.219,150.977
'[12:27:26.704]',-,0.880,0.540,0.500,0.277,1.205,151.417
'[12:27:26.712]',-,0.900,0.530,0.515,0.274,1.195,151.856
'[12:27:26.720]',-,0.880,0.540,0.460,0.270,1.185,152.052
'[12:27:26.728]',-,0.900,0.530,0.490,0.267,1.175,152.198
'[12:27:26.736]',-,0.910,0.520,0.500,0.263,1.166,152.101
'[12:27:26.744]',-,0.880,0.540,0.505,0.259,1.157,151.954
'[12:27:26.752]',-,0.895,0.535,0.495,0.256,1.153,151.612
'[12:27:26.760]',-,0.905,0.515,0.510,0.253,1.152,151.173
'[12:27:26.768]',-,0.895,0.535,0.490,0.251,1.148,150.635
'[12:27:26.776]',-,0.900,0.525,0.485,0.249,1.147,149.951
'[12:27:26.784]',-,0.905,0.530,0.495,0.248,1.153,149.072
'[12:27:26.792]',-,0.905,0.525,0.490,0.247,1.190,148.046
'[12:27:26.800]',-,0.905,0.535,0.500,0.247,1.237,146.825
'[12:27:26.808]',-,0.925,0.510,0.510,0.247,1.283,145.360
'[12:27:26.816]',-,0.930,0.505,0.480,0.248,1.361,143.699
'[12:27:26.824]',-,0.915,0.525,0.475,0.249,1.501,141.746
'[12:27:26.832]',-,0.935,0.500,0.485,0.252,1.679,139.303
'[12:27:26.840]',-,0.945,0.495,0.495,0.255,1.821,136.422
'[12:27:26.848]',-,0.930,0.510,0.500,0.257,1.938,132.954
'[12:27:26.856]',-,0.945,0.485,0.485,0.260,2.054,128.851
'[12:27:26.864]',-,0.945,0.475,0.440,0.263,2.158,124.357
'[12:27:26.872]',-,0.940,0.495,0.480,0.266,2.249,120.010
'[12:27:26.880]',-,0.935,0.510,0.500,0.270,2.325,116.249
'[12:27:26.888]',-,0.930,0.500,0.470,0.274,2.386,113.611
'[12:27:26.896]',-,0.925,0.495,0.485,0.280,2.437,112.097
'[12:27:26.904]',-,0.945,0.500,0.480,0.286,2.472,111.755
'[12:27:26.912]',-,0.935,0.500,0.470,0.292,2.508,111.853
'[12:27:26.920]',-,0.925,0.510,0.510,0.299,2.553,112.244
'[12:27:26.928]',-,0.945,0.510,0.490,0.306,2.594,112.488
'[12:27:26.936]',-,0.930,0.495,0.480,0.313,2.635,112.488
'[12:27:26.944]',-,0.940,0.495,0.485,0.319,2.669,112.293
'[12:27:26.952]',-,0.930,0.500,0.495,0.326,2.697,112.048
'[12:27:26.960]',-,0.950,0.490,0.485,0.333,2.728,111.755
'[12:27:26.968]',-,0.940,0.505,0.480,0.339,2.760,111.413
'[12:27:26.976]',-,0.925,0.515,0.500,0.346,2.790,111.071
'[12:27:26.984]',-,0.950,0.510,0.460,0.353,2.818,110.681
'[12:27:26.992]',-,0.980,0.495,0.495,0.360,2.846,110.192
'[12:27:27.000]',-,0.995,0.470,0.440,0.368,2.870,109.557
'[12:27:27.008]',-,1.015,0.440,0.445,0.375,2.891,108.922
'[12:27:27.016]',-,1.020,0.450,0.440,0.383,2.910,108.287
'[12:27:27.024]',-,1.015,0.440,0.425,0.390,2.925,107.701
'[12:27:27.032]',-,1.045,0.430,0.435,0.397,2.934,107.066
'[12:27:27.040]',-,1.020,0.460,0.450,0.405,2.934,106.431
'[12:27:27.048]',-,1.000,0.470,0.460,0.412,2.930,105.747
'[12:27:27.056]',-,1.005,0.450,0.470,0.419,2.926,105.015
'[12:27:27.064]',-,0.950,0.490,0.465,0.426,2.918,104.282
'[12:27:27.072]',-,0.925,0.515,0.470,0.433,2.903,103.550
'[12:27:27.080]',-,0.940,0.490,0.455,0.439,2.882,102.719
'[12:27:27.088]',-,0.925,0.495,0.475,0.445,2.852,102.035
'[12:27:27.096]',-,0.925,0.495,0.465,0.451,2.812,101.303
'[12:27:27.104]',-,0.890,0.530,0.485,0.456,2.762,100.570
'[12:27:27.112]',-,0.900,0.535,0.475,0.462,2.704,99.789
'[12:27:27.120]',-,0.905,0.515,0.495,0.466,2.639,99.105
'[12:27:27.128]',-,0.920,0.510,0.510,0.470,2.572,98.421
'[12:27:27.136]',-,0.910,0.515,0.490,0.473,2.510,97.786
'[12:27:27.144]',-,0.920,0.520,0.510,0.476,2.453,97.297
'[12:27:27.152]',-,0.905,0.525,0.525,0.479,2.393,96.809
'[12:27:27.160]',-,0.935,0.490,0.555,0.481,2.338,96.321
'[12:27:27.168]',-,1.075,0.395,0.555,0.483,2.290,95.734
'[12:27:27.176]',-,1.250,0.255,0.565,0.485,2.250,95.246
'[12:27:27.184]',-,1.460,0.080,0.390,0.488,2.216,94.806
'[12:27:27.192]',-,1.485,0.070,0.225,0.490,2.189,94.416
'[12:27:27.200]',-,1.195,0.405,0.065,0.493,2.167,94.123
'[12:27:27.208]',-,0.940,0.535,0.265,0.496,2.147,93.732
'[12:27:27.216]',-,0.915,0.545,0.385,0.500,2.125,93.488
