"'Time','I','II','III','AVR','V','MCL','RESP','PLETH','ABP','CVP','ART'"
"'[15:24:09.416]',-,-0.081,0.625,-,1.015,-,0.198,2.374,-,-,-"
"'[15:24:09.424]',-,-0.065,0.620,-,1.020,-,0.199,2.373,-,-,-"
"'[15:24:09.432]',-,-0.055,0.610,-,1.015,-,0.201,2.371,-,-,-"
"'[15:24:09.440]',-,-0.050,0.605,-,1.005,-,0.202,2.370,-,-,-"
"'[15:24:09.448]',-,-0.055,0.590,-,1.000,-,0.203,2.369,-,-,-"
"'[15:24:09.456]',-,-0.055,0.580,-,0.995,-,0.205,2.367,-,-,-"
"'[15:24:09.464]',-,-0.055,0.570,-,0.985,-,0.206,2.366,-,-,-"
"'[15:24:09.472]',-,-0.061,0.565,-,0.985,-,0.207,2.366,-,-,-"
"'[15:24:09.480]',-,-0.055,0.565,-,0.980,-,0.208,2.365,-,-,-"
"'[15:24:09.488]',-,-0.045,0.570,-,0.980,-,0.207,2.359,-,-,-"
"'[15:24:09.496]',-,-0.035,0.580,-,0.975,-,0.207,2.344,-,-,-"
"'[15:24:09.504]',-,-0.035,0.570,-,0.975,-,0.207,2.321,-,-,-"
"'[15:24:09.512]',-,-0.050,0.565,-,0.975,-,0.206,2.301,-,-,-"
"'[15:24:09.520]',-,-0.061,0.560,-,0.975,-,0.205,2.308,-,-,-"
"'[15:24:09.528]',-,-0.065,0.560,-,0.980,-,0.204,2.366,-,-,-"
"'[15:24:09.536]',-,-0.065,0.560,-,0.980,-,0.202,2.454,-,-,-"
"'[15:24:09.544]',-,-0.045,0.575,-,0.975,-,0.201,2.557,-,-,-"
"'[15:24:09.552]',-,-0.025,0.585,-,0.975,-,0.200,2.637,-,-,-"
"'[15:24:09.560]',-,-0.010,0.600,-,0.975,-,0.198,2.567,-,-,-"
"'[15:24:09.568]',-,-0.005,0.600,-,0.975,-,0.197,2.206,-,-,-"
"'[15:24:09.576]',-,-0.005,0.595,-,0.975,-,0.195,1.457,-,-,-"
"'[15:24:09.584]',-,-0.010,0.585,-,0.970,-,0.194,0.732,-,-,-"
"'[15:24:09.592]',-,-0.500,0.695,-,1.500,-,0.193,0.366,-,-,-"
"'[15:24:09.600]',-,1.501,-0.500,-,-0.500,-,0.192,0.183,-,-,-"
"'[15:24:09.608]',-,1.501,1.501,-,1.500,-,0.192,0.091,-,-,-"
"'[15:24:09.616]',-,-0.075,0.590,-,0.905,-,0.191,0.045,-,-,-"
"'[15:24:09.624]',-,-0.351,0.560,-,0.795,-,0.190,0.022,-,-,-"
"'[15:24:09.632]',-,-0.331,0.550,-,0.830,-,0.190,0.011,-,-,-"
"'[15:24:09.640]',-,-0.286,0.540,-,0.855,-,0.191,0.005,-,-,-"
"'[15:24:09.648]',-,-0.235,0.535,-,0.865,-,0.191,0.002,-,-,-"
"'[15:24:09.656]',-,-0.160,0.565,-,0.780,-,0.192,0.001,-,-,-"
"'[15:24:09.664]',-,-0.146,0.575,-,0.670,-,0.194,0.000,-,-,-"
"'[15:24:09.672]',-,-0.256,0.560,-,0.590,-,0.197,0.000,-,-,-"
"'[15:24:09.680]',-,-0.271,0.540,-,0.570,-,0.200,0.000,-,-,-"
"'[15:24:09.688]',-,-0.205,0.520,-,0.645,-,0.203,0.000,-,-,-"
"'[15:24:09.696]',-,-0.115,0.535,-,0.710,-,0.208,0.000,-,-,-"
"'[15:24:09.704]',-,-0.065,0.565,-,0.750,-,0.213,0.000,-,-,-"
"'[15:24:09.712]',-,-0.081,0.585,-,0.740,-,0.219,0.000,-,-,-"
"'[15:24:09.720]',-,-0.075,0.605,-,0.775,-,0.225,0.000,-,-,-"
"'[15:24:09.728]',-,-0.115,0.615,-,0.760,-,0.230,0.000,-,-,-"
"'[15:24:09.736]',-,-0.160,0.585,-,0.745,-,0.236,0.000,-,-,-"
"'[15:24:09.744]',-,-0.186,0.585,-,0.740,-,0.242,0.000,-,-,-"
"'[15:24:09.752]',-,-0.240,0.555,-,0.775,-,0.248,0.396,-,-,-"
"'[15:24:09.760]',-,-0.291,0.545,-,0.790,-,0.255,0.989,-,-,-"
"'[15:24:09.768]',-,-0.301,0.585,-,0.825,-,0.262,1.282,-,-,-"
"'[15:24:09.776]',-,-0.316,0.610,-,0.855,-,0.270,1.414,-,-,-"
"'[15:24:09.784]',-,-0.306,0.630,-,0.870,-,0.278,1.464,-,-,-"
"'[15:24:09.792]',-,-0.291,0.630,-,0.870,-,0.285,1.473,-,-,-"
"'[15:24:09.800]',-,-0.296,0.620,-,0.875,-,0.293,1.468,-,-,-"
"'[15:24:09.808]',-,-0.296,0.625,-,0.880,-,0.299,1.465,-,-,-"
"'[15:24:09.816]',-,-0.291,0.610,-,0.880,-,0.306,1.473,-,-,-"
"'[15:24:09.824]',-,-0.296,0.610,-,0.880,-,0.313,1.493,-,-,-"
"'[15:24:09.832]',-,-0.286,0.620,-,0.880,-,0.320,1.521,-,-,-"
"'[15:24:09.840]',-,-0.271,0.630,-,0.880,-,0.326,1.551,-,-,-"
"'[15:24:09.848]',-,-0.266,0.635,-,0.880,-,0.334,1.578,-,-,-"
"'[15:24:09.856]',-,-0.286,0.625,-,0.880,-,0.341,1.594,-,-,-"
"'[15:24:09.864]',-,-0.301,0.610,-,0.880,-,0.349,1.595,-,-,-"
"'[15:24:09.872]',-,-0.316,0.610,-,0.880,-,0.356,1.570,-,-,-"
"'[15:24:09.880]',-,-0.316,0.605,-,0.875,-,0.364,1.538,-,-,-"
"'[15:24:09.888]',-,-0.311,0.615,-,0.875,-,0.371,1.514,-,-,-"
"'[15:24:09.896]',-,-0.301,0.630,-,0.870,-,0.377,1.491,-,-,-"
"'[15:24:09.904]',-,-0.286,0.635,-,0.875,-,0.383,1.476,-,-,-"
"'[15:24:09.912]',-,-0.266,0.645,-,0.880,-,0.389,1.475,-,-,-"
"'[15:24:09.920]',-,-0.245,0.640,-,0.905,-,0.395,1.487,-,-,-"
"'[15:24:09.928]',-,-0.215,0.645,-,0.925,-,0.402,1.508,-,-,-"
"'[15:24:09.936]',-,-0.190,0.635,-,0.945,-,0.408,1.536,-,-,-"
"'[15:24:09.944]',-,-0.166,0.630,-,0.965,-,0.415,1.565,-,-,-"
"'[15:24:09.952]',-,-0.140,0.625,-,0.985,-,0.421,1.594,-,-,-"
"'[15:24:09.960]',-,-0.115,0.620,-,0.995,-,0.427,1.622,-,-,-"
"'[15:24:09.968]',-,-0.100,0.610,-,1.000,-,0.432,1.647,-,-,-"
"'[15:24:09.976]',-,-0.081,0.610,-,0.995,-,0.437,1.673,-,-,-"
"'[15:24:09.984]',-,-0.065,0.605,-,0.990,-,0.442,1.699,-,-,-"
"'[15:24:09.992]',-,-0.055,0.600,-,0.985,-,0.447,1.728,-,-,-"
"'[15:24:10.000]',-,-0.055,0.585,-,0.980,-,0.451,1.761,-,-,-"
"'[15:24:10.008]',-,-0.061,0.585,-,0.975,-,0.456,1.801,-,-,-"
"'[15:24:10.016]',-,-0.050,0.585,-,0.975,-,0.461,1.843,-,-,-"
"'[15:24:10.024]',-,-0.035,0.585,-,0.975,-,0.465,1.885,-,-,-"
"'[15:24:10.032]',-,-0.030,0.585,-,0.975,-,0.470,1.924,-,-,-"
"'[15:24:10.040]',-,-0.021,0.590,-,0.970,-,0.474,1.957,-,-,-"
"'[15:24:10.048]',-,-0.015,0.595,-,0.960,-,0.478,1.985,-,-,-"
"'[15:24:10.056]',-,-0.010,0.610,-,0.960,-,0.482,2.009,-,-,-"
"'[15:24:10.064]',-,-0.015,0.605,-,0.955,-,0.485,2.028,-,-,-"
"'[15:24:10.072]',-,-0.015,0.600,-,0.960,-,0.489,2.045,-,-,-"
"'[15:24:10.080]',-,-0.021,0.595,-,0.960,-,0.491,2.061,-,-,-"
"'[15:24:10.088]',-,-0.010,0.590,-,0.960,-,0.494,2.075,-,-,-"
"'[15:24:10.096]',-,0.010,0.610,-,0.960,-,0.495,2.089,-,-,-"
"'[15:24:10.104]',-,0.020,0.610,-,0.960,-,0.497,2.103,-,-,-"
"'[15:24:10.112]',-,0.030,0.620,-,0.955,-,0.499,2.115,-,-,-"
"'[15:24:10.120]',-,0.024,0.610,-,0.960,-,0.501,2.128,-,-,-"
"'[15:24:10.128]',-,0.015,0.610,-,0.960,-,0.502,2.141,-,-,-"
"'[15:24:10.136]',-,0.015,0.600,-,0.960,-,0.504,2.152,-,-,-"
"'[15:24:10.144]',-,-0.500,-0.500,-,-0.500,-,0.505,2.163,-,-,-"
"'[15:24:10.152]',-,1.501,1.501,-,1.500,-,0.506,2.174,-,-,-"
"'[15:24:10.160]',-,0.195,0.625,-,0.990,-,0.507,2.185,-,-,-"
"'[15:24:10.168]',-,-0.316,0.580,-,0.790,-,0.508,2.196,-,-,-"
"'[15:24:10.176]',-,-0.331,0.585,-,0.805,-,0.509,2.205,-,-,-"
"'[15:24:10.184]',-,-0.276,0.575,-,0.830,-,0.510,2.215,-,-,-"
"'[15:24:10.192]',-,-0.220,0.585,-,0.850,-,0.511,2.225,-,-,-"
"'[15:24:10.200]',-,-0.140,0.610,-,0.795,-,0.512,2.234,-,-,-"
"'[15:24:10.208]',-,-0.105,0.635,-,0.680,-,0.513,2.242,-,-,-"
"'[15:24:10.216]',-,-0.195,0.630,-,0.585,-,0.514,2.251,-,-,-"
"'[15:24:10.224]',-,-0.220,0.615,-,0.550,-,0.514,2.260,-,-,-"
"'[15:24:10.232]',-,-0.180,0.590,-,0.615,-,0.515,2.269,-,-,-"
"'[15:24:10.240]',-,-0.090,0.605,-,0.685,-,0.516,2.277,-,-,-"
"'[15:24:10.248]',-,-0.030,0.630,-,0.735,-,0.518,2.284,-,-,-"
"'[15:24:10.256]',-,-0.035,0.635,-,0.735,-,0.519,2.292,-,-,-"
"'[15:24:10.264]',-,-0.041,0.635,-,0.770,-,0.521,2.300,-,-,-"
"'[15:24:10.272]',-,-0.085,0.615,-,0.765,-,0.523,2.308,-,-,-"
"'[15:24:10.280]',-,-0.140,0.580,-,0.770,-,0.525,2.315,-,-,-"
"'[15:24:10.288]',-,-0.175,0.560,-,0.765,-,0.527,2.322,-,-,-"
"'[15:24:10.296]',-,-0.210,0.545,-,0.795,-,0.529,2.328,-,-,-"
"'[15:24:10.304]',-,-0.251,0.540,-,0.815,-,0.530,2.336,-,-,-"
"'[15:24:10.312]',-,-0.286,0.550,-,0.845,-,0.532,2.344,-,-,-"
"'[15:24:10.320]',-,-0.356,0.535,-,0.885,-,0.534,2.353,-,-,-"
"'[15:24:10.328]',-,-0.361,0.555,-,0.895,-,0.536,2.361,-,-,-"
"'[15:24:10.336]',-,-0.321,0.585,-,0.885,-,0.537,2.368,-,-,-"
"'[15:24:10.344]',-,-0.301,0.605,-,0.880,-,0.538,2.371,-,-,-"
"'[15:24:10.352]',-,-0.291,0.610,-,0.880,-,0.539,2.370,-,-,-"
"'[15:24:10.360]',-,-0.286,0.615,-,0.890,-,0.540,2.364,-,-,-"
"'[15:24:10.368]',-,-0.286,0.605,-,0.890,-,0.540,2.351,-,-,-"
"'[15:24:10.376]',-,-0.281,0.600,-,0.895,-,0.541,2.336,-,-,-"
"'[15:24:10.384]',-,-0.271,0.610,-,0.895,-,0.541,2.323,-,-,-"
"'[15:24:10.392]',-,-0.261,0.620,-,0.885,-,0.541,2.312,-,-,-"
"'[15:24:10.400]',-,-0.256,0.630,-,0.885,-,0.541,2.306,-,-,-"
"'[15:24:10.408]',-,-0.251,0.635,-,0.880,-,0.541,2.304,-,-,-"
"'[15:24:10.416]',-,-0.266,0.630,-,0.880,-,0.541,2.307,-,-,-"
"'[15:24:10.424]',-,-0.271,0.630,-,0.875,-,0.540,2.312,-,-,-"
"'[15:24:10.432]',-,-0.266,0.635,-,0.875,-,0.540,2.319,-,-,-"
"'[15:24:10.440]',-,-0.256,0.645,-,0.870,-,0.540,2.326,-,-,-"
"'[15:24:10.448]',-,-0.245,0.655,-,0.880,-,0.539,2.332,-,-,-"
"'[15:24:10.456]',-,-0.215,0.665,-,0.890,-,0.538,2.338,-,-,-"
"'[15:24:10.464]',-,-0.195,0.670,-,0.915,-,0.538,2.344,-,-,-"
"'[15:24:10.472]',-,-0.170,0.670,-,0.940,-,0.537,2.348,-,-,-"
"'[15:24:10.480]',-,-0.150,0.655,-,0.965,-,0.537,2.351,-,-,-"
"'[15:24:10.488]',-,-0.130,0.655,-,0.985,-,0.536,2.355,-,-,-"
"'[15:24:10.496]',-,-0.110,0.640,-,1.005,-,0.535,2.361,-,-,-"
"'[15:24:10.504]',-,-0.095,0.630,-,1.015,-,0.534,2.371,-,-,-"
"'[15:24:10.512]',-,-0.081,0.620,-,1.015,-,0.532,2.387,-,-,-"
"'[15:24:10.520]',-,-0.075,0.610,-,1.015,-,0.530,2.408,-,-,-"
"'[15:24:10.528]',-,-0.070,0.595,-,1.015,-,0.528,2.431,-,-,-"
"'[15:24:10.536]',-,-0.070,0.585,-,1.010,-,0.525,2.453,-,-,-"
"'[15:24:10.544]',-,-0.061,0.580,-,1.000,-,0.522,2.470,-,-,-"
"'[15:24:10.552]',-,-0.065,0.570,-,1.000,-,0.518,2.487,-,-,-"
"'[15:24:10.560]',-,-0.065,0.565,-,0.995,-,0.514,2.500,-,-,-"
"'[15:24:10.568]',-,-0.065,0.560,-,0.990,-,0.510,2.507,-,-,-"
"'[15:24:10.576]',-,-0.045,0.565,-,0.985,-,0.505,2.511,-,-,-"
"'[15:24:10.584]',-,-0.035,0.575,-,0.985,-,0.499,2.513,-,-,-"
"'[15:24:10.592]',-,-0.035,0.585,-,0.975,-,0.494,2.514,-,-,-"
"'[15:24:10.600]',-,-0.035,0.580,-,0.975,-,0.489,2.514,-,-,-"
"'[15:24:10.608]',-,-0.035,0.580,-,0.975,-,0.483,2.514,-,-,-"
"'[15:24:10.616]',-,-0.041,0.570,-,0.980,-,0.478,2.514,-,-,-"
"'[15:24:10.624]',-,-0.035,0.585,-,0.975,-,0.471,2.515,-,-,-"
"'[15:24:10.632]',-,-0.035,0.580,-,0.975,-,0.465,2.515,-,-,-"
"'[15:24:10.640]',-,-0.025,0.585,-,0.975,-,0.457,2.515,-,-,-"
"'[15:24:10.648]',-,-0.010,0.595,-,0.970,-,0.450,2.515,-,-,-"
"'[15:24:10.656]',-,0.010,0.605,-,0.965,-,0.441,2.515,-,-,-"
"'[15:24:10.664]',-,0.004,0.600,-,0.965,-,0.433,2.515,-,-,-"
"'[15:24:10.672]',-,0.010,0.600,-,0.960,-,0.425,2.515,-,-,-"
"'[15:24:10.680]',-,0.015,0.595,-,0.965,-,0.416,2.515,-,-,-"
"'[15:24:10.688]',-,1.501,-0.500,-,1.500,-,0.408,2.515,-,-,-"
"'[15:24:10.696]',-,-0.500,1.501,-,-0.500,-,0.400,2.515,-,-,-"
"'[15:24:10.704]',-,1.501,0.705,-,1.500,-,0.393,2.515,-,-,-"
"'[15:24:10.712]',-,-0.291,0.565,-,0.795,-,0.386,2.515,-,-,-"
"'[15:24:10.720]',-,-0.451,0.535,-,0.750,-,0.378,2.515,-,-,-"
"'[15:24:10.728]',-,-0.426,0.520,-,0.775,-,0.371,2.515,-,-,-"
"'[15:24:10.736]',-,-0.411,0.485,-,0.795,-,0.363,2.515,-,-,-"
"'[15:24:10.744]',-,-0.356,0.475,-,0.805,-,0.356,2.515,-,-,-"
"'[15:24:10.752]',-,-0.291,0.505,-,0.665,-,0.350,2.515,-,-,-"
"'[15:24:10.760]',-,-0.371,0.485,-,0.565,-,0.344,2.515,-,-,-"
"'[15:24:10.768]',-,-0.451,0.465,-,0.510,-,0.338,2.515,-,-,-"
"'[15:24:10.776]',-,-0.456,0.445,-,0.540,-,0.333,2.515,-,-,-"
"'[15:24:10.784]',-,-0.326,0.450,-,0.620,-,0.328,2.516,-,-,-"
"'[15:24:10.792]',-,-0.210,0.505,-,0.675,-,0.323,2.516,-,-,-"
"'[15:24:10.800]',-,-0.180,0.540,-,0.690,-,0.318,2.517,-,-,-"
"'[15:24:10.808]',-,-0.186,0.545,-,0.715,-,0.314,2.517,-,-,-"
"'[15:24:10.816]',-,-0.175,0.560,-,0.730,-,0.310,2.518,-,-,-"
"'[15:24:10.824]',-,-0.240,0.540,-,0.720,-,0.305,2.518,-,-,-"
"'[15:24:10.832]',-,-0.286,0.525,-,0.720,-,0.300,2.518,-,-,-"
"'[15:24:10.840]',-,-0.296,0.520,-,0.735,-,0.296,2.518,-,-,-"
"'[15:24:10.848]',-,-0.331,0.515,-,0.760,-,0.291,2.519,-,-,-"
"'[15:24:10.856]',-,-0.321,0.565,-,0.790,-,0.287,2.520,-,-,-"
"'[15:24:10.864]',-,-0.356,0.585,-,0.835,-,0.283,2.522,-,-,-"
"'[15:24:10.872]',-,-0.391,0.575,-,0.860,-,0.279,2.525,-,-,-"
"'[15:24:10.880]',-,-0.396,0.580,-,0.865,-,0.275,2.527,-,-,-"
"'[15:24:10.888]',-,-0.376,0.605,-,0.855,-,0.271,2.527,-,-,-"
"'[15:24:10.896]',-,-0.356,0.625,-,0.855,-,0.267,2.518,-,-,-"
"'[15:24:10.904]',-,-0.341,0.630,-,0.855,-,0.262,2.507,-,-,-"
"'[15:24:10.912]',-,-0.341,0.635,-,0.855,-,0.258,2.497,-,-,-"
"'[15:24:10.920]',-,-0.351,0.610,-,0.865,-,0.253,2.483,-,-,-"
"'[15:24:10.928]',-,-0.351,0.605,-,0.870,-,0.249,2.469,-,-,-"
"'[15:24:10.936]',-,-0.341,0.610,-,0.865,-,0.244,2.458,-,-,-"
"'[15:24:10.944]',-,-0.316,0.630,-,0.855,-,0.241,2.452,-,-,-"
"'[15:24:10.952]',-,-0.301,0.650,-,0.850,-,0.237,2.447,-,-,-"
"'[15:24:10.960]',-,-0.291,0.665,-,0.840,-,0.234,2.446,-,-,-"
"'[15:24:10.968]',-,-0.291,0.665,-,0.835,-,0.231,2.447,-,-,-"
"'[15:24:10.976]',-,-0.296,0.660,-,0.835,-,0.229,2.449,-,-,-"
"'[15:24:10.984]',-,-0.301,0.655,-,0.835,-,0.227,2.451,-,-,-"
"'[15:24:10.992]',-,-0.286,0.670,-,0.840,-,0.225,2.453,-,-,-"
"'[15:24:11.000]',-,-0.261,0.675,-,0.855,-,0.224,2.455,-,-,-"
"'[15:24:11.008]',-,-0.230,0.685,-,0.875,-,0.222,2.457,-,-,-"
"'[15:24:11.016]',-,-0.210,0.680,-,0.905,-,0.221,2.458,-,-,-"
"'[15:24:11.024]',-,-0.180,0.680,-,0.935,-,0.220,2.460,-,-,-"
"'[15:24:11.032]',-,-0.175,0.655,-,0.965,-,0.219,2.462,-,-,-"
"'[15:24:11.040]',-,-0.160,0.635,-,0.985,-,0.218,2.464,-,-,-"
"'[15:24:11.048]',-,-0.150,0.620,-,1.000,-,0.218,2.466,-,-,-"
"'[15:24:11.056]',-,-0.135,0.610,-,1.015,-,0.217,2.468,-,-,-"
"'[15:24:11.064]',-,-0.125,0.595,-,1.015,-,0.216,2.470,-,-,-"
"'[15:24:11.072]',-,-0.110,0.590,-,1.000,-,0.216,2.471,-,-,-"
"'[15:24:11.080]',-,-0.100,0.585,-,1.000,-,0.215,2.472,-,-,-"
"'[15:24:11.088]',-,-0.095,0.585,-,0.990,-,0.215,2.474,-,-,-"
"'[15:24:11.096]',-,-0.090,0.580,-,0.975,-,0.214,2.475,-,-,-"
"'[15:24:11.104]',-,-0.085,0.580,-,0.975,-,0.214,2.476,-,-,-"
"'[15:24:11.112]',-,-0.081,0.580,-,0.975,-,0.214,2.477,-,-,-"
"'[15:24:11.120]',-,-0.081,0.570,-,0.970,-,0.213,2.478,-,-,-"
"'[15:24:11.128]',-,-0.070,0.580,-,0.965,-,0.213,2.479,-,-,-"
"'[15:24:11.136]',-,-0.065,0.580,-,0.960,-,0.211,2.480,-,-,-"
"'[15:24:11.144]',-,-0.061,0.575,-,0.960,-,0.210,2.481,-,-,-"
"'[15:24:11.152]',-,-0.075,0.570,-,0.965,-,0.208,2.482,-,-,-"
"'[15:24:11.160]',-,-0.081,0.570,-,0.965,-,0.206,2.483,-,-,-"
"'[15:24:11.168]',-,-0.081,0.560,-,0.965,-,0.202,2.484,-,-,-"
"'[15:24:11.176]',-,-0.070,0.570,-,0.965,-,0.200,2.485,-,-,-"
"'[15:24:11.184]',-,-0.070,0.565,-,0.965,-,0.196,2.486,-,-,-"
"'[15:24:11.192]',-,-0.050,0.585,-,0.965,-,0.193,2.487,-,-,-"
"'[15:24:11.200]',-,-0.035,0.585,-,0.960,-,0.190,2.488,-,-,-"
"'[15:24:11.208]',-,-0.025,0.590,-,0.955,-,0.187,2.489,-,-,-"
"'[15:24:11.216]',-,-0.030,0.585,-,0.955,-,0.184,2.489,-,-,-"
"'[15:24:11.224]',-,-0.015,0.590,-,0.955,-,0.182,2.490,-,-,-"
"'[15:24:11.232]',-,-0.025,0.580,-,0.950,-,0.179,2.490,-,-,-"
"'[15:24:11.240]',-,-0.500,-0.500,-,1.500,-,0.176,2.491,-,-,-"
"'[15:24:11.248]',-,1.501,1.501,-,-0.500,-,0.174,2.492,-,-,-"
"'[15:24:11.256]',-,0.565,0.630,-,1.500,-,0.171,2.492,-,-,-"
"'[15:24:11.264]',-,-0.316,0.555,-,0.795,-,0.169,2.493,-,-,-"
"'[15:24:11.272]',-,-0.376,0.540,-,0.785,-,0.167,2.493,-,-,-"
"'[15:24:11.280]',-,-0.341,0.525,-,0.825,-,0.165,2.493,-,-,-"
"'[15:24:11.288]',-,-0.301,0.505,-,0.845,-,0.162,2.494,-,-,-"
"'[15:24:11.296]',-,-0.240,0.500,-,0.850,-,0.160,2.494,-,-,-"
"'[15:24:11.304]',-,-0.195,0.530,-,0.700,-,0.158,2.495,-,-,-"
"'[15:24:11.312]',-,-0.281,0.515,-,0.605,-,0.156,2.496,-,-,-"
"'[15:24:11.320]',-,-0.321,0.510,-,0.545,-,0.154,2.496,-,-,-"
"'[15:24:11.328]',-,-0.296,0.490,-,0.585,-,0.154,2.497,-,-,-"
"'[15:24:11.336]',-,-0.205,0.480,-,0.665,-,0.153,2.498,-,-,-"
"'[15:24:11.344]',-,-0.120,0.515,-,0.720,-,0.153,2.499,-,-,-"
"'[15:24:11.352]',-,-0.105,0.540,-,0.715,-,0.153,2.499,-,-,-"
"'[15:24:11.360]',-,-0.120,0.545,-,0.745,-,0.153,2.500,-,-,-"
"'[15:24:11.368]',-,-0.110,0.565,-,0.755,-,0.153,2.500,-,-,-"
"'[15:24:11.376]',-,-0.170,0.555,-,0.740,-,0.153,2.501,-,-,-"
"'[15:24:11.384]',-,-0.215,0.540,-,0.740,-,0.154,2.502,-,-,-"
"'[15:24:11.392]',-,-0.230,0.535,-,0.760,-,0.154,2.503,-,-,-"
"'[15:24:11.400]',-,-0.281,0.525,-,0.780,-,0.154,2.504,-,-,-"
"'[15:24:11.408]',-,-0.266,0.575,-,0.815,-,0.154,2.505,-,-,-"
"'[15:24:11.416]',-,-0.316,0.585,-,0.865,-,0.155,2.505,-,-,-"
"'[15:24:11.424]',-,-0.331,0.580,-,0.875,-,0.154,2.506,-,-,-"
"'[15:24:11.432]',-,-0.321,0.610,-,0.880,-,0.154,2.507,-,-,-"
"'[15:24:11.440]',-,-0.301,0.635,-,0.875,-,0.154,2.507,-,-,-"
"'[15:24:11.448]',-,-0.286,0.645,-,0.875,-,0.154,2.508,-,-,-"
"'[15:24:11.456]',-,-0.291,0.640,-,0.870,-,0.153,2.509,-,-,-"
"'[15:24:11.464]',-,-0.301,0.625,-,0.880,-,0.153,2.509,-,-,-"
"'[15:24:11.472]',-,-0.301,0.610,-,0.880,-,0.153,2.510,-,-,-"
"'[15:24:11.480]',-,-0.301,0.610,-,0.880,-,0.153,2.510,-,-,-"
"'[15:24:11.488]',-,-0.296,0.615,-,0.880,-,0.153,2.511,-,-,-"
"'[15:24:11.496]',-,-0.286,0.635,-,0.870,-,0.153,2.511,-,-,-"
"'[15:24:11.504]',-,-0.276,0.640,-,0.860,-,0.153,2.511,-,-,-"
"'[15:24:11.512]',-,-0.276,0.650,-,0.855,-,0.153,2.511,-,-,-"
"'[15:24:11.520]',-,-0.281,0.645,-,0.850,-,0.154,2.511,-,-,-"
"'[15:24:11.528]',-,-0.276,0.650,-,0.845,-,0.154,2.511,-,-,-"
"'[15:24:11.536]',-,-0.271,0.655,-,0.840,-,0.154,2.511,-,-,-"
"'[15:24:11.544]',-,-0.251,0.670,-,0.845,-,0.154,2.512,-,-,-"
"'[15:24:11.552]',-,-0.225,0.680,-,0.860,-,0.155,2.512,-,-,-"
"'[15:24:11.560]',-,-0.200,0.690,-,0.880,-,0.155,2.512,-,-,-"
"'[15:24:11.568]',-,-0.180,0.690,-,0.910,-,0.155,2.512,-,-,-"
"'[15:24:11.576]',-,-0.155,0.685,-,0.945,-,0.156,2.512,-,-,-"
"'[15:24:11.584]',-,-0.140,0.665,-,0.975,-,0.157,2.512,-,-,-"
"'[15:24:11.592]',-,-0.115,0.655,-,1.000,-,0.158,2.512,-,-,-"
"'[15:24:11.600]',-,-0.100,0.640,-,1.020,-,0.159,2.512,-,-,-"
"'[15:24:11.608]',-,-0.090,0.630,-,1.025,-,0.160,2.512,-,-,-"
"'[15:24:11.616]',-,-0.085,0.610,-,1.025,-,0.162,2.512,-,-,-"
"'[15:24:11.624]',-,-0.070,0.610,-,1.020,-,0.163,2.512,-,-,-"
"'[15:24:11.632]',-,-0.065,0.595,-,1.020,-,0.165,2.512,-,-,-"
"'[15:24:11.640]',-,-0.061,0.585,-,1.010,-,0.167,2.512,-,-,-"
"'[15:24:11.648]',-,-0.061,0.580,-,1.005,-,0.168,2.512,-,-,-"
"'[15:24:11.656]',-,-0.055,0.575,-,1.000,-,0.170,2.512,-,-,-"
"'[15:24:11.664]',-,-0.050,0.575,-,0.995,-,0.171,2.512,-,-,-"
"'[15:24:11.672]',-,-0.041,0.580,-,0.985,-,0.172,2.512,-,-,-"
"'[15:24:11.680]',-,-0.030,0.585,-,0.985,-,0.172,2.512,-,-,-"
"'[15:24:11.688]',-,-0.025,0.585,-,0.980,-,0.173,2.512,-,-,-"
"'[15:24:11.696]',-,-0.030,0.585,-,0.975,-,0.173,2.512,-,-,-"
"'[15:24:11.704]',-,-0.035,0.580,-,0.980,-,0.172,2.512,-,-,-"
"'[15:24:11.712]',-,-0.035,0.575,-,0.975,-,0.171,2.512,-,-,-"
"'[15:24:11.720]',-,-0.045,0.570,-,0.980,-,0.171,2.511,-,-,-"
"'[15:24:11.728]',-,-0.035,0.575,-,0.975,-,0.170,2.511,-,-,-"
"'[15:24:11.736]',-,-0.030,0.585,-,0.975,-,0.169,2.511,-,-,-"
"'[15:24:11.744]',-,-0.010,0.595,-,0.975,-,0.167,2.511,-,-,-"
"'[15:24:11.752]',-,-0.000,0.600,-,0.975,-,0.165,2.511,-,-,-"
"'[15:24:11.760]',-,0.010,0.600,-,0.975,-,0.163,2.511,-,-,-"
"'[15:24:11.768]',-,-0.000,0.595,-,0.970,-,0.161,2.511,-,-,-"
"'[15:24:11.776]',-,-0.000,0.590,-,0.970,-,0.158,2.511,-,-,-"
"'[15:24:11.784]',-,-0.010,0.580,-,0.970,-,0.156,2.510,-,-,-"
"'[15:24:11.792]',-,-0.500,-0.500,-,-0.500,-,0.154,2.510,-,-,-"
"'[15:24:11.800]',-,1.501,1.435,-,1.500,-,0.152,2.518,-,-,-"
"'[15:24:11.808]',-,0.165,0.595,-,0.995,-,0.150,2.530,-,-,-"
"'[15:24:11.816]',-,-0.341,0.545,-,0.790,-,0.148,2.536,-,-,-"
"'[15:24:11.824]',-,-0.361,0.540,-,0.815,-,0.146,2.539,-,-,-"
"'[15:24:11.832]',-,-0.316,0.520,-,0.840,-,0.144,2.541,-,-,-"
