"'Time','II','PLETH','V','ABP','III'"
"'[01:55:31.456]',-,0.502,-,-,-"
"'[01:55:31.464]',-,0.502,-,-,-"
"'[01:55:31.472]',-,0.502,-,-,-"
"'[01:55:31.480]',-,0.502,-,-,-"
"'[01:55:31.488]',-,0.502,-,-,-"
"'[01:55:31.496]',-,0.502,-,-,-"
"'[01:55:31.504]',-,0.502,-,-,-"
"'[01:55:31.512]',-,0.502,-,-,-"
"'[01:55:31.520]',-,0.502,-,-,-"
"'[01:55:31.528]',-,0.502,-,-,-"
"'[01:55:31.536]',-,0.502,-,-,-"
"'[01:55:31.544]',-,0.502,-,-,-"
"'[01:55:31.552]',-,0.502,-,-,-"
"'[01:55:31.560]',-,0.502,-,-,-"
"'[01:55:31.568]',-,0.502,-,-,-"
"'[01:55:31.576]',-,0.502,-,-,-"
"'[01:55:31.584]',-,0.502,-,-,-"
"'[01:55:31.592]',-,0.502,-,-,-"
"'[01:55:31.600]',-,0.502,-,-,-"
"'[01:55:31.608]',-,0.502,-,-,-"
"'[01:55:31.616]',-,0.502,-,-,-"
"'[01:55:31.624]',-,0.502,-,-,-"
"'[01:55:31.632]',-,0.502,-,-,-"
"'[01:55:31.640]',-,0.502,-,-,-"
"'[01:55:31.648]',-,0.502,-,-,-"
"'[01:55:31.656]',-,0.502,-,-,-"
"'[01:55:31.664]',-,0.502,-,-,-"
"'[01:55:31.672]',-,0.502,-,-,-"
"'[01:55:31.680]',-,0.502,-,-,-"
"'[01:55:31.688]',-,0.502,-,-,-"
"'[01:55:31.696]',-,0.502,-,-,-"
"'[01:55:31.704]',-,0.502,-,-,-"
"'[01:55:31.712]',-,0.502,-,-,-"
"'[01:55:31.720]',-,0.502,-,-,-"
"'[01:55:31.728]',-,0.502,-,-,-"
"'[01:55:31.736]',-,0.502,-,-,-"
"'[01:55:31.744]',-,0.502,-,-,-"
"'[01:55:31.752]',-,0.502,-,-,-"
"'[01:55:31.760]',-,0.502,-,-,-"
"'[01:55:31.768]',-,0.502,-,-,-"
"'[01:55:31.776]',-,0.502,-,-,-"
"'[01:55:31.784]',-,0.502,-,-,-"
"'[01:55:31.792]',-,0.502,-,-,-"
"'[01:55:31.800]',-,0.502,-,-,-"
"'[01:55:31.808]',-,0.502,-,-,-"
"'[01:55:31.816]',-,0.502,-,-,-"
"'[01:55:31.824]',-,0.502,-,-,-"
"'[01:55:31.832]',-,0.502,-,-,-"
"'[01:55:31.840]',-,0.502,-,-,-"
"'[01:55:31.848]',-,0.502,-,-,-"
"'[01:55:31.856]',-,0.502,-,-,-"
"'[01:55:31.864]',-,0.502,-,-,-"
"'[01:55:31.872]',-,0.502,-,-,-"
"'[01:55:31.880]',-,0.502,-,-,-"
"'[01:55:31.888]',-,0.502,-,-,-"
"'[01:55:31.896]',-,0.502,-,-,-"
"'[01:55:31.904]',-,0.502,-,-,-"
"'[01:55:31.912]',-,0.502,-,-,-"
"'[01:55:31.920]',-,0.502,-,-,-"
"'[01:55:31.928]',-,0.502,-,-,-"
"'[01:55:31.936]',-,0.502,-,-,-"
"'[01:55:31.944]',-,0.502,-,-,-"
"'[01:55:31.952]',-,0.502,-,-,-"
"'[01:55:31.960]',-,0.502,-,-,-"
"'[01:55:31.968]',-,0.502,-,-,-"
"'[01:55:31.976]',-,0.502,-,-,-"
"'[01:55:31.984]',-,0.502,-,-,-"
"'[01:55:31.992]',-,0.502,-,-,-"
"'[01:55:32.000]',-,0.502,-,-,-"
"'[01:55:32.008]',-,0.502,-,-,-"
"'[01:55:32.016]',-,0.502,-,-,-"
"'[01:55:32.024]',-,0.502,-,-,-"
"'[01:55:32.032]',-,0.502,-,-,-"
"'[01:55:32.040]',-,0.502,-,-,-"
"'[01:55:32.048]',-,0.502,-,-,-"
"'[01:55:32.056]',-,0.502,-,-,-"
"'[01:55:32.064]',-,0.502,-,-,-"
"'[01:55:32.072]',-,0.502,-,-,-"
"'[01:55:32.080]',-,0.502,-,-,-"
"'[01:55:32.088]',-,0.502,-,-,-"
"'[01:55:32.096]',-,0.502,-,-,-"
"'[01:55:32.104]',-,0.502,-,-,-"
"'[01:55:32.112]',-,0.502,-,-,-"
"'[01:55:32.120]',-,0.502,-,-,-"
"'[01:55:32.128]',-,0.502,-,-,-"
"'[01:55:32.136]',-,0.502,-,-,-"
"'[01:55:32.144]',-,0.502,-,-,-"
"'[01:55:32.152]',-,0.502,-,-,-"
"'[01:55:32.160]',-,0.502,-,-,-"
"'[01:55:32.168]',-,0.502,-,-,-"
"'[01:55:32.176]',-,0.502,-,-,-"
"'[01:55:32.184]',-,0.502,-,-,-"
"'[01:55:32.192]',-,0.502,-,-,-"
"'[01:55:32.200]',-,0.502,-,-,-"
"'[01:55:32.208]',-,0.502,-,-,-"
"'[01:55:32.216]',-,0.502,-,-,-"
"'[01:55:32.224]',-,0.502,-,-,-"
"'[01:55:32.232]',-,0.502,-,-,-"
"'[01:55:32.240]',-,0.502,-,-,-"
"'[01:55:32.248]',-,0.502,-,-,-"
"'[01:55:32.256]',-,0.502,-,-,-"
"'[01:55:32.264]',-,0.502,-,-,-"
"'[01:55:32.272]',-,0.502,-,-,-"
"'[01:55:32.280]',-,0.502,-,-,-"
"'[01:55:32.288]',-,0.502,-,-,-"
"'[01:55:32.296]',-,0.502,-,-,-"
"'[01:55:32.304]',-,0.502,-,-,-"
"'[01:55:32.312]',-,0.502,-,-,-"
"'[01:55:32.320]',-,0.502,-,-,-"
"'[01:55:32.328]',-,0.502,-,-,-"
"'[01:55:32.336]',-,0.502,-,-,-"
"'[01:55:32.344]',-,0.502,-,-,-"
"'[01:55:32.352]',-,0.502,-,-,-"
"'[01:55:32.360]',-,0.502,-,-,-"
"'[01:55:32.368]',-,0.502,-,-,-"
"'[01:55:32.376]',-,0.502,-,-,-"
"'[01:55:32.384]',-,0.502,-,-,-"
"'[01:55:32.392]',-,0.502,-,-,-"
"'[01:55:32.400]',-,0.502,-,-,-"
"'[01:55:32.408]',-,0.502,-,-,-"
"'[01:55:32.416]',-,0.502,-,-,-"
"'[01:55:32.424]',-,0.502,-,-,-"
"'[01:55:32.432]',-,0.502,-,-,-"
"'[01:55:32.440]',-,0.502,-,-,-"
"'[01:55:32.448]',-,0.502,-,-,-"
"'[01:55:32.456]',-,0.502,-,-,-"
"'[01:55:32.464]',-,0.502,-,-,-"
"'[01:55:32.472]',-,0.502,-,-,-"
"'[01:55:32.480]',-,0.502,-,-,-"
"'[01:55:32.488]',-,0.502,-,-,-"
"'[01:55:32.496]',-,0.502,-,-,-"
"'[01:55:32.504]',-,0.502,-,-,-"
"'[01:55:32.512]',-,0.502,-,-,-"
"'[01:55:32.520]',-,0.502,-,-,-"
"'[01:55:32.528]',-,0.502,-,-,-"
"'[01:55:32.536]',-,0.502,-,-,-"
"'[01:55:32.544]',-,0.502,-,-,-"
"'[01:55:32.552]',-,0.502,-,-,-"
"'[01:55:32.560]',-,0.502,-,-,-"
"'[01:55:32.568]',-,0.502,-,-,-"
"'[01:55:32.576]',-,0.502,-,-,-"
"'[01:55:32.584]',-,0.502,-,-,-"
"'[01:55:32.592]',-,0.502,-,-,-"
"'[01:55:32.600]',-,0.502,-,-,-"
"'[01:55:32.608]',-,0.502,-,-,-"
"'[01:55:32.616]',-,0.502,-,-,-"
"'[01:55:32.624]',-,0.502,-,-,-"
"'[01:55:32.632]',-,0.502,-,-,-"
"'[01:55:32.640]',-,0.502,-,-,-"
"'[01:55:32.648]',-,0.502,-,-,-"
"'[01:55:32.656]',-,0.502,-,-,-"
"'[01:55:32.664]',-,0.502,-,-,-"
"'[01:55:32.672]',-,0.502,-,-,-"
"'[01:55:32.680]',-,0.502,-,-,-"
"'[01:55:32.688]',-,0.502,-,-,-"
"'[01:55:32.696]',-,0.502,-,-,-"
"'[01:55:32.704]',-,0.502,-,-,-"
"'[01:55:32.712]',-,0.502,-,-,-"
"'[01:55:32.720]',-,0.502,-,-,-"
"'[01:55:32.728]',-,0.502,-,-,-"
"'[01:55:32.736]',-,0.502,-,-,-"
"'[01:55:32.744]',-,0.502,-,-,-"
"'[01:55:32.752]',-,0.502,-,-,-"
"'[01:55:32.760]',-,0.502,-,-,-"
"'[01:55:32.768]',-,0.502,-,-,-"
"'[01:55:32.776]',-,0.502,-,-,-"
"'[01:55:32.784]',-,0.502,-,-,-"
"'[01:55:32.792]',-,0.502,-,-,-"
"'[01:55:32.800]',-,0.502,-,-,-"
"'[01:55:32.808]',-,0.502,-,-,-"
"'[01:55:32.816]',-,0.502,-,-,-"
"'[01:55:32.824]',-,0.502,-,-,-"
"'[01:55:32.832]',-,0.502,-,-,-"
"'[01:55:32.840]',-,0.502,-,-,-"
"'[01:55:32.848]',-,0.502,-,-,-"
"'[01:55:32.856]',-,0.502,-,-,-"
"'[01:55:32.864]',-,0.502,-,-,-"
"'[01:55:32.872]',-,0.502,-,-,-"
"'[01:55:32.880]',-,0.502,-,-,-"
"'[01:55:32.888]',-,0.502,-,-,-"
"'[01:55:32.896]',-,0.502,-,-,-"
"'[01:55:32.904]',-,0.502,-,-,-"
"'[01:55:32.912]',-,0.502,-,-,-"
"'[01:55:32.920]',-,0.502,-,-,-"
"'[01:55:32.928]',-,0.502,-,-,-"
"'[01:55:32.936]',-,0.502,-,-,-"
"'[01:55:32.944]',-,0.502,-,-,-"
"'[01:55:32.952]',-,0.502,-,-,-"
"'[01:55:32.960]',-,0.502,-,-,-"
"'[01:55:32.968]',-,0.502,-,-,-"
"'[01:55:32.976]',-,0.502,-,-,-"
"'[01:55:32.984]',-,0.502,-,-,-"
"'[01:55:32.992]',-,0.502,-,-,-"
"'[01:55:33.000]',-,0.502,-,-,-"
"'[01:55:33.008]',-,0.502,-,-,-"
"'[01:55:33.016]',-,0.502,-,-,-"
"'[01:55:33.024]',-,0.502,-,-,-"
"'[01:55:33.032]',-,0.502,-,-,-"
"'[01:55:33.040]',-,0.502,-,-,-"
"'[01:55:33.048]',-,0.502,-,-,-"
"'[01:55:33.056]',-,0.502,-,-,-"
"'[01:55:33.064]',-,0.502,-,-,-"
"'[01:55:33.072]',-,0.502,-,-,-"
"'[01:55:33.080]',-,0.502,-,-,-"
"'[01:55:33.088]',-,0.502,-,-,-"
"'[01:55:33.096]',-,0.502,-,-,-"
"'[01:55:33.104]',-,0.502,-,-,-"
"'[01:55:33.112]',-,0.502,-,-,-"
"'[01:55:33.120]',-,0.502,-,-,-"
"'[01:55:33.128]',-,0.502,-,-,-"
"'[01:55:33.136]',-,0.502,-,-,-"
"'[01:55:33.144]',-,0.502,-,-,-"
"'[01:55:33.152]',-,0.502,-,-,-"
"'[01:55:33.160]',-,0.502,-,-,-"
"'[01:55:33.168]',-,0.502,-,-,-"
"'[01:55:33.176]',-,0.502,-,-,-"
"'[01:55:33.184]',-,0.502,-,-,-"
"'[01:55:33.192]',-,0.502,-,-,-"
"'[01:55:33.200]',-,0.502,-,-,-"
"'[01:55:33.208]',-,0.502,-,-,-"
"'[01:55:33.216]',-,0.502,-,-,-"
"'[01:55:33.224]',-,0.502,-,-,-"
"'[01:55:33.232]',-,0.502,-,-,-"
"'[01:55:33.240]',-,0.502,-,-,-"
"'[01:55:33.248]',-,0.502,-,-,-"
"'[01:55:33.256]',-,0.502,-,-,-"
"'[01:55:33.264]',-,0.502,-,-,-"
"'[01:55:33.272]',-,0.502,-,-,-"
"'[01:55:33.280]',-,0.502,-,-,-"
"'[01:55:33.288]',-,0.502,-,-,-"
"'[01:55:33.296]',-,0.502,-,-,-"
"'[01:55:33.304]',-,0.502,-,-,-"
"'[01:55:33.312]',-,0.502,-,-,-"
"'[01:55:33.320]',-,0.502,-,-,-"
"'[01:55:33.328]',-,0.502,-,-,-"
"'[01:55:33.336]',-,0.502,-,-,-"
"'[01:55:33.344]',-,0.502,-,-,-"
"'[01:55:33.352]',-,0.502,-,-,-"
"'[01:55:33.360]',-,0.502,-,-,-"
"'[01:55:33.368]',-,0.502,-,-,-"
"'[01:55:33.376]',-,0.502,-,-,-"
"'[01:55:33.384]',-,0.502,-,-,-"
"'[01:55:33.392]',-,0.502,-,-,-"
"'[01:55:33.400]',-,0.502,-,-,-"
"'[01:55:33.408]',-,0.502,-,-,-"
"'[01:55:33.416]',-,0.502,-,-,-"
"'[01:55:33.424]',-,0.502,-,-,-"
"'[01:55:33.432]',-,0.502,-,-,-"
"'[01:55:33.440]',-,0.502,-,-,-"
"'[01:55:33.448]',-,0.502,-,-,-"
"'[01:55:33.456]',-,0.502,-,-,-"
"'[01:55:33.464]',-,0.502,-,-,-"
"'[01:55:33.472]',-,0.502,-,-,-"
"'[01:55:33.480]',-,0.502,-,-,-"
"'[01:55:33.488]',-,0.502,-,-,-"
"'[01:55:33.496]',-,0.502,-,-,-"
"'[01:55:33.504]',-,0.502,-,-,-"
"'[01:55:33.512]',-,0.502,-,-,-"
"'[01:55:33.520]',-,0.502,-,-,-"
"'[01:55:33.528]',-,0.502,-,-,-"
"'[01:55:33.536]',-,0.502,-,-,-"
"'[01:55:33.544]',-,0.502,-,-,-"
"'[01:55:33.552]',-,0.502,-,-,-"
"'[01:55:33.560]',-,0.502,-,-,-"
"'[01:55:33.568]',-,0.502,-,-,-"
"'[01:55:33.576]',-,0.502,-,-,-"
"'[01:55:33.584]',-,0.502,-,-,-"
"'[01:55:33.592]',-,0.502,-,-,-"
"'[01:55:33.600]',-,0.502,-,-,-"
"'[01:55:33.608]',-,0.502,-,-,-"
"'[01:55:33.616]',-,0.502,-,-,-"
"'[01:55:33.624]',-,0.502,-,-,-"
"'[01:55:33.632]',-,0.502,-,-,-"
"'[01:55:33.640]',-,0.502,-,-,-"
"'[01:55:33.648]',-,0.502,-,-,-"
"'[01:55:33.656]',-,0.502,-,-,-"
"'[01:55:33.664]',-,0.502,-,-,-"
"'[01:55:33.672]',-,0.502,-,-,-"
"'[01:55:33.680]',-,0.502,-,-,-"
"'[01:55:33.688]',-,0.502,-,-,-"
"'[01:55:33.696]',-,0.502,-,-,-"
"'[01:55:33.704]',-,0.502,-,-,-"
"'[01:55:33.712]',-,0.502,-,-,-"
"'[01:55:33.720]',-,0.502,-,-,-"
"'[01:55:33.728]',-,0.502,-,-,-"
"'[01:55:33.736]',-,0.502,-,-,-"
"'[01:55:33.744]',-,0.502,-,-,-"
"'[01:55:33.752]',-,0.502,-,-,-"
"'[01:55:33.760]',-,0.502,-,-,-"
"'[01:55:33.768]',-,0.502,-,-,-"
"'[01:55:33.776]',-,0.502,-,-,-"
"'[01:55:33.784]',-,0.502,-,-,-"
"'[01:55:33.792]',-,0.502,-,-,-"
"'[01:55:33.800]',-,0.502,-,-,-"
"'[01:55:33.808]',-,0.502,-,-,-"
"'[01:55:33.816]',-,0.502,-,-,-"
"'[01:55:33.824]',-,0.502,-,-,-"
"'[01:55:33.832]',-,0.502,-,-,-"
"'[01:55:33.840]',-,0.502,-,-,-"
"'[01:55:33.848]',-,0.502,-,-,-"
"'[01:55:33.856]',-,0.502,-,-,-"
"'[01:55:33.864]',-,0.502,-,-,-"
"'[01:55:33.872]',-,0.502,-,-,-"
"'[01:55:33.880]',-,0.502,-,-,-"
"'[01:55:33.888]',-,0.502,-,-,-"
"'[01:55:33.896]',-,0.502,-,-,-"
"'[01:55:33.904]',-,0.502,-,-,-"
"'[01:55:33.912]',-,0.502,-,-,-"
"'[01:55:33.920]',-,0.502,-,-,-"
"'[01:55:33.928]',-,0.502,-,-,-"
"'[01:55:33.936]',-,0.502,-,-,-"
"'[01:55:33.944]',-,0.502,-,-,-"
"'[01:55:33.952]',-,0.502,-,-,-"
"'[01:55:33.960]',-,0.502,-,-,-"
"'[01:55:33.968]',-,0.502,-,-,-"
"'[01:55:33.976]',-,0.502,-,-,-"
"'[01:55:33.984]',-,0.502,-,-,-"
"'[01:55:33.992]',-,0.502,-,-,-"
"'[01:55:34.000]',-,0.502,-,-,-"
"'[01:55:34.008]',-,0.502,-,-,-"
"'[01:55:34.016]',-,0.502,-,-,-"
"'[01:55:34.024]',-,0.502,-,-,-"
"'[01:55:34.032]',-,0.502,-,-,-"
"'[01:55:34.040]',-,0.502,-,-,-"
"'[01:55:34.048]',-,0.502,-,-,-"
"'[01:55:34.056]',-,0.502,-,-,-"
"'[01:55:34.064]',-,0.502,-,-,-"
"'[01:55:34.072]',-,0.502,-,-,-"
"'[01:55:34.080]',-,0.502,-,-,-"
"'[01:55:34.088]',-,0.502,-,-,-"
"'[01:55:34.096]',-,0.502,-,-,-"
"'[01:55:34.104]',-,0.502,-,-,-"
"'[01:55:34.112]',-,0.502,-,-,-"
"'[01:55:34.120]',-,0.502,-,-,-"
"'[01:55:34.128]',-,0.502,-,-,-"
"'[01:55:34.136]',-,0.502,-,-,-"
"'[01:55:34.144]',-,0.502,-,-,-"
"'[01:55:34.152]',-,0.502,-,-,-"
"'[01:55:34.160]',-,0.502,-,-,-"
"'[01:55:34.168]',-,0.502,-,-,-"
"'[01:55:34.176]',-,0.502,-,-,-"
"'[01:55:34.184]',-,0.502,-,-,-"
"'[01:55:34.192]',-,0.502,-,-,-"
"'[01:55:34.200]',-,0.502,-,-,-"
"'[01:55:34.208]',-,0.502,-,-,-"
"'[01:55:34.216]',-,0.502,-,-,-"
"'[01:55:34.224]',-,0.502,-,-,-"
"'[01:55:34.232]',-,0.502,-,-,-"
"'[01:55:34.240]',-,0.502,-,-,-"
"'[01:55:34.248]',-,0.502,-,-,-"
"'[01:55:34.256]',-,0.502,-,-,-"
"'[01:55:34.264]',-,0.502,-,-,-"
"'[01:55:34.272]',-,0.502,-,-,-"
"'[01:55:34.280]',-,0.502,-,-,-"
"'[01:55:34.288]',-,0.502,-,-,-"
"'[01:55:34.296]',-,0.502,-,-,-"
"'[01:55:34.304]',-,0.502,-,-,-"
"'[01:55:34.312]',-,0.502,-,-,-"
"'[01:55:34.320]',-,0.502,-,-,-"
"'[01:55:34.328]',-,0.502,-,-,-"
"'[01:55:34.336]',-,0.502,-,-,-"
"'[01:55:34.344]',-,0.502,-,-,-"
"'[01:55:34.352]',-,0.502,-,-,-"
"'[01:55:34.360]',-,0.502,-,-,-"
"'[01:55:34.368]',-,0.502,-,-,-"
"'[01:55:34.376]',-,0.502,-,-,-"
"'[01:55:34.384]',-,0.502,-,-,-"
"'[01:55:34.392]',-,0.502,-,-,-"
"'[01:55:34.400]',-,0.502,-,-,-"
"'[01:55:34.408]',-,0.502,-,-,-"
"'[01:55:34.416]',-,0.502,-,-,-"
"'[01:55:34.424]',-,0.502,-,-,-"
"'[01:55:34.432]',-,0.502,-,-,-"
"'[01:55:34.440]',-,0.502,-,-,-"
"'[01:55:34.448]',-,0.502,-,-,-"
"'[01:55:34.456]',-,0.502,-,-,-"
"'[01:55:34.464]',-,0.502,-,-,-"
"'[01:55:34.472]',-,0.502,-,-,-"
"'[01:55:34.480]',-,0.502,-,-,-"
"'[01:55:34.488]',-,0.502,-,-,-"
"'[01:55:34.496]',-,0.502,-,-,-"
"'[01:55:34.504]',-,0.502,-,-,-"
"'[01:55:34.512]',-,0.502,-,-,-"
"'[01:55:34.520]',-,0.502,-,-,-"
"'[01:55:34.528]',-,0.502,-,-,-"
"'[01:55:34.536]',-,0.502,-,-,-"
"'[01:55:34.544]',-,0.502,-,-,-"
"'[01:55:34.552]',-,0.502,-,-,-"
"'[01:55:34.560]',-,0.502,-,-,-"
"'[01:55:34.568]',-,0.502,-,-,-"
"'[01:55:34.576]',-,0.502,-,-,-"
"'[01:55:34.584]',-,0.502,-,-,-"
"'[01:55:34.592]',-,0.502,-,-,-"
"'[01:55:34.600]',-,0.502,-,-,-"
"'[01:55:34.608]',-,0.502,-,-,-"
"'[01:55:34.616]',-,0.502,-,-,-"
"'[01:55:34.624]',-,0.502,-,-,-"
"'[01:55:34.632]',-,0.502,-,-,-"
"'[01:55:34.640]',-,0.502,-,-,-"
"'[01:55:34.648]',-,0.502,-,-,-"
"'[01:55:34.656]',-,0.502,-,-,-"
"'[01:55:34.664]',-,0.502,-,-,-"
"'[01:55:34.672]',-,0.502,-,-,-"
"'[01:55:34.680]',-,0.502,-,-,-"
"'[01:55:34.688]',-,0.502,-,-,-"
"'[01:55:34.696]',-,0.502,-,-,-"
"'[01:55:34.704]',-,0.502,-,-,-"
"'[01:55:34.712]',-,0.502,-,-,-"
"'[01:55:34.720]',-,0.502,-,-,-"
"'[01:55:34.728]',-,0.502,-,-,-"
"'[01:55:34.736]',-,0.502,-,-,-"
"'[01:55:34.744]',-,0.502,-,-,-"
"'[01:55:34.752]',-,0.502,-,-,-"
"'[01:55:34.760]',-,0.502,-,-,-"
"'[01:55:34.768]',-,0.502,-,-,-"
"'[01:55:34.776]',-,0.502,-,-,-"
"'[01:55:34.784]',-,0.502,-,-,-"
"'[01:55:34.792]',-,0.502,-,-,-"
"'[01:55:34.800]',-,0.502,-,-,-"
"'[01:55:34.808]',-,0.502,-,-,-"
"'[01:55:34.816]',-,0.502,-,-,-"
"'[01:55:34.824]',-,0.502,-,-,-"
"'[01:55:34.832]',-,0.502,-,-,-"
"'[01:55:34.840]',-,0.502,-,-,-"
"'[01:55:34.848]',-,0.502,-,-,-"
"'[01:55:34.856]',-,0.502,-,-,-"
"'[01:55:34.864]',-,0.502,-,-,-"
"'[01:55:34.872]',-,0.502,-,-,-"
"'[01:55:34.880]',-,0.502,-,-,-"
"'[01:55:34.888]',-,0.502,-,-,-"
"'[01:55:34.896]',-,0.502,-,-,-"
"'[01:55:34.904]',-,0.502,-,-,-"
"'[01:55:34.912]',-,0.502,-,-,-"
"'[01:55:34.920]',-,0.502,-,-,-"
"'[01:55:34.928]',-,0.502,-,-,-"
"'[01:55:34.936]',-,0.502,-,-,-"
"'[01:55:34.944]',-,0.502,-,-,-"
"'[01:55:34.952]',-,0.502,-,-,-"
"'[01:55:34.960]',-,0.502,-,-,-"
"'[01:55:34.968]',-,0.502,-,-,-"
"'[01:55:34.976]',-,0.502,-,-,-"
"'[01:55:34.984]',-,0.502,-,-,-"
"'[01:55:34.992]',-,0.502,-,-,-"
"'[01:55:35.000]',-,0.502,-,-,-"
"'[01:55:35.008]',-,0.502,-,-,-"
"'[01:55:35.016]',-,0.502,-,-,-"
"'[01:55:35.024]',-,0.502,-,-,-"
"'[01:55:35.032]',-,0.502,-,-,-"
"'[01:55:35.040]',-,0.502,-,-,-"
"'[01:55:35.048]',-,0.502,-,-,-"
"'[01:55:35.056]',-,0.502,-,-,-"
"'[01:55:35.064]',-,0.502,-,-,-"
"'[01:55:35.072]',-,0.502,-,-,-"
"'[01:55:35.080]',-,0.502,-,-,-"
"'[01:55:35.088]',-,0.502,-,-,-"
"'[01:55:35.096]',-,0.502,-,-,-"
"'[01:55:35.104]',-,0.502,-,-,-"
"'[01:55:35.112]',-,0.502,-,-,-"
"'[01:55:35.120]',-,0.502,-,-,-"
"'[01:55:35.128]',-,0.502,-,-,-"
"'[01:55:35.136]',-,0.502,-,-,-"
"'[01:55:35.144]',-,0.502,-,-,-"
"'[01:55:35.152]',-,0.502,-,-,-"
"'[01:55:35.160]',-,0.502,-,-,-"
"'[01:55:35.168]',-,0.502,-,-,-"
"'[01:55:35.176]',-,0.502,-,-,-"
"'[01:55:35.184]',-,0.502,-,-,-"
"'[01:55:35.192]',-,0.502,-,-,-"
"'[01:55:35.200]',-,0.502,-,-,-"
"'[01:55:35.208]',-,0.502,-,-,-"
"'[01:55:35.216]',-,0.502,-,-,-"
"'[01:55:35.224]',-,0.502,-,-,-"
"'[01:55:35.232]',-,0.502,-,-,-"
"'[01:55:35.240]',-,0.502,-,-,-"
"'[01:55:35.248]',-,0.502,-,-,-"
"'[01:55:35.256]',-,0.502,-,-,-"
"'[01:55:35.264]',-,0.502,-,-,-"
"'[01:55:35.272]',-,0.502,-,-,-"
"'[01:55:35.280]',-,0.502,-,-,-"
"'[01:55:35.288]',-,0.502,-,-,-"
"'[01:55:35.296]',-,0.502,-,-,-"
"'[01:55:35.304]',-,0.502,-,-,-"
"'[01:55:35.312]',-,0.502,-,-,-"
"'[01:55:35.320]',-,0.502,-,-,-"
"'[01:55:35.328]',-,0.502,-,-,-"
"'[01:55:35.336]',-,0.502,-,-,-"
"'[01:55:35.344]',-,0.502,-,-,-"
"'[01:55:35.352]',-,0.502,-,-,-"
"'[01:55:35.360]',-,0.502,-,-,-"
"'[01:55:35.368]',-,0.502,-,-,-"
"'[01:55:35.376]',-,0.502,-,-,-"
"'[01:55:35.384]',-,0.502,-,-,-"
"'[01:55:35.392]',-,0.502,-,-,-"
"'[01:55:35.400]',-,0.502,-,-,-"
"'[01:55:35.408]',-,0.502,-,-,-"
"'[01:55:35.416]',-,0.502,-,-,-"
"'[01:55:35.424]',-,0.502,-,-,-"
"'[01:55:35.432]',-,0.502,-,-,-"
"'[01:55:35.440]',-,0.502,-,-,-"
"'[01:55:35.448]',-,0.502,-,-,-"
"'[01:55:35.456]',-,0.502,-,-,-"
"'[01:55:35.464]',-,0.502,-,-,-"
"'[01:55:35.472]',-,0.502,-,-,-"
"'[01:55:35.480]',-,0.502,-,-,-"
"'[01:55:35.488]',-,0.502,-,-,-"
"'[01:55:35.496]',-,0.502,-,-,-"
"'[01:55:35.504]',-,0.502,-,-,-"
"'[01:55:35.512]',-,0.502,-,-,-"
"'[01:55:35.520]',-,0.502,-,-,-"
"'[01:55:35.528]',-,0.502,-,-,-"
"'[01:55:35.536]',-,0.502,-,-,-"
"'[01:55:35.544]',-,0.502,-,-,-"
"'[01:55:35.552]',-,0.502,-,-,-"
"'[01:55:35.560]',-,0.502,-,-,-"
"'[01:55:35.568]',-,0.502,-,-,-"
"'[01:55:35.576]',-,0.502,-,-,-"
"'[01:55:35.584]',-,0.502,-,-,-"
"'[01:55:35.592]',-,0.502,-,-,-"
"'[01:55:35.600]',-,0.502,-,-,-"
"'[01:55:35.608]',-,0.502,-,-,-"
"'[01:55:35.616]',-,0.502,-,-,-"
"'[01:55:35.624]',-,0.502,-,-,-"
"'[01:55:35.632]',-,0.502,-,-,-"
"'[01:55:35.640]',-,0.502,-,-,-"
"'[01:55:35.648]',-,0.502,-,-,-"
"'[01:55:35.656]',-,0.502,-,-,-"
"'[01:55:35.664]',-,0.502,-,-,-"
"'[01:55:35.672]',-,0.502,-,-,-"
"'[01:55:35.680]',-,0.502,-,-,-"
"'[01:55:35.688]',-,0.502,-,-,-"
"'[01:55:35.696]',-,0.502,-,-,-"
"'[01:55:35.704]',-,0.502,-,-,-"
"'[01:55:35.712]',-,0.502,-,-,-"
"'[01:55:35.720]',-,0.502,-,-,-"
"'[01:55:35.728]',-,0.502,-,-,-"
"'[01:55:35.736]',-,0.502,-,-,-"
"'[01:55:35.744]',-,0.502,-,-,-"
"'[01:55:35.752]',-,0.502,-,-,-"
"'[01:55:35.760]',-,0.502,-,-,-"
"'[01:55:35.768]',-,0.502,-,-,-"
"'[01:55:35.776]',-,0.502,-,-,-"
"'[01:55:35.784]',-,0.502,-,-,-"
"'[01:55:35.792]',-,0.502,-,-,-"
"'[01:55:35.800]',-,0.502,-,-,-"
"'[01:55:35.808]',-,0.502,-,-,-"
"'[01:55:35.816]',-,0.502,-,-,-"
"'[01:55:35.824]',-,0.502,-,-,-"
"'[01:55:35.832]',-,0.502,-,-,-"
"'[01:55:35.840]',-,0.502,-,-,-"
"'[01:55:35.848]',-,0.502,-,-,-"
"'[01:55:35.856]',-,0.502,-,-,-"
"'[01:55:35.864]',-,0.502,-,-,-"
"'[01:55:35.872]',-,0.502,-,-,-"
"'[01:55:35.880]',-,0.502,-,-,-"
"'[01:55:35.888]',-,0.502,-,-,-"
"'[01:55:35.896]',-,0.502,-,-,-"
"'[01:55:35.904]',-,0.502,-,-,-"
"'[01:55:35.912]',-,0.502,-,-,-"
"'[01:55:35.920]',-,0.502,-,-,-"
