'Time','II','PLETH','ABP','III','I'
'[19:55:31.896]',0.362,0.627,81.244,-,-
'[19:55:31.904]',0.346,0.624,81.244,-,-
'[19:55:31.912]',0.331,0.624,80.415,-,-
'[19:55:31.920]',0.307,0.624,80.415,-,-
'[19:55:31.928]',0.260,0.624,79.585,-,-
'[19:55:31.936]',0.244,0.624,79.585,-,-
'[19:55:31.944]',0.252,0.620,78.964,-,-
'[19:55:31.952]',0.276,0.616,78.135,-,-
'[19:55:31.960]',0.276,0.612,78.135,-,-
'[19:55:31.968]',0.276,0.604,77.306,-,-
'[19:55:31.976]',0.276,0.600,77.306,-,-
'[19:55:31.984]',0.291,0.592,76.477,-,-
'[19:55:31.992]',0.386,0.584,76.477,-,-
'[19:55:32.000]',0.598,0.580,75.855,-,-
'[19:55:32.008]',0.890,0.573,75.855,-,-
'[19:55:32.016]',0.992,0.569,75.026,-,-
'[19:55:32.024]',0.709,0.565,75.026,-,-
'[19:55:32.032]',0.213,0.561,74.197,-,-
'[19:55:32.040]',-0.157,0.557,73.368,-,-
'[19:55:32.048]',-0.244,0.549,73.368,-,-
'[19:55:32.056]',-0.134,0.545,72.746,-,-
'[19:55:32.064]',0.024,0.541,72.746,-,-
'[19:55:32.072]',0.142,0.537,72.746,-,-
'[19:55:32.080]',0.228,0.529,72.746,-,-
'[19:55:32.088]',0.307,0.525,72.746,-,-
'[19:55:32.096]',0.354,0.522,72.746,-,-
'[19:55:32.104]',0.362,0.514,72.746,-,-
'[19:55:32.112]',0.346,0.510,72.746,-,-
'[19:55:32.120]',0.346,0.506,72.746,-,-
'[19:55:32.128]',0.339,0.506,71.917,-,-
'[19:55:32.136]',0.323,0.502,71.917,-,-
'[19:55:32.144]',0.307,0.502,71.917,-,-
'[19:55:32.152]',0.315,0.498,71.917,-,-
'[19:55:32.160]',0.331,0.494,71.917,-,-
'[19:55:32.168]',0.339,0.490,71.917,-,-
'[19:55:32.176]',0.315,0.486,71.088,-,-
'[19:55:32.184]',0.299,0.482,70.259,-,-
'[19:55:32.192]',0.291,0.478,70.259,-,-
'[19:55:32.200]',0.315,0.475,69.430,-,-
'[19:55:32.208]',0.331,0.471,68.808,-,-
'[19:55:32.216]',0.323,0.467,67.979,-,-
'[19:55:32.224]',0.315,0.463,67.979,-,-
'[19:55:32.232]',0.315,0.459,67.150,-,-
'[19:55:32.240]',0.331,0.455,67.150,-,-
'[19:55:32.248]',0.346,0.451,67.979,-,-
'[19:55:32.256]',0.362,0.447,69.430,-,-
'[19:55:32.264]',0.346,0.447,73.368,-,-
'[19:55:32.272]',0.315,0.443,78.964,-,-
'[19:55:32.280]',0.315,0.443,86.010,-,-
'[19:55:32.288]',0.315,0.443,93.679,-,-
'[19:55:32.296]',0.323,0.443,102.383,-,-
'[19:55:32.304]',0.346,0.443,109.430,-,-
'[19:55:32.312]',0.354,0.443,114.819,-,-
'[19:55:32.320]',0.354,0.443,117.098,-,-
'[19:55:32.328]',0.362,0.439,117.927,-,-
'[19:55:32.336]',0.346,0.439,117.927,-,-
'[19:55:32.344]',0.346,0.435,117.927,-,-
'[19:55:32.352]',0.339,0.431,118.756,-,-
'[19:55:32.360]',0.323,0.427,121.036,-,-
'[19:55:32.368]',0.315,0.424,124.974,-,-
'[19:55:32.376]',0.307,0.420,128.912,-,-
'[19:55:32.384]',0.315,0.416,133.679,-,-
'[19:55:32.392]',0.354,0.416,136.788,-,-
'[19:55:32.400]',0.386,0.412,139.067,-,-
'[19:55:32.408]',0.378,0.412,140.725,-,-
'[19:55:32.416]',0.362,0.408,140.725,-,-
'[19:55:32.424]',0.354,0.408,139.896,-,-
'[19:55:32.432]',0.362,0.404,139.067,-,-
'[19:55:32.440]',0.370,0.400,139.067,-,-
'[19:55:32.448]',0.378,0.392,138.238,-,-
'[19:55:32.456]',0.378,0.388,138.238,-,-
'[19:55:32.464]',0.370,0.388,139.067,-,-
'[19:55:32.472]',0.370,0.384,139.067,-,-
'[19:55:32.480]',0.370,0.380,139.067,-,-
'[19:55:32.488]',0.362,0.380,138.238,-,-
'[19:55:32.496]',0.339,0.380,138.238,-,-
'[19:55:32.504]',0.307,0.380,137.409,-,-
'[19:55:32.512]',0.299,0.380,135.959,-,-
'[19:55:32.520]',0.315,0.380,135.130,-,-
'[19:55:32.528]',0.362,0.380,133.679,-,-
'[19:55:32.536]',0.386,0.380,132.850,-,-
'[19:55:32.544]',0.394,0.380,131.192,-,-
'[19:55:32.552]',0.362,0.380,129.741,-,-
'[19:55:32.560]',0.339,0.380,128.083,-,-
'[19:55:32.568]',0.339,0.384,126.632,-,-
'[19:55:32.576]',0.354,0.388,124.974,-,-
'[19:55:32.584]',0.378,0.392,122.694,-,-
'[19:55:32.592]',0.386,0.400,119.585,-,-
'[19:55:32.600]',0.386,0.404,116.477,-,-
'[19:55:32.608]',0.402,0.412,113.368,-,-
'[19:55:32.616]',0.417,0.424,109.430,-,-
'[19:55:32.624]',0.417,0.431,105.492,-,-
'[19:55:32.632]',0.402,0.439,102.383,-,-
'[19:55:32.640]',0.386,0.451,100.104,-,-
'[19:55:32.648]',0.394,0.459,98.446,-,-
'[19:55:32.656]',0.402,0.467,97.617,-,-
'[19:55:32.664]',0.386,0.475,97.617,-,-
'[19:55:32.672]',0.378,0.486,97.617,-,-
'[19:55:32.680]',0.378,0.494,97.617,-,-
'[19:55:32.688]',0.370,0.506,97.617,-,-
'[19:55:32.696]',0.362,0.514,96.788,-,-
'[19:55:32.704]',0.362,0.525,95.337,-,-
'[19:55:32.712]',0.346,0.533,94.508,-,-
'[19:55:32.720]',0.339,0.545,93.057,-,-
'[19:55:32.728]',0.354,0.553,92.228,-,-
'[19:55:32.736]',0.370,0.565,91.399,-,-
'[19:55:32.744]',0.370,0.569,90.570,-,-
'[19:55:32.752]',0.346,0.576,90.570,-,-
'[19:55:32.760]',0.346,0.584,89.741,-,-
'[19:55:32.768]',0.339,0.588,89.741,-,-
'[19:55:32.776]',0.315,0.596,89.119,-,-
'[19:55:32.784]',0.315,0.604,88.290,-,-
'[19:55:32.792]',0.339,0.608,87.461,-,-
'[19:55:32.800]',0.354,0.616,86.632,-,-
'[19:55:32.808]',0.378,0.616,86.010,-,-
'[19:55:32.816]',0.386,0.620,85.181,-,-
'[19:55:32.824]',0.362,0.624,84.352,-,-
'[19:55:32.832]',0.362,0.627,83.523,-,-
'[19:55:32.840]',0.370,0.627,82.902,-,-
'[19:55:32.848]',0.378,0.631,82.073,-,-
'[19:55:32.856]',0.362,0.631,82.073,-,-
'[19:55:32.864]',0.346,0.635,81.244,-,-
'[19:55:32.872]',0.346,0.635,80.415,-,-
'[19:55:32.880]',0.339,0.635,79.585,-,-
'[19:55:32.888]',0.331,0.631,79.585,-,-
'[19:55:32.896]',0.323,0.631,78.964,-,-
'[19:55:32.904]',0.307,0.627,78.964,-,-
'[19:55:32.912]',0.291,0.624,78.135,-,-
'[19:55:32.920]',0.283,0.620,78.135,-,-
'[19:55:32.928]',0.283,0.616,78.135,-,-
'[19:55:32.936]',0.276,0.612,77.306,-,-
'[19:55:32.944]',0.276,0.604,77.306,-,-
'[19:55:32.952]',0.283,0.600,76.477,-,-
'[19:55:32.960]',0.307,0.596,76.477,-,-
'[19:55:32.968]',0.362,0.592,75.855,-,-
'[19:55:32.976]',0.488,0.588,75.855,-,-
'[19:55:32.984]',0.709,0.580,75.026,-,-
'[19:55:32.992]',0.929,0.576,75.026,-,-
'[19:55:33.000]',0.953,0.573,74.197,-,-
'[19:55:33.008]',0.496,0.569,73.368,-,-
'[19:55:33.016]',0.055,0.565,73.368,-,-
'[19:55:33.024]',-0.173,0.561,72.746,-,-
'[19:55:33.032]',-0.189,0.557,72.746,-,-
'[19:55:33.040]',-0.016,0.553,71.917,-,-
'[19:55:33.048]',0.134,0.549,71.917,-,-
'[19:55:33.056]',0.260,0.545,71.917,-,-
'[19:55:33.064]',0.346,0.537,71.917,-,-
'[19:55:33.072]',0.402,0.533,71.917,-,-
'[19:55:33.080]',0.433,0.529,71.917,-,-
'[19:55:33.088]',0.441,0.522,71.917,-,-
'[19:55:33.096]',0.425,0.518,71.917,-,-
'[19:55:33.104]',0.409,0.514,71.917,-,-
'[19:55:33.112]',0.402,0.510,71.917,-,-
'[19:55:33.120]',0.394,0.506,71.088,-,-
'[19:55:33.128]',0.386,0.502,71.088,-,-
'[19:55:33.136]',0.378,0.498,71.088,-,-
'[19:55:33.144]',0.378,0.494,70.259,-,-
'[19:55:33.152]',0.362,0.490,69.430,-,-
'[19:55:33.160]',0.362,0.486,68.808,-,-
'[19:55:33.168]',0.370,0.486,67.979,-,-
'[19:55:33.176]',0.362,0.482,67.150,-,-
'[19:55:33.184]',0.346,0.478,66.321,-,-
'[19:55:33.192]',0.331,0.475,65.699,-,-
'[19:55:33.200]',0.323,0.471,65.699,-,-
'[19:55:33.208]',0.354,0.467,64.870,-,-
'[19:55:33.216]',0.370,0.463,64.870,-,-
'[19:55:33.224]',0.378,0.459,65.699,-,-
'[19:55:33.232]',0.362,0.451,66.321,-,-
'[19:55:33.240]',0.354,0.447,67.979,-,-
'[19:55:33.248]',0.354,0.443,71.917,-,-
'[19:55:33.256]',0.362,0.443,77.306,-,-
'[19:55:33.264]',0.362,0.439,85.181,-,-
'[19:55:33.272]',0.346,0.439,93.679,-,-
'[19:55:33.280]',0.315,0.435,101.554,-,-
'[19:55:33.288]',0.315,0.431,108.601,-,-
'[19:55:33.296]',0.339,0.427,113.368,-,-
'[19:55:33.304]',0.362,0.427,114.819,-,-
'[19:55:33.312]',0.346,0.424,115.648,-,-
'[19:55:33.320]',0.315,0.420,115.648,-,-
'[19:55:33.328]',0.299,0.412,115.648,-,-
'[19:55:33.336]',0.291,0.408,116.477,-,-
'[19:55:33.344]',0.291,0.404,119.585,-,-
'[19:55:33.352]',0.307,0.396,123.523,-,-
'[19:55:33.360]',0.283,0.392,127.254,-,-
'[19:55:33.368]',0.276,0.388,131.192,-,-
'[19:55:33.376]',0.299,0.388,135.130,-,-
'[19:55:33.384]',0.307,0.384,136.788,-,-
'[19:55:33.392]',0.323,0.384,137.409,-,-
'[19:55:33.400]',0.331,0.380,137.409,-,-
'[19:55:33.408]',0.346,0.380,137.409,-,-
'[19:55:33.416]',0.354,0.380,136.788,-,-
'[19:55:33.424]',0.362,0.376,135.959,-,-
'[19:55:33.432]',0.339,0.376,135.130,-,-
'[19:55:33.440]',0.315,0.376,135.130,-,-
'[19:55:33.448]',0.323,0.376,135.130,-,-
'[19:55:33.456]',0.331,0.376,135.130,-,-
'[19:55:33.464]',0.331,0.376,135.130,-,-
'[19:55:33.472]',0.331,0.376,134.301,-,-
'[19:55:33.480]',0.331,0.376,133.679,-,-
'[19:55:33.488]',0.346,0.376,132.850,-,-
'[19:55:33.496]',0.346,0.376,132.021,-,-
'[19:55:33.504]',0.339,0.376,130.570,-,-
'[19:55:33.512]',0.346,0.376,129.741,-,-
'[19:55:33.520]',0.346,0.376,128.083,-,-
'[19:55:33.528]',0.346,0.376,126.632,-,-
'[19:55:33.536]',0.323,0.376,124.974,-,-
'[19:55:33.544]',0.346,0.376,123.523,-,-
'[19:55:33.552]',0.370,0.380,121.865,-,-
'[19:55:33.560]',0.378,0.384,119.585,-,-
'[19:55:33.568]',0.362,0.388,116.477,-,-
'[19:55:33.576]',0.331,0.392,113.368,-,-
'[19:55:33.584]',0.331,0.396,110.259,-,-
'[19:55:33.592]',0.354,0.404,106.321,-,-
'[19:55:33.600]',0.370,0.408,102.383,-,-
'[19:55:33.608]',0.378,0.420,99.275,-,-
'[19:55:33.616]',0.386,0.427,96.788,-,-
'[19:55:33.624]',0.402,0.439,96.166,-,-
'[19:55:33.632]',0.394,0.451,96.166,-,-
'[19:55:33.640]',0.370,0.463,96.788,-,-
'[19:55:33.648]',0.362,0.475,96.788,-,-
'[19:55:33.656]',0.370,0.486,96.788,-,-
'[19:55:33.664]',0.386,0.498,96.166,-,-
'[19:55:33.672]',0.386,0.506,95.337,-,-
'[19:55:33.680]',0.378,0.518,93.679,-,-
'[19:55:33.688]',0.370,0.529,92.228,-,-
'[19:55:33.696]',0.386,0.537,90.570,-,-
'[19:55:33.704]',0.402,0.545,89.741,-,-
'[19:55:33.712]',0.378,0.553,89.119,-,-
'[19:55:33.720]',0.354,0.561,88.290,-,-
'[19:55:33.728]',0.346,0.569,88.290,-,-
'[19:55:33.736]',0.354,0.576,88.290,-,-
'[19:55:33.744]',0.370,0.580,87.461,-,-
'[19:55:33.752]',0.378,0.588,87.461,-,-
'[19:55:33.760]',0.386,0.596,86.632,-,-
'[19:55:33.768]',0.394,0.600,86.010,-,-
'[19:55:33.776]',0.394,0.608,86.010,-,-
'[19:55:33.784]',0.370,0.612,85.181,-,-
'[19:55:33.792]',0.346,0.616,84.352,-,-
'[19:55:33.800]',0.354,0.620,83.523,-,-
'[19:55:33.808]',0.370,0.620,82.902,-,-
'[19:55:33.816]',0.370,0.624,82.073,-,-
'[19:55:33.824]',0.362,0.624,82.073,-,-
'[19:55:33.832]',0.339,0.624,81.244,-,-
'[19:55:33.840]',0.315,0.620,80.415,-,-
'[19:55:33.848]',0.307,0.620,80.415,-,-
'[19:55:33.856]',0.315,0.616,79.585,-,-
'[19:55:33.864]',0.315,0.616,79.585,-,-
'[19:55:33.872]',0.315,0.612,79.585,-,-
'[19:55:33.880]',0.323,0.608,78.964,-,-
'[19:55:33.888]',0.339,0.604,78.964,-,-
'[19:55:33.896]',0.354,0.600,78.135,-,-
'[19:55:33.904]',0.402,0.596,78.135,-,-
'[19:55:33.912]',0.528,0.592,77.306,-,-
'[19:55:33.920]',0.748,0.588,76.477,-,-
'[19:55:33.928]',0.953,0.584,76.477,-,-
'[19:55:33.936]',0.961,0.576,75.855,-,-
'[19:55:33.944]',0.496,0.573,75.855,-,-
'[19:55:33.952]',0.110,0.569,75.026,-,-
'[19:55:33.960]',-0.102,0.565,75.026,-,-
'[19:55:33.968]',-0.126,0.561,75.026,-,-
'[19:55:33.976]',0.008,0.557,74.197,-,-
'[19:55:33.984]',0.134,0.549,74.197,-,-
'[19:55:33.992]',0.228,0.545,74.197,-,-
'[19:55:34.000]',0.299,0.541,73.368,-,-
'[19:55:34.008]',0.339,0.537,73.368,-,-
'[19:55:34.016]',0.346,0.529,73.368,-,-
'[19:55:34.024]',0.339,0.525,73.368,-,-
'[19:55:34.032]',0.354,0.518,73.368,-,-
'[19:55:34.040]',0.362,0.514,73.368,-,-
'[19:55:34.048]',0.370,0.510,72.746,-,-
'[19:55:34.056]',0.370,0.510,72.746,-,-
'[19:55:34.064]',0.370,0.506,71.917,-,-
'[19:55:34.072]',0.386,0.502,71.917,-,-
'[19:55:34.080]',0.386,0.498,71.088,-,-
'[19:55:34.088]',0.378,0.494,70.259,-,-
'[19:55:34.096]',0.354,0.494,70.259,-,-
'[19:55:34.104]',0.346,0.490,69.430,-,-
'[19:55:34.112]',0.362,0.486,68.808,-,-
'[19:55:34.120]',0.362,0.482,67.979,-,-
'[19:55:34.128]',0.362,0.478,67.150,-,-
'[19:55:34.136]',0.370,0.475,67.150,-,-
'[19:55:34.144]',0.378,0.467,66.321,-,-
'[19:55:34.152]',0.409,0.463,66.321,-,-
'[19:55:34.160]',0.441,0.459,66.321,-,-
'[19:55:34.168]',0.433,0.455,67.150,-,-
'[19:55:34.176]',0.402,0.451,68.808,-,-
'[19:55:34.184]',0.386,0.451,71.917,-,-
'[19:55:34.192]',0.378,0.447,77.306,-,-
'[19:55:34.200]',0.386,0.447,84.352,-,-
'[19:55:34.208]',0.394,0.443,92.228,-,-
'[19:55:34.216]',0.402,0.443,100.104,-,-
'[19:55:34.224]',0.402,0.439,106.943,-,-
'[19:55:34.232]',0.402,0.439,111.710,-,-
'[19:55:34.240]',0.417,0.435,113.990,-,-
'[19:55:34.248]',0.433,0.431,114.819,-,-
'[19:55:34.256]',0.441,0.431,114.819,-,-
'[19:55:34.264]',0.441,0.427,114.819,-,-
'[19:55:34.272]',0.433,0.427,116.477,-,-
'[19:55:34.280]',0.417,0.424,119.585,-,-
'[19:55:34.288]',0.378,0.424,122.694,-,-
'[19:55:34.296]',0.346,0.420,127.254,-,-
'[19:55:34.304]',0.354,0.420,131.192,-,-
'[19:55:34.312]',0.362,0.420,134.301,-,-
'[19:55:34.320]',0.370,0.420,135.959,-,-
'[19:55:34.328]',0.394,0.416,136.788,-,-
'[19:55:34.336]',0.433,0.416,136.788,-,-
'[19:55:34.344]',0.457,0.412,135.959,-,-
'[19:55:34.352]',0.449,0.408,134.301,-,-
'[19:55:34.360]',0.433,0.408,133.679,-,-
'[19:55:34.368]',0.417,0.404,132.850,-,-
'[19:55:34.376]',0.417,0.404,132.850,-,-
'[19:55:34.384]',0.433,0.400,132.021,-,-
'[19:55:34.392]',0.402,0.400,132.850,-,-
'[19:55:34.400]',0.370,0.400,132.850,-,-
'[19:55:34.408]',0.362,0.396,132.021,-,-
'[19:55:34.416]',0.378,0.392,132.021,-,-
'[19:55:34.424]',0.402,0.392,131.192,-,-
'[19:55:34.432]',0.402,0.388,130.570,-,-
'[19:55:34.440]',0.370,0.388,128.912,-,-
'[19:55:34.448]',0.370,0.384,127.254,-,-
'[19:55:34.456]',0.386,0.384,125.803,-,-
'[19:55:34.464]',0.386,0.380,124.145,-,-
'[19:55:34.472]',0.370,0.380,121.865,-,-
'[19:55:34.480]',0.378,0.380,119.585,-,-
'[19:55:34.488]',0.386,0.380,117.098,-,-
'[19:55:34.496]',0.378,0.380,114.819,-,-
'[19:55:34.504]',0.370,0.380,111.710,-,-
'[19:55:34.512]',0.386,0.384,107.772,-,-
'[19:55:34.520]',0.402,0.388,104.663,-,-
'[19:55:34.528]',0.417,0.392,100.725,-,-
'[19:55:34.536]',0.402,0.404,97.617,-,-
'[19:55:34.544]',0.409,0.412,96.166,-,-
'[19:55:34.552]',0.409,0.420,95.337,-,-
'[19:55:34.560]',0.386,0.431,95.337,-,-
'[19:55:34.568]',0.362,0.439,96.166,-,-
'[19:55:34.576]',0.362,0.447,96.166,-,-
'[19:55:34.584]',0.362,0.459,96.166,-,-
'[19:55:34.592]',0.370,0.467,95.337,-,-
'[19:55:34.600]',0.370,0.478,94.508,-,-
'[19:55:34.608]',0.378,0.486,93.057,-,-
'[19:55:34.616]',0.386,0.498,91.399,-,-
'[19:55:34.624]',0.386,0.510,89.741,-,-
'[19:55:34.632]',0.370,0.518,89.119,-,-
'[19:55:34.640]',0.362,0.525,88.290,-,-
'[19:55:34.648]',0.362,0.537,88.290,-,-
'[19:55:34.656]',0.354,0.545,88.290,-,-
'[19:55:34.664]',0.346,0.553,88.290,-,-
'[19:55:34.672]',0.346,0.561,88.290,-,-
'[19:55:34.680]',0.378,0.569,87.461,-,-
'[19:55:34.688]',0.402,0.573,86.632,-,-
'[19:55:34.696]',0.402,0.576,86.010,-,-
'[19:55:34.704]',0.386,0.580,86.010,-,-
'[19:55:34.712]',0.370,0.584,84.352,-,-
'[19:55:34.720]',0.354,0.584,84.352,-,-
'[19:55:34.728]',0.339,0.588,83.523,-,-
'[19:55:34.736]',0.346,0.592,82.902,-,-
'[19:55:34.744]',0.346,0.596,82.902,-,-
'[19:55:34.752]',0.362,0.596,82.073,-,-
'[19:55:34.760]',0.370,0.596,81.244,-,-
'[19:55:34.768]',0.370,0.596,81.244,-,-
'[19:55:34.776]',0.362,0.596,80.415,-,-
'[19:55:34.784]',0.331,0.596,80.415,-,-
'[19:55:34.792]',0.307,0.596,79.585,-,-
'[19:55:34.800]',0.299,0.592,79.585,-,-
'[19:55:34.808]',0.307,0.592,78.964,-,-
'[19:55:34.816]',0.307,0.588,78.135,-,-
'[19:55:34.824]',0.307,0.584,77.306,-,-
'[19:55:34.832]',0.307,0.580,76.477,-,-
'[19:55:34.840]',0.315,0.576,76.477,-,-
'[19:55:34.848]',0.370,0.573,76.477,-,-
'[19:55:34.856]',0.472,0.569,76.477,-,-
'[19:55:34.864]',0.669,0.569,76.477,-,-
'[19:55:34.872]',0.882,0.565,75.855,-,-
'[19:55:34.880]',0.929,0.561,75.855,-,-
'[19:55:34.888]',0.614,0.557,75.855,-,-
'[19:55:34.896]',0.213,0.553,75.026,-,-
'[19:55:34.904]',-0.055,0.545,74.197,-,-
'[19:55:34.912]',-0.102,0.541,74.197,-,-
'[19:55:34.920]',-0.008,0.533,73.368,-,-
'[19:55:34.928]',0.102,0.529,73.368,-,-
'[19:55:34.936]',0.205,0.522,73.368,-,-
'[19:55:34.944]',0.307,0.518,73.368,-,-
'[19:55:34.952]',0.362,0.514,73.368,-,-
'[19:55:34.960]',0.386,0.506,73.368,-,-
'[19:55:34.968]',0.378,0.502,72.746,-,-
'[19:55:34.976]',0.354,0.498,72.746,-,-
'[19:55:34.984]',0.346,0.494,72.746,-,-
'[19:55:34.992]',0.339,0.494,71.917,-,-
'[19:55:35.000]',0.331,0.490,71.917,-,-
'[19:55:35.008]',0.362,0.486,71.088,-,-
'[19:55:35.016]',0.378,0.482,71.088,-,-
'[19:55:35.024]',0.386,0.478,70.259,-,-
'[19:55:35.032]',0.370,0.475,69.430,-,-
'[19:55:35.040]',0.354,0.471,69.430,-,-
'[19:55:35.048]',0.339,0.467,68.808,-,-
'[19:55:35.056]',0.331,0.463,67.979,-,-
'[19:55:35.064]',0.331,0.459,67.150,-,-
'[19:55:35.072]',0.346,0.455,67.150,-,-
'[19:55:35.080]',0.362,0.451,66.321,-,-
'[19:55:35.088]',0.386,0.447,66.321,-,-
'[19:55:35.096]',0.425,0.447,66.321,-,-
'[19:55:35.104]',0.433,0.443,67.150,-,-
'[19:55:35.112]',0.386,0.439,67.150,-,-
'[19:55:35.120]',0.354,0.439,68.808,-,-
'[19:55:35.128]',0.331,0.435,71.917,-,-
'[19:55:35.136]',0.331,0.431,76.477,-,-
'[19:55:35.144]',0.339,0.427,83.523,-,-
'[19:55:35.152]',0.331,0.424,92.228,-,-
'[19:55:35.160]',0.346,0.424,100.104,-,-
'[19:55:35.168]',0.370,0.420,106.943,-,-
'[19:55:35.176]',0.402,0.420,112.539,-,-
'[19:55:35.184]',0.417,0.416,115.648,-,-
'[19:55:35.192]',0.409,0.416,116.477,-,-
'[19:55:35.200]',0.378,0.416,117.098,-,-
'[19:55:35.208]',0.346,0.412,117.098,-,-
'[19:55:35.216]',0.331,0.408,118.756,-,-
'[19:55:35.224]',0.331,0.408,121.865,-,-
'[19:55:35.232]',0.339,0.404,125.803,-,-
'[19:55:35.240]',0.346,0.400,129.741,-,-
'[19:55:35.248]',0.346,0.400,133.679,-,-
'[19:55:35.256]',0.346,0.396,136.788,-,-
'[19:55:35.264]',0.339,0.392,139.067,-,-
'[19:55:35.272]',0.331,0.392,139.896,-,-
'[19:55:35.280]',0.339,0.388,139.896,-,-
'[19:55:35.288]',0.346,0.388,139.067,-,-
'[19:55:35.296]',0.362,0.384,138.238,-,-
'[19:55:35.304]',0.370,0.380,137.409,-,-
'[19:55:35.312]',0.386,0.380,136.788,-,-
'[19:55:35.320]',0.386,0.376,136.788,-,-
'[19:55:35.328]',0.386,0.376,136.788,-,-
'[19:55:35.336]',0.386,0.376,136.788,-,-
'[19:55:35.344]',0.362,0.376,136.788,-,-
'[19:55:35.352]',0.331,0.373,136.788,-,-
'[19:55:35.360]',0.331,0.373,135.959,-,-
'[19:55:35.368]',0.331,0.373,135.130,-,-
'[19:55:35.376]',0.346,0.373,133.679,-,-
'[19:55:35.384]',0.362,0.369,132.850,-,-
'[19:55:35.392]',0.386,0.369,131.192,-,-
'[19:55:35.400]',0.394,0.369,130.570,-,-
'[19:55:35.408]',0.402,0.369,128.912,-,-
'[19:55:35.416]',0.425,0.369,127.254,-,-
'[19:55:35.424]',0.433,0.369,124.974,-,-
'[19:55:35.432]',0.433,0.373,123.523,-,-
'[19:55:35.440]',0.417,0.376,121.036,-,-
'[19:55:35.448]',0.394,0.376,117.927,-,-
'[19:55:35.456]',0.402,0.380,114.819,-,-
'[19:55:35.464]',0.402,0.384,111.710,-,-
'[19:55:35.472]',0.402,0.388,107.772,-,-
'[19:55:35.480]',0.409,0.396,104.663,-,-
'[19:55:35.488]',0.402,0.404,101.554,-,-
'[19:55:35.496]',0.409,0.412,99.275,-,-
'[19:55:35.504]',0.425,0.420,97.617,-,-
'[19:55:35.512]',0.433,0.427,97.617,-,-
'[19:55:35.520]',0.386,0.439,97.617,-,-
'[19:55:35.528]',0.354,0.447,98.446,-,-
'[19:55:35.536]',0.346,0.455,98.446,-,-
'[19:55:35.544]',0.362,0.467,97.617,-,-
'[19:55:35.552]',0.362,0.478,96.788,-,-
'[19:55:35.560]',0.362,0.490,95.337,-,-
'[19:55:35.568]',0.386,0.502,94.508,-,-
'[19:55:35.576]',0.394,0.514,93.679,-,-
'[19:55:35.584]',0.378,0.522,92.228,-,-
'[19:55:35.592]',0.346,0.529,91.399,-,-
'[19:55:35.600]',0.331,0.537,91.399,-,-
'[19:55:35.608]',0.331,0.545,90.570,-,-
'[19:55:35.616]',0.346,0.553,90.570,-,-
'[19:55:35.624]',0.370,0.561,89.741,-,-
'[19:55:35.632]',0.378,0.565,89.741,-,-
'[19:55:35.640]',0.386,0.573,89.119,-,-
'[19:55:35.648]',0.386,0.576,88.290,-,-
'[19:55:35.656]',0.386,0.580,87.461,-,-
'[19:55:35.664]',0.386,0.584,87.461,-,-
'[19:55:35.672]',0.402,0.588,86.632,-,-
'[19:55:35.680]',0.409,0.592,86.010,-,-
'[19:55:35.688]',0.394,0.596,85.181,-,-
'[19:55:35.696]',0.370,0.596,85.181,-,-
'[19:55:35.704]',0.362,0.600,84.352,-,-
'[19:55:35.712]',0.386,0.600,84.352,-,-
'[19:55:35.720]',0.409,0.600,83.523,-,-
'[19:55:35.728]',0.402,0.600,83.523,-,-
'[19:55:35.736]',0.386,0.600,82.902,-,-
'[19:55:35.744]',0.354,0.596,82.073,-,-
'[19:55:35.752]',0.307,0.592,82.073,-,-
'[19:55:35.760]',0.276,0.588,81.244,-,-
'[19:55:35.768]',0.283,0.584,80.415,-,-
'[19:55:35.776]',0.307,0.580,79.585,-,-
'[19:55:35.784]',0.315,0.576,79.585,-,-
'[19:55:35.792]',0.339,0.573,78.964,-,-
'[19:55:35.800]',0.386,0.569,78.964,-,-
'[19:55:35.808]',0.480,0.565,78.964,-,-
'[19:55:35.816]',0.685,0.561,78.135,-,-
'[19:55:35.824]',0.953,0.557,78.135,-,-
'[19:55:35.832]',1.031,0.553,77.306,-,-
'[19:55:35.840]',0.701,0.549,77.306,-,-
'[19:55:35.848]',0.181,0.545,76.477,-,-
'[19:55:35.856]',-0.173,0.541,76.477,-,-
'[19:55:35.864]',-0.252,0.533,75.855,-,-
'[19:55:35.872]',-0.134,0.529,75.855,-,-
'[19:55:35.880]',0.039,0.525,75.855,-,-
'[19:55:35.888]',0.189,0.518,75.026,-,-
'[19:55:35.896]',0.291,0.514,75.026,-,-
'[19:55:35.904]',0.346,0.510,75.026,-,-
'[19:55:35.912]',0.386,0.506,75.026,-,-
'[19:55:35.920]',0.402,0.502,75.026,-,-
'[19:55:35.928]',0.386,0.502,75.026,-,-
'[19:55:35.936]',0.362,0.498,75.026,-,-
'[19:55:35.944]',0.346,0.494,74.197,-,-
'[19:55:35.952]',0.346,0.490,74.197,-,-
'[19:55:35.960]',0.362,0.486,74.197,-,-
'[19:55:35.968]',0.386,0.482,74.197,-,-
'[19:55:35.976]',0.417,0.478,74.197,-,-
'[19:55:35.984]',0.402,0.475,73.368,-,-
'[19:55:35.992]',0.370,0.471,73.368,-,-
'[19:55:36.000]',0.362,0.467,72.746,-,-
'[19:55:36.008]',0.370,0.463,71.917,-,-
'[19:55:36.016]',0.362,0.459,71.088,-,-
'[19:55:36.024]',0.378,0.459,70.259,-,-
