"'Time','II','AVR','V','RESP','PLETH','ABP','CVP'"
"'[14:31:40.284]',0.300,0.765,0.545,-0.248,-,-,37.004"
"'[14:31:40.292]',0.300,0.775,0.550,-0.251,-,-,37.004"
"'[14:31:40.300]',0.300,0.775,0.555,-0.251,-,-,37.004"
"'[14:31:40.308]',0.300,0.775,0.555,-0.252,-,-,37.004"
"'[14:31:40.316]',0.300,0.770,0.555,-0.251,-,-,37.004"
"'[14:31:40.324]',0.310,0.765,0.555,-0.250,-,-,37.004"
"'[14:31:40.332]',0.315,0.760,0.555,-0.247,-,-,37.004"
"'[14:31:40.340]',0.320,0.760,0.570,-0.243,-,-,37.004"
"'[14:31:40.348]',0.335,0.750,0.600,-0.239,-,-,37.004"
"'[14:31:40.356]',0.405,0.695,0.615,-0.234,-,-,37.004"
"'[14:31:40.364]',0.605,0.515,0.455,-0.229,-,-,37.004"
"'[14:31:40.372]',0.945,0.260,0.095,-0.225,-,-,37.004"
"'[14:31:40.380]',1.086,0.160,-0.186,-0.220,-,-,37.004"
"'[14:31:40.388]',0.850,0.340,-0.200,-0.216,-,-,37.004"
"'[14:31:40.396]',0.560,0.570,0.150,-0.211,-,-,37.004"
"'[14:31:40.404]',0.415,0.690,0.415,-0.207,-,-,37.004"
"'[14:31:40.412]',0.360,0.730,0.570,-0.202,-,-,37.004"
"'[14:31:40.420]',0.330,0.750,0.645,-0.198,-,-,37.004"
"'[14:31:40.428]',0.315,0.755,0.680,-0.195,-,-,37.004"
"'[14:31:40.436]',0.310,0.760,0.695,-0.191,-,-,37.004"
"'[14:31:40.444]',0.305,0.765,0.710,-0.189,-,-,37.004"
"'[14:31:40.452]',0.305,0.765,0.720,-0.186,-,-,37.004"
"'[14:31:40.460]',0.305,0.760,0.730,-0.185,-,-,37.004"
"'[14:31:40.468]',0.310,0.755,0.735,-0.184,-,-,37.004"
"'[14:31:40.476]',0.310,0.755,0.740,-0.184,-,-,37.004"
"'[14:31:40.484]',0.315,0.755,0.750,-0.185,-,-,37.004"
"'[14:31:40.492]',0.315,0.755,0.755,-0.189,-,-,37.004"
"'[14:31:40.500]',0.315,0.755,0.760,-0.192,-,-,37.004"
"'[14:31:40.508]',0.315,0.755,0.760,-0.197,-,-,37.004"
"'[14:31:40.516]',0.320,0.755,0.765,-0.202,-,-,37.004"
"'[14:31:40.524]',0.325,0.750,0.760,-0.208,-,-,37.004"
"'[14:31:40.532]',0.330,0.750,0.760,-0.213,-,-,37.004"
"'[14:31:40.540]',0.340,0.745,0.755,-0.218,-,-,37.004"
"'[14:31:40.548]',0.345,0.735,0.750,-0.223,-,-,37.004"
"'[14:31:40.556]',0.360,0.730,0.740,-0.229,-,-,37.004"
"'[14:31:40.564]',0.375,0.720,0.730,-0.236,-,-,37.004"
"'[14:31:40.572]',0.385,0.710,0.730,-0.242,-,-,37.004"
"'[14:31:40.580]',0.390,0.705,0.725,-0.248,-,-,37.004"
"'[14:31:40.588]',0.400,0.705,0.715,-0.253,-,-,37.004"
"'[14:31:40.596]',0.405,0.700,0.710,-0.258,-,-,37.004"
"'[14:31:40.604]',0.415,0.690,0.705,-0.263,-,-,37.004"
"'[14:31:40.612]',0.430,0.680,0.700,-0.267,-,-,37.004"
"'[14:31:40.620]',0.450,0.670,0.695,-0.271,-,-,37.004"
"'[14:31:40.628]',0.470,0.655,0.695,-0.275,-,-,37.004"
"'[14:31:40.636]',0.490,0.640,0.695,-0.278,-,-,37.004"
"'[14:31:40.644]',0.515,0.625,0.695,-0.281,-,-,37.004"
"'[14:31:40.652]',0.535,0.605,0.695,-0.284,-,-,37.004"
"'[14:31:40.660]',0.560,0.590,0.695,-0.287,-,-,37.004"
"'[14:31:40.668]',0.585,0.575,0.700,-0.288,-,-,37.004"
"'[14:31:40.676]',0.600,0.565,0.700,-0.290,-,-,37.004"
"'[14:31:40.684]',0.610,0.560,0.695,-0.291,-,-,37.004"
"'[14:31:40.692]',0.610,0.560,0.685,-0.293,-,-,37.004"
"'[14:31:40.700]',0.595,0.565,0.675,-0.293,-,-,37.004"
"'[14:31:40.708]',0.570,0.580,0.660,-0.294,-,-,37.004"
"'[14:31:40.716]',0.530,0.605,0.645,-0.296,-,-,37.004"
"'[14:31:40.724]',0.490,0.640,0.640,-0.298,-,-,37.004"
"'[14:31:40.732]',0.435,0.670,0.640,-0.301,-,-,37.004"
"'[14:31:40.740]',0.385,0.695,0.635,-0.304,-,-,37.004"
"'[14:31:40.748]',0.340,0.725,0.630,-0.308,-,-,37.004"
"'[14:31:40.756]',0.310,0.750,0.615,-0.312,-,-,37.004"
"'[14:31:40.764]',0.285,0.770,0.605,-0.316,1.705,-,37.004"
"'[14:31:40.772]',0.270,0.780,0.595,-0.321,1.705,-,37.004"
"'[14:31:40.780]',0.260,0.785,0.585,-0.327,1.705,-,37.004"
"'[14:31:40.788]',0.255,0.795,0.585,-0.332,1.705,-,37.004"
"'[14:31:40.796]',0.245,0.800,0.580,-0.339,1.705,-,37.004"
"'[14:31:40.804]',0.245,0.800,0.575,-0.345,1.706,-,37.004"
"'[14:31:40.812]',0.250,0.800,0.565,-0.352,1.707,-,37.004"
"'[14:31:40.820]',0.255,0.795,0.560,-0.359,1.707,-,37.004"
"'[14:31:40.828]',0.260,0.795,0.560,-0.366,1.706,-,37.004"
"'[14:31:40.836]',0.270,0.790,0.560,-0.373,1.705,-,37.004"
"'[14:31:40.844]',0.270,0.790,0.560,-0.379,1.704,-,37.004"
"'[14:31:40.852]',0.270,0.790,0.560,-0.384,1.703,-,37.004"
"'[14:31:40.860]',0.275,0.785,0.555,-0.389,1.703,-,37.004"
"'[14:31:40.868]',0.275,0.785,0.550,-0.394,1.706,-,37.004"
"'[14:31:40.876]',0.280,0.785,0.550,-0.398,1.713,-,37.004"
"'[14:31:40.884]',0.280,0.785,0.545,-0.403,1.725,-,37.004"
"'[14:31:40.892]',0.280,0.780,0.540,-0.407,1.745,-,37.004"
"'[14:31:40.900]',0.280,0.780,0.535,-0.411,1.773,-,37.004"
"'[14:31:40.908]',0.280,0.780,0.535,-0.414,1.804,-,37.004"
"'[14:31:40.916]',0.280,0.785,0.535,-0.416,1.836,-,37.004"
"'[14:31:40.924]',0.275,0.785,0.530,-0.418,1.877,-,37.004"
"'[14:31:40.932]',0.275,0.785,0.525,-0.419,1.924,-,37.004"
"'[14:31:40.940]',0.275,0.785,0.520,-0.420,1.972,-,37.004"
"'[14:31:40.948]',0.275,0.790,0.520,-0.421,2.018,-,37.004"
"'[14:31:40.956]',0.275,0.790,0.515,-0.421,2.061,-,37.004"
"'[14:31:40.964]',0.275,0.785,0.515,-0.421,2.099,-,37.004"
"'[14:31:40.972]',0.270,0.785,0.515,-0.421,2.132,-,37.004"
"'[14:31:40.980]',0.270,0.790,0.520,-0.419,2.159,-,37.004"
"'[14:31:40.988]',0.270,0.785,0.520,-0.417,2.182,-,37.004"
"'[14:31:40.996]',0.270,0.785,0.520,-0.415,2.200,-,37.004"
"'[14:31:41.004]',0.270,0.785,0.520,-0.412,2.213,-,37.004"
"'[14:31:41.012]',0.270,0.790,0.520,-0.409,2.221,-,37.004"
"'[14:31:41.020]',0.270,0.795,0.525,-0.406,2.229,-,37.004"
"'[14:31:41.028]',0.270,0.790,0.530,-0.402,2.236,-,37.004"
"'[14:31:41.036]',0.270,0.785,0.530,-0.398,2.241,-,37.004"
"'[14:31:41.044]',0.275,0.785,0.530,-0.394,2.245,-,37.004"
"'[14:31:41.052]',0.275,0.785,0.530,-0.388,2.248,-,37.004"
"'[14:31:41.060]',0.275,0.785,0.530,-0.383,2.249,-,37.004"
"'[14:31:41.068]',0.280,0.785,0.530,-0.378,2.249,-,37.004"
"'[14:31:41.076]',0.280,0.790,0.520,-0.372,2.247,-,37.004"
"'[14:31:41.084]',0.280,0.785,0.515,-0.368,2.244,-,37.004"
"'[14:31:41.092]',0.280,0.785,0.515,-0.363,2.239,-,37.004"
"'[14:31:41.100]',0.285,0.785,0.510,-0.359,2.239,-,37.004"
"'[14:31:41.108]',0.290,0.785,0.500,-0.354,2.240,-,37.004"
"'[14:31:41.116]',0.295,0.780,0.490,-0.351,2.236,-,37.004"
"'[14:31:41.124]',0.300,0.780,0.480,-0.346,2.228,-,37.004"
"'[14:31:41.132]',0.300,0.780,0.475,-0.345,2.216,-,37.004"
"'[14:31:41.140]',0.300,0.780,0.470,-0.342,2.202,-,37.004"
"'[14:31:41.148]',0.300,0.780,0.465,-0.342,2.187,-,37.004"
"'[14:31:41.156]',0.295,0.785,0.455,-0.340,2.169,-,37.004"
"'[14:31:41.164]',0.300,0.785,0.445,-0.341,2.150,-,37.004"
"'[14:31:41.172]',0.300,0.780,0.440,-0.341,2.128,-,37.004"
"'[14:31:41.180]',0.305,0.775,0.435,-0.342,2.107,-,37.004"
"'[14:31:41.188]',0.305,0.775,0.430,-0.343,2.084,-,37.004"
"'[14:31:41.196]',0.305,0.775,0.430,-0.346,2.063,-,37.004"
"'[14:31:41.204]',0.310,0.775,0.425,-0.348,2.043,-,37.004"
"'[14:31:41.212]',0.310,0.770,0.420,-0.352,2.025,-,37.004"
"'[14:31:41.220]',0.315,0.765,0.420,-0.356,2.008,-,37.004"
"'[14:31:41.228]',0.320,0.760,0.420,-0.360,1.991,-,37.004"
"'[14:31:41.236]',0.330,0.755,0.420,-0.363,1.976,-,37.004"
"'[14:31:41.244]',0.345,0.740,0.410,-0.367,1.961,-,37.004"
"'[14:31:41.252]',0.370,0.730,0.400,-0.370,1.948,-,37.004"
"'[14:31:41.260]',0.395,0.710,0.395,-0.373,1.936,-,37.004"
"'[14:31:41.268]',0.410,0.695,0.385,-0.376,1.926,-,37.004"
"'[14:31:41.276]',0.415,0.685,0.360,-0.379,1.916,-,37.004"
"'[14:31:41.284]',0.410,0.680,0.340,-0.382,1.907,-,37.004"
"'[14:31:41.292]',0.395,0.690,0.335,-0.384,1.899,-,37.004"
"'[14:31:41.300]',0.375,0.705,0.345,-0.385,1.891,-,37.004"
"'[14:31:41.308]',0.355,0.715,0.345,-0.385,1.885,-,37.004"
"'[14:31:41.316]',0.345,0.720,0.345,-0.385,1.879,-,37.004"
"'[14:31:41.324]',0.325,0.740,0.355,-0.384,1.873,-,37.004"
"'[14:31:41.332]',0.315,0.760,0.365,-0.383,1.867,-,37.004"
"'[14:31:41.340]',0.310,0.765,0.375,-0.381,1.861,-,37.004"
"'[14:31:41.348]',0.305,0.765,0.380,-0.378,1.854,-,37.004"
"'[14:31:41.356]',0.305,0.765,0.385,-0.374,1.848,-,37.004"
"'[14:31:41.364]',0.305,0.770,0.390,-0.369,1.843,-,37.004"
"'[14:31:41.372]',0.310,0.765,0.400,-0.365,1.837,-,37.004"
"'[14:31:41.380]',0.310,0.765,0.405,-0.360,1.831,-,37.004"
"'[14:31:41.388]',0.310,0.765,0.425,-0.355,1.825,-,37.004"
"'[14:31:41.396]',0.320,0.760,0.460,-0.351,1.819,-,37.004"
"'[14:31:41.404]',0.385,0.710,0.470,-0.346,1.814,-,37.004"
"'[14:31:41.412]',0.565,0.545,0.325,-0.342,1.810,-,37.004"
"'[14:31:41.420]',0.900,0.290,-0.021,-0.338,1.805,-,37.004"
"'[14:31:41.428]',1.061,0.185,-0.305,-0.334,1.801,-,37.004"
"'[14:31:41.436]',0.840,0.350,-0.326,-0.330,1.796,-,37.004"
"'[14:31:41.444]',0.550,0.585,-0.015,-0.327,1.790,-,37.004"
"'[14:31:41.452]',0.400,0.710,0.245,-0.324,1.785,-,37.004"
"'[14:31:41.460]',0.345,0.750,0.400,-0.321,1.781,-,37.004"
"'[14:31:41.468]',0.315,0.765,0.470,-0.320,1.776,-,37.004"
"'[14:31:41.476]',0.310,0.775,0.495,-0.318,1.772,-,37.004"
"'[14:31:41.484]',0.305,0.775,0.515,-0.318,1.768,-,37.004"
"'[14:31:41.492]',0.300,0.775,0.520,-0.317,1.764,-,37.004"
"'[14:31:41.500]',0.305,0.770,0.525,-0.317,1.761,-,37.004"
"'[14:31:41.508]',0.310,0.765,0.530,-0.317,1.758,-,37.004"
"'[14:31:41.516]',0.315,0.760,0.535,-0.318,1.755,-,37.004"
"'[14:31:41.524]',0.320,0.760,0.535,-0.318,1.752,-,37.004"
"'[14:31:41.532]',0.320,0.755,0.535,-0.320,1.749,-,37.004"
"'[14:31:41.540]',0.320,0.755,0.540,-0.321,1.745,-,37.004"
"'[14:31:41.548]',0.325,0.750,0.550,-0.323,1.742,-,37.004"
"'[14:31:41.556]',0.330,0.750,0.550,-0.324,1.738,-,37.004"
"'[14:31:41.564]',0.330,0.745,0.555,-0.326,1.735,-,37.004"
"'[14:31:41.572]',0.335,0.740,0.560,-0.327,1.732,-,37.004"
"'[14:31:41.580]',0.340,0.740,0.565,-0.327,1.729,-,37.004"
"'[14:31:41.588]',0.345,0.735,0.565,-0.327,1.726,-,37.004"
"'[14:31:41.596]',0.350,0.730,0.570,-0.327,1.723,-,37.004"
"'[14:31:41.604]',0.355,0.730,0.570,-0.326,1.721,-,37.004"
"'[14:31:41.612]',0.360,0.720,0.570,-0.324,1.720,-,37.004"
"'[14:31:41.620]',0.365,0.715,0.570,-0.322,1.718,-,37.004"
"'[14:31:41.628]',0.375,0.710,0.570,-0.319,1.717,-,37.004"
"'[14:31:41.636]',0.385,0.700,0.565,-0.315,1.715,-,37.004"
"'[14:31:41.644]',0.395,0.695,0.570,-0.311,1.713,-,37.004"
"'[14:31:41.652]',0.410,0.685,0.570,-0.306,1.711,-,37.004"
"'[14:31:41.660]',0.425,0.675,0.575,-0.301,1.709,-,37.004"
"'[14:31:41.668]',0.440,0.665,0.575,-0.296,1.707,-,37.004"
"'[14:31:41.676]',0.460,0.650,0.575,-0.289,1.706,-,37.004"
"'[14:31:41.684]',0.485,0.630,0.580,-0.281,1.704,-,37.004"
"'[14:31:41.692]',0.505,0.615,0.600,-0.272,1.703,-,37.004"
"'[14:31:41.700]',0.530,0.595,0.625,-0.263,1.702,-,37.004"
"'[14:31:41.708]',0.545,0.580,0.650,-0.256,1.701,-,37.004"
"'[14:31:41.716]',0.560,0.565,0.675,-0.248,1.701,-,37.004"
"'[14:31:41.724]',0.575,0.555,0.705,-0.240,1.701,-,37.004"
"'[14:31:41.732]',0.585,0.545,0.730,-0.233,1.700,-,37.004"
"'[14:31:41.740]',0.585,0.545,0.740,-0.225,1.698,-,37.004"
"'[14:31:41.748]',0.575,0.555,0.750,-0.217,1.697,-,37.004"
"'[14:31:41.756]',0.555,0.570,0.750,-0.210,1.696,-,37.004"
"'[14:31:41.764]',0.530,0.575,0.770,-0.202,1.695,-,37.004"
"'[14:31:41.772]',0.485,0.585,0.810,-0.195,1.694,-,37.004"
"'[14:31:41.780]',0.415,0.630,0.845,-0.188,1.693,-,37.004"
"'[14:31:41.788]',0.345,0.685,0.865,-0.183,1.693,-,37.004"
"'[14:31:41.796]',0.305,0.725,0.870,-0.177,1.693,-,-2.999"
"'[14:31:41.804]',0.270,0.745,0.870,-0.173,1.693,-,3.624"
"'[14:31:41.812]',0.245,0.760,0.880,-0.169,1.694,-,37.004"
"'[14:31:41.820]',0.225,0.775,0.891,-0.167,1.694,-,37.004"
"'[14:31:41.828]',0.215,0.780,0.905,-0.165,1.693,-,37.004"
"'[14:31:41.836]',0.205,0.785,0.915,-0.164,1.692,-,37.004"
"'[14:31:41.844]',0.200,0.795,0.920,-0.163,1.691,-,37.004"
"'[14:31:41.852]',0.200,0.800,0.920,-0.163,1.690,-,37.004"
"'[14:31:41.860]',0.200,0.800,0.910,-0.163,1.689,-,37.004"
"'[14:31:41.868]',0.200,0.810,0.900,-0.163,1.688,-,37.004"
"'[14:31:41.876]',0.210,0.810,0.875,-0.163,1.686,-,37.004"
"'[14:31:41.884]',0.215,0.810,0.850,-0.163,1.684,-,37.004"
"'[14:31:41.892]',0.230,0.810,0.825,-0.163,1.681,-,37.004"
"'[14:31:41.900]',0.245,0.810,0.795,-0.163,1.679,-,37.004"
"'[14:31:41.908]',0.255,0.805,0.765,-0.162,1.678,-,37.004"
"'[14:31:41.916]',0.270,0.800,0.725,-0.161,1.679,-,37.004"
"'[14:31:41.924]',0.275,0.800,0.690,-0.160,1.683,-,37.004"
"'[14:31:41.932]',0.280,0.795,0.665,-0.159,1.692,-,37.004"
"'[14:31:41.940]',0.290,0.795,0.625,-0.157,1.709,-,37.004"
"'[14:31:41.948]',0.295,0.795,0.590,-0.154,1.734,-,37.004"
"'[14:31:41.956]',0.300,0.795,0.555,-0.152,1.768,-,37.004"
"'[14:31:41.964]',0.300,0.785,0.540,-0.150,1.811,-,37.004"
"'[14:31:41.972]',0.305,0.775,0.535,-0.147,1.860,-,37.004"
"'[14:31:41.980]',0.305,0.770,0.545,-0.145,1.913,-,37.004"
"'[14:31:41.988]',0.295,0.765,0.560,-0.143,1.967,-,37.004"
"'[14:31:41.996]',0.285,0.770,0.580,-0.140,2.019,-,37.004"
"'[14:31:42.004]',0.275,0.770,0.600,-0.136,2.062,-,37.004"
"'[14:31:42.012]',0.265,0.770,0.620,-0.132,2.097,-,37.004"
"'[14:31:42.020]',0.260,0.775,0.645,-0.128,2.131,-,37.004"
"'[14:31:42.028]',0.255,0.780,0.660,-0.124,2.161,-,37.004"
"'[14:31:42.036]',0.250,0.785,0.670,-0.120,2.188,-,37.004"
"'[14:31:42.044]',0.250,0.780,0.680,-0.115,2.209,-,37.004"
"'[14:31:42.052]',0.255,0.780,0.690,-0.111,2.227,-,37.004"
"'[14:31:42.060]',0.255,0.780,0.700,-0.105,2.240,-,37.004"
"'[14:31:42.068]',0.255,0.780,0.705,-0.099,2.251,-,37.004"
"'[14:31:42.076]',0.255,0.785,0.705,-0.093,2.260,-,37.004"
"'[14:31:42.084]',0.250,0.790,0.690,-0.087,2.267,-,37.004"
"'[14:31:42.092]',0.255,0.795,0.670,-0.080,2.272,-,37.004"
"'[14:31:42.100]',0.260,0.795,0.655,-0.072,2.275,-,37.004"
"'[14:31:42.108]',0.260,0.795,0.625,-0.065,2.275,-,37.004"
"'[14:31:42.116]',0.270,0.795,0.600,-0.057,2.273,-,37.004"
"'[14:31:42.124]',0.275,0.795,0.580,-0.050,2.271,-,37.004"
"'[14:31:42.132]',0.275,0.795,0.560,-0.044,2.268,-,37.004"
"'[14:31:42.140]',0.280,0.790,0.550,-0.038,2.264,-,37.004"
"'[14:31:42.148]',0.290,0.785,0.550,-0.031,2.258,-,37.004"
"'[14:31:42.156]',0.285,0.780,0.550,-0.023,2.251,-,37.004"
"'[14:31:42.164]',0.280,0.775,0.560,-0.015,2.242,-,37.004"
"'[14:31:42.172]',0.275,0.770,0.575,-0.006,2.232,-,37.004"
"'[14:31:42.180]',0.275,0.770,0.600,0.003,2.219,-,37.004"
"'[14:31:42.188]',0.275,0.765,0.620,0.011,2.204,-,37.004"
"'[14:31:42.196]',0.270,0.765,0.640,0.019,2.187,-,37.004"
"'[14:31:42.204]',0.270,0.765,0.660,0.026,2.169,-,37.004"
"'[14:31:42.212]',0.275,0.760,0.675,0.032,2.152,-,37.004"
"'[14:31:42.220]',0.280,0.755,0.690,0.039,2.132,-,37.004"
"'[14:31:42.228]',0.295,0.745,0.705,0.046,2.110,-,37.004"
"'[14:31:42.236]',0.320,0.730,0.720,0.053,2.089,-,37.004"
"'[14:31:42.244]',0.340,0.725,0.725,0.060,2.067,-,37.004"
"'[14:31:42.252]',0.345,0.720,0.700,0.067,2.047,-,37.004"
"'[14:31:42.260]',0.355,0.710,0.655,0.074,2.027,-,37.004"
"'[14:31:42.268]',0.355,0.710,0.620,0.080,2.009,-,37.004"
"'[14:31:42.276]',0.340,0.715,0.620,0.086,1.992,-,37.004"
"'[14:31:42.284]',0.325,0.730,0.620,0.090,1.978,-,37.004"
"'[14:31:42.292]',0.315,0.740,0.615,0.096,1.964,-,37.004"
"'[14:31:42.300]',0.300,0.750,0.610,0.099,1.951,-,37.004"
"'[14:31:42.308]',0.290,0.770,0.610,0.104,1.940,-,37.004"
"'[14:31:42.316]',0.280,0.785,0.610,0.107,1.932,-,37.004"
"'[14:31:42.324]',0.280,0.785,0.605,0.111,1.923,-,37.004"
"'[14:31:42.332]',0.285,0.785,0.600,0.114,1.914,-,37.004"
"'[14:31:42.340]',0.290,0.780,0.595,0.117,1.905,-,37.004"
"'[14:31:42.348]',0.300,0.775,0.590,0.119,1.896,-,37.004"
"'[14:31:42.356]',0.305,0.770,0.585,0.122,1.889,-,37.004"
"'[14:31:42.364]',0.310,0.770,0.580,0.124,1.880,-,37.004"
"'[14:31:42.372]',0.300,0.775,0.590,0.127,1.872,-,37.004"
"'[14:31:42.380]',0.305,0.770,0.610,0.130,1.866,-,37.004"
"'[14:31:42.388]',0.375,0.710,0.615,0.134,1.860,-,37.004"
"'[14:31:42.396]',0.625,0.525,0.460,0.138,1.854,-,37.004"
"'[14:31:42.404]',1.015,0.270,0.165,0.142,1.849,-,37.004"
"'[14:31:42.412]',1.126,0.210,-0.045,0.147,1.845,-,37.004"
"'[14:31:42.420]',0.815,0.445,0.004,0.151,1.840,-,37.004"
"'[14:31:42.428]',0.510,0.655,0.190,0.156,1.835,-,37.004"
"'[14:31:42.436]',0.390,0.735,0.365,0.161,1.830,-,37.004"
"'[14:31:42.444]',0.355,0.755,0.470,0.164,1.825,-,37.004"
"'[14:31:42.452]',0.340,0.760,0.500,0.168,1.819,-,37.004"
"'[14:31:42.460]',0.335,0.765,0.505,0.170,1.814,-,37.004"
"'[14:31:42.468]',0.335,0.770,0.495,0.173,1.808,-,37.004"
"'[14:31:42.476]',0.335,0.770,0.485,0.175,1.804,-,37.004"
"'[14:31:42.484]',0.340,0.765,0.475,0.178,1.799,-,37.004"
"'[14:31:42.492]',0.340,0.760,0.470,0.180,1.794,-,37.004"
"'[14:31:42.500]',0.345,0.755,0.470,0.182,1.789,-,37.004"
"'[14:31:42.508]',0.355,0.745,0.470,0.184,1.785,-,37.004"
"'[14:31:42.516]',0.360,0.740,0.485,0.187,1.782,-,37.004"
"'[14:31:42.524]',0.360,0.735,0.495,0.188,1.778,-,37.004"
"'[14:31:42.532]',0.360,0.730,0.510,0.190,1.774,-,37.004"
"'[14:31:42.540]',0.360,0.725,0.535,0.190,1.770,-,37.004"
"'[14:31:42.548]',0.360,0.720,0.560,0.191,1.766,-,37.004"
"'[14:31:42.556]',0.360,0.715,0.590,0.190,1.762,-,37.004"
"'[14:31:42.564]',0.355,0.715,0.620,0.190,1.759,-,37.004"
"'[14:31:42.572]',0.355,0.710,0.645,0.189,1.756,-,37.004"
"'[14:31:42.580]',0.355,0.710,0.680,0.188,1.753,-,37.004"
"'[14:31:42.588]',0.355,0.700,0.710,0.187,1.749,-,37.004"
"'[14:31:42.596]',0.355,0.700,0.735,0.185,1.746,-,37.004"
"'[14:31:42.604]',0.355,0.695,0.765,0.182,1.744,-,37.004"
"'[14:31:42.612]',0.360,0.695,0.795,0.180,1.742,-,37.004"
"'[14:31:42.620]',0.365,0.685,0.830,0.176,1.740,-,37.004"
"'[14:31:42.628]',0.375,0.675,0.855,0.173,1.738,-,37.004"
"'[14:31:42.636]',0.380,0.670,0.885,0.169,1.736,-,37.004"
"'[14:31:42.644]',0.390,0.665,0.920,0.166,1.733,-,37.004"
"'[14:31:42.652]',0.400,0.650,0.956,0.161,1.731,-,37.004"
"'[14:31:42.660]',0.415,0.635,0.990,0.157,1.729,-,37.004"
"'[14:31:42.668]',0.425,0.630,1.015,0.152,1.727,-,37.004"
"'[14:31:42.676]',0.450,0.620,1.030,0.147,1.725,-,37.004"
"'[14:31:42.684]',0.480,0.610,1.045,0.142,1.723,-,37.004"
"'[14:31:42.692]',0.495,0.600,1.050,0.137,1.722,-,37.004"
"'[14:31:42.700]',0.515,0.590,1.055,0.131,1.721,-,37.004"
"'[14:31:42.708]',0.535,0.580,1.050,0.126,1.721,-,37.004"
"'[14:31:42.716]',0.545,0.575,1.041,0.120,1.720,-,37.004"
"'[14:31:42.724]',0.550,0.565,1.041,0.114,1.720,-,37.004"
"'[14:31:42.732]',0.540,0.560,1.081,0.107,1.720,-,37.004"
"'[14:31:42.740]',0.505,0.575,1.120,0.100,1.719,-,37.004"
"'[14:31:42.748]',0.460,0.610,1.135,0.093,1.719,-,37.004"
"'[14:31:42.756]',0.410,0.650,1.140,0.087,1.718,-,37.004"
"'[14:31:42.764]',0.370,0.690,1.135,0.080,1.718,-,37.004"
"'[14:31:42.772]',0.330,0.725,1.120,0.073,1.718,-,37.004"
"'[14:31:42.780]',0.295,0.750,1.101,0.066,1.718,-,37.004"
"'[14:31:42.788]',0.270,0.775,1.081,0.059,1.718,-,37.004"
"'[14:31:42.796]',0.255,0.785,1.055,0.053,1.718,-,37.004"
"'[14:31:42.804]',0.245,0.795,1.030,0.046,1.719,-,37.004"
"'[14:31:42.812]',0.245,0.805,1.000,0.039,1.720,-,37.004"
"'[14:31:42.820]',0.245,0.805,0.965,0.032,1.721,-,37.004"
"'[14:31:42.828]',0.250,0.800,0.940,0.026,1.721,-,37.004"
"'[14:31:42.836]',0.255,0.795,0.920,0.020,1.721,-,37.004"
"'[14:31:42.844]',0.260,0.795,0.900,0.015,1.720,-,37.004"
"'[14:31:42.852]',0.260,0.790,0.880,0.010,1.719,-,37.004"
"'[14:31:42.860]',0.265,0.795,0.860,0.005,1.718,-,37.004"
"'[14:31:42.868]',0.270,0.790,0.840,-0.001,1.717,-,37.004"
"'[14:31:42.876]',0.275,0.785,0.815,-0.006,1.715,-,37.004"
"'[14:31:42.884]',0.280,0.785,0.795,-0.011,1.713,-,37.004"
"'[14:31:42.892]',0.290,0.785,0.770,-0.017,1.712,-,37.004"
"'[14:31:42.900]',0.290,0.785,0.750,-0.022,1.712,-,37.004"
"'[14:31:42.908]',0.295,0.780,0.730,-0.027,1.715,-,37.004"
"'[14:31:42.916]',0.295,0.780,0.710,-0.032,1.720,-,37.004"
"'[14:31:42.924]',0.300,0.780,0.695,-0.038,1.732,-,37.004"
"'[14:31:42.932]',0.300,0.780,0.675,-0.043,1.751,-,37.004"
"'[14:31:42.940]',0.300,0.775,0.660,-0.049,1.777,-,37.004"
"'[14:31:42.948]',0.300,0.775,0.645,-0.054,1.811,-,37.004"
"'[14:31:42.956]',0.305,0.775,0.630,-0.062,1.851,-,37.004"
"'[14:31:42.964]',0.300,0.775,0.625,-0.068,1.895,-,37.004"
"'[14:31:42.972]',0.300,0.775,0.620,-0.077,1.942,-,37.004"
"'[14:31:42.980]',0.295,0.775,0.620,-0.085,1.989,-,37.004"
"'[14:31:42.988]',0.290,0.780,0.615,-0.093,2.033,-,37.004"
"'[14:31:42.996]',0.290,0.780,0.610,-0.101,2.072,-,37.004"
"'[14:31:43.004]',0.285,0.780,0.605,-0.108,2.103,-,37.004"
"'[14:31:43.012]',0.285,0.780,0.605,-0.116,2.125,-,37.004"
"'[14:31:43.020]',0.280,0.780,0.600,-0.125,2.147,-,37.004"
"'[14:31:43.028]',0.285,0.780,0.600,-0.133,2.164,-,37.004"
"'[14:31:43.036]',0.285,0.775,0.600,-0.142,2.179,-,37.004"
"'[14:31:43.044]',0.290,0.775,0.600,-0.151,2.191,-,37.004"
"'[14:31:43.052]',0.290,0.775,0.605,-0.160,2.199,-,37.004"
"'[14:31:43.060]',0.290,0.775,0.605,-0.168,2.205,-,37.004"
"'[14:31:43.068]',0.285,0.775,0.605,-0.175,2.209,-,37.004"
"'[14:31:43.076]',0.285,0.775,0.605,-0.182,2.212,-,37.004"
"'[14:31:43.084]',0.285,0.775,0.605,-0.188,2.213,-,37.004"
"'[14:31:43.092]',0.285,0.775,0.610,-0.193,2.212,-,37.004"
"'[14:31:43.100]',0.285,0.765,0.615,-0.197,2.209,-,37.004"
"'[14:31:43.108]',0.285,0.765,0.620,-0.200,2.205,-,37.004"
