"'Time','ABP','PLETH','II'"
"'[17:25:03.704]',0.000,0.502,0.273"
"'[17:25:03.712]',0.000,0.502,0.250"
"'[17:25:03.720]',0.000,0.502,0.242"
"'[17:25:03.728]',0.000,0.502,0.258"
"'[17:25:03.736]',0.000,0.502,0.266"
"'[17:25:03.744]',0.000,0.502,0.242"
"'[17:25:03.752]',0.000,0.502,0.211"
"'[17:25:03.760]',0.000,0.502,0.188"
"'[17:25:03.768]',0.000,0.502,0.156"
"'[17:25:03.776]',0.000,0.502,0.133"
"'[17:25:03.784]',0.000,0.502,0.078"
"'[17:25:03.792]',0.000,0.502,0.016"
"'[17:25:03.800]',0.000,0.502,-0.023"
"'[17:25:03.808]',0.000,0.502,-0.047"
"'[17:25:03.816]',0.000,0.502,-0.055"
"'[17:25:03.824]',0.000,0.502,-0.055"
"'[17:25:03.832]',0.000,0.502,-0.055"
"'[17:25:03.840]',0.000,0.502,-0.055"
"'[17:25:03.848]',0.000,0.502,-0.062"
"'[17:25:03.856]',0.000,0.502,-0.062"
"'[17:25:03.864]',0.000,0.502,-0.039"
"'[17:25:03.872]',0.000,0.502,-0.023"
"'[17:25:03.880]',0.000,0.502,-0.016"
"'[17:25:03.888]',0.000,0.502,-0.039"
"'[17:25:03.896]',0.000,0.502,-0.023"
"'[17:25:03.904]',0.000,0.502,0.000"
"'[17:25:03.912]',0.000,0.502,0.016"
"'[17:25:03.920]',0.000,0.502,0.023"
"'[17:25:03.928]',0.000,0.502,0.023"
"'[17:25:03.936]',0.000,0.502,0.031"
"'[17:25:03.944]',0.000,0.502,0.016"
"'[17:25:03.952]',0.000,0.502,-0.008"
"'[17:25:03.960]',0.000,0.502,-0.031"
"'[17:25:03.968]',0.000,0.502,-0.062"
"'[17:25:03.976]',0.000,0.502,-0.094"
"'[17:25:03.984]',0.000,0.502,-0.109"
"'[17:25:03.992]',0.000,0.502,-0.109"
"'[17:25:04.000]',0.000,0.502,-0.109"
"'[17:25:04.008]',0.000,0.502,-0.086"
"'[17:25:04.016]',0.000,0.502,-0.039"
"'[17:25:04.024]',0.000,0.502,0.031"
"'[17:25:04.032]',0.000,0.502,0.102"
"'[17:25:04.040]',0.000,0.502,0.211"
"'[17:25:04.048]',0.000,0.502,0.312"
"'[17:25:04.056]',0.000,0.502,0.422"
"'[17:25:04.064]',0.000,0.502,0.539"
"'[17:25:04.072]',0.000,0.502,0.641"
"'[17:25:04.080]',0.000,0.502,0.656"
"'[17:25:04.088]',0.000,0.502,0.523"
"'[17:25:04.096]',0.000,0.502,0.484"
"'[17:25:04.104]',0.000,0.502,0.547"
"'[17:25:04.112]',0.000,0.502,0.625"
"'[17:25:04.120]',0.000,0.502,0.633"
"'[17:25:04.128]',0.000,0.502,0.602"
"'[17:25:04.136]',0.000,0.502,0.594"
"'[17:25:04.144]',0.000,0.502,0.625"
"'[17:25:04.152]',0.000,0.502,0.688"
"'[17:25:04.160]',0.000,0.502,0.742"
"'[17:25:04.168]',0.000,0.502,0.781"
"'[17:25:04.176]',0.000,0.502,0.797"
"'[17:25:04.184]',0.000,0.502,0.820"
"'[17:25:04.192]',0.000,0.502,0.867"
"'[17:25:04.200]',0.000,0.502,0.906"
"'[17:25:04.208]',0.000,0.502,0.930"
"'[17:25:04.216]',0.000,0.502,0.945"
"'[17:25:04.224]',0.000,0.502,0.953"
"'[17:25:04.232]',0.000,0.502,0.992"
"'[17:25:04.240]',0.000,0.502,1.047"
"'[17:25:04.248]',0.000,0.502,1.086"
"'[17:25:04.256]',0.000,0.502,1.117"
"'[17:25:04.264]',0.000,0.502,1.141"
"'[17:25:04.272]',0.000,0.502,1.141"
"'[17:25:04.280]',0.000,0.502,1.047"
"'[17:25:04.288]',0.000,0.502,0.906"
"'[17:25:04.296]',0.000,0.502,0.781"
"'[17:25:04.304]',0.000,0.502,0.672"
"'[17:25:04.312]',0.000,0.502,0.586"
"'[17:25:04.320]',0.000,0.502,0.547"
"'[17:25:04.328]',0.000,0.502,0.516"
"'[17:25:04.336]',0.000,0.502,0.500"
"'[17:25:04.344]',0.000,0.502,0.500"
"'[17:25:04.352]',0.000,0.502,0.516"
"'[17:25:04.360]',0.000,0.502,0.539"
"'[17:25:04.368]',0.000,0.502,0.555"
"'[17:25:04.376]',0.000,0.502,0.609"
"'[17:25:04.384]',0.000,0.502,0.680"
"'[17:25:04.392]',0.000,0.502,0.734"
"'[17:25:04.400]',0.000,0.502,0.781"
"'[17:25:04.408]',0.000,0.502,0.797"
"'[17:25:04.416]',0.000,0.502,0.797"
"'[17:25:04.424]',0.000,0.502,0.828"
"'[17:25:04.432]',0.000,0.502,0.898"
"'[17:25:04.440]',0.000,0.502,0.945"
"'[17:25:04.448]',0.000,0.502,0.969"
"'[17:25:04.456]',0.000,0.502,0.945"
"'[17:25:04.464]',0.000,0.502,0.883"
"'[17:25:04.472]',0.000,0.502,0.805"
"'[17:25:04.480]',0.000,0.502,0.781"
"'[17:25:04.488]',0.000,0.502,0.805"
"'[17:25:04.496]',0.000,0.502,0.844"
"'[17:25:04.504]',0.000,0.502,0.867"
"'[17:25:04.512]',0.000,0.502,0.891"
"'[17:25:04.520]',0.000,0.502,0.914"
"'[17:25:04.528]',0.000,0.502,0.945"
"'[17:25:04.536]',0.000,0.502,1.008"
"'[17:25:04.544]',0.000,0.502,1.102"
"'[17:25:04.552]',0.000,0.502,1.141"
"'[17:25:04.560]',0.000,0.502,1.016"
"'[17:25:04.568]',0.000,0.502,0.867"
"'[17:25:04.576]',0.000,0.502,0.922"
"'[17:25:04.584]',0.000,0.502,1.023"
"'[17:25:04.592]',0.000,0.502,0.969"
"'[17:25:04.600]',0.000,0.502,0.836"
"'[17:25:04.608]',0.000,0.502,0.797"
"'[17:25:04.616]',0.000,0.502,0.938"
"'[17:25:04.624]',0.000,0.502,1.086"
"'[17:25:04.632]',0.000,0.502,1.117"
"'[17:25:04.640]',0.000,0.502,1.039"
"'[17:25:04.648]',0.000,0.502,0.945"
"'[17:25:04.656]',0.000,0.502,0.898"
"'[17:25:04.664]',0.000,0.502,0.891"
"'[17:25:04.672]',0.000,0.502,0.906"
"'[17:25:04.680]',0.000,0.502,0.969"
"'[17:25:04.688]',0.000,0.502,1.016"
"'[17:25:04.696]',0.000,0.502,0.945"
"'[17:25:04.704]',0.000,0.502,0.742"
"'[17:25:04.712]',0.000,0.502,0.609"
"'[17:25:04.720]',0.000,0.502,0.742"
"'[17:25:04.728]',0.000,0.502,0.906"
"'[17:25:04.736]',0.000,0.502,0.922"
"'[17:25:04.744]',0.000,0.502,0.781"
"'[17:25:04.752]',0.000,0.502,0.625"
"'[17:25:04.760]',0.000,0.502,0.500"
"'[17:25:04.768]',0.000,0.502,0.406"
"'[17:25:04.776]',0.000,0.502,0.336"
"'[17:25:04.784]',0.000,0.502,0.336"
"'[17:25:04.792]',0.000,0.502,0.477"
"'[17:25:04.800]',0.000,0.502,0.500"
"'[17:25:04.808]',0.000,0.502,0.492"
"'[17:25:04.816]',0.000,0.502,0.570"
"'[17:25:04.824]',0.000,0.502,0.586"
"'[17:25:04.832]',0.000,0.502,0.445"
"'[17:25:04.840]',0.000,0.502,0.281"
"'[17:25:04.848]',0.000,0.502,0.211"
"'[17:25:04.856]',0.000,0.502,0.070"
"'[17:25:04.864]',0.000,0.502,-0.023"
"'[17:25:04.872]',0.000,0.502,0.008"
"'[17:25:04.880]',0.000,0.502,-0.094"
"'[17:25:04.888]',0.000,0.502,-0.188"
"'[17:25:04.896]',0.000,0.502,-0.148"
"'[17:25:04.904]',0.000,0.502,-0.133"
"'[17:25:04.912]',0.000,0.502,-0.031"
"'[17:25:04.920]',0.000,0.502,0.086"
"'[17:25:04.928]',0.000,0.502,0.039"
"'[17:25:04.936]',0.000,0.502,-0.258"
"'[17:25:04.944]',0.000,0.502,-"
"'[17:25:04.952]',0.000,0.502,-0.461"
"'[17:25:04.960]',0.000,0.502,-0.375"
"'[17:25:04.968]',0.000,0.502,-0.422"
"'[17:25:04.976]',0.000,0.502,-0.375"
"'[17:25:04.984]',0.000,0.502,-0.375"
"'[17:25:04.992]',0.000,0.502,-"
"'[17:25:05.000]',0.000,0.502,-"
"'[17:25:05.008]',0.000,0.502,-"
"'[17:25:05.016]',0.000,0.502,-"
"'[17:25:05.024]',0.000,0.502,-0.469"
"'[17:25:05.032]',0.000,0.502,-"
"'[17:25:05.040]',0.000,0.502,-"
"'[17:25:05.048]',0.000,0.502,-"
"'[17:25:05.056]',0.000,0.502,-"
"'[17:25:05.064]',0.000,0.502,-"
"'[17:25:05.072]',0.000,0.502,-"
"'[17:25:05.080]',0.000,0.502,-"
"'[17:25:05.088]',0.000,0.502,-0.453"
"'[17:25:05.096]',0.000,0.502,-0.352"
"'[17:25:05.104]',0.000,0.502,-"
"'[17:25:05.112]',0.000,0.502,-"
"'[17:25:05.120]',0.000,0.502,-"
"'[17:25:05.128]',0.000,0.502,-"
"'[17:25:05.136]',0.000,0.502,-"
"'[17:25:05.144]',0.000,0.502,-"
"'[17:25:05.152]',0.000,0.502,-"
"'[17:25:05.160]',0.000,0.502,-"
"'[17:25:05.168]',0.000,0.502,-"
"'[17:25:05.176]',0.000,0.502,-0.398"
"'[17:25:05.184]',0.000,0.502,-0.375"
"'[17:25:05.192]',0.000,0.502,-"
"'[17:25:05.200]',0.000,0.502,-"
"'[17:25:05.208]',0.000,0.502,-"
"'[17:25:05.216]',0.000,0.502,-"
"'[17:25:05.224]',0.000,0.502,-"
"'[17:25:05.232]',0.000,0.502,-0.445"
"'[17:25:05.240]',0.000,0.502,-0.273"
"'[17:25:05.248]',0.000,0.502,-"
"'[17:25:05.256]',0.000,0.502,-"
"'[17:25:05.264]',0.000,0.502,-"
"'[17:25:05.272]',0.000,0.502,-"
"'[17:25:05.280]',0.000,0.502,-"
"'[17:25:05.288]',0.000,0.502,-0.289"
"'[17:25:05.296]',0.000,0.502,-0.164"
"'[17:25:05.304]',0.000,0.502,-0.109"
"'[17:25:05.312]',0.000,0.502,-0.055"
"'[17:25:05.320]',0.000,0.502,-0.094"
"'[17:25:05.328]',0.000,0.502,-0.164"
"'[17:25:05.336]',0.000,0.502,-0.203"
"'[17:25:05.344]',0.000,0.502,-0.133"
"'[17:25:05.352]',0.000,0.502,-0.109"
"'[17:25:05.360]',0.000,0.502,-0.188"
"'[17:25:05.368]',0.000,0.502,-0.227"
"'[17:25:05.376]',0.000,0.502,-0.406"
"'[17:25:05.384]',0.000,0.502,-0.484"
"'[17:25:05.392]',0.000,0.502,-0.312"
"'[17:25:05.400]',0.000,0.502,-0.234"
"'[17:25:05.408]',0.000,0.502,0.062"
"'[17:25:05.416]',0.000,0.502,0.320"
"'[17:25:05.424]',0.000,0.502,0.047"
"'[17:25:05.432]',0.000,0.502,-0.203"
"'[17:25:05.440]',0.000,0.502,0.031"
"'[17:25:05.448]',0.000,0.502,0.141"
"'[17:25:05.456]',0.000,0.502,0.016"
"'[17:25:05.464]',0.000,0.502,0.078"
"'[17:25:05.472]',0.000,0.502,0.086"
"'[17:25:05.480]',0.000,0.502,-0.273"
"'[17:25:05.488]',0.000,0.502,-0.148"
"'[17:25:05.496]',0.000,0.502,-0.008"
"'[17:25:05.504]',0.000,0.502,-0.297"
"'[17:25:05.512]',0.000,0.502,-0.453"
"'[17:25:05.520]',0.000,0.502,-0.250"
"'[17:25:05.528]',0.000,0.502,0.008"
"'[17:25:05.536]',0.000,0.502,0.281"
"'[17:25:05.544]',0.000,0.502,0.406"
"'[17:25:05.552]',0.000,0.502,0.359"
"'[17:25:05.560]',0.000,0.502,0.352"
"'[17:25:05.568]',0.000,0.502,0.367"
"'[17:25:05.576]',0.000,0.502,0.289"
"'[17:25:05.584]',0.000,0.502,0.516"
"'[17:25:05.592]',0.000,0.502,0.688"
"'[17:25:05.600]',0.000,0.502,0.430"
"'[17:25:05.608]',0.000,0.502,0.336"
"'[17:25:05.616]',0.000,0.502,0.516"
"'[17:25:05.624]',0.000,0.502,0.602"
"'[17:25:05.632]',0.000,0.502,0.617"
"'[17:25:05.640]',0.000,0.502,0.609"
"'[17:25:05.648]',0.000,0.502,0.797"
"'[17:25:05.656]',0.000,0.502,0.953"
"'[17:25:05.664]',0.000,0.502,0.961"
"'[17:25:05.672]',0.000,0.502,0.781"
"'[17:25:05.680]',0.000,0.502,0.766"
"'[17:25:05.688]',0.000,0.502,0.922"
"'[17:25:05.696]',0.000,0.502,0.711"
"'[17:25:05.704]',0.000,0.502,0.547"
"'[17:25:05.712]',0.000,0.502,0.719"
"'[17:25:05.720]',0.000,0.502,0.781"
"'[17:25:05.728]',0.000,0.502,0.656"
"'[17:25:05.736]',0.000,0.502,0.648"
"'[17:25:05.744]',0.000,0.502,0.703"
"'[17:25:05.752]',0.000,0.502,0.547"
"'[17:25:05.760]',0.000,0.502,0.477"
"'[17:25:05.768]',0.000,0.502,0.531"
"'[17:25:05.776]',0.000,0.502,0.570"
"'[17:25:05.784]',0.000,0.502,0.492"
"'[17:25:05.792]',0.000,0.502,0.477"
"'[17:25:05.800]',0.000,0.502,0.789"
"'[17:25:05.808]',0.000,0.502,0.844"
"'[17:25:05.816]',0.000,0.502,0.578"
"'[17:25:05.824]',0.000,0.502,0.531"
"'[17:25:05.832]',0.000,0.502,0.688"
"'[17:25:05.840]',0.000,0.502,0.594"
"'[17:25:05.848]',0.000,0.502,0.367"
"'[17:25:05.856]',0.000,0.502,0.211"
"'[17:25:05.864]',0.000,0.502,0.273"
"'[17:25:05.872]',0.000,0.502,0.461"
"'[17:25:05.880]',0.000,0.502,0.508"
"'[17:25:05.888]',0.000,0.502,0.328"
"'[17:25:05.896]',0.000,0.502,0.281"
"'[17:25:05.904]',0.000,0.502,0.516"
"'[17:25:05.912]',0.000,0.502,0.594"
"'[17:25:05.920]',0.000,0.502,0.578"
"'[17:25:05.928]',0.000,0.502,0.617"
"'[17:25:05.936]',0.000,0.502,0.523"
"'[17:25:05.944]',0.000,0.502,0.211"
"'[17:25:05.952]',0.000,0.502,0.141"
"'[17:25:05.960]',0.000,0.502,0.492"
"'[17:25:05.968]',0.000,0.502,0.602"
"'[17:25:05.976]',0.000,0.502,0.531"
"'[17:25:05.984]',0.000,0.502,0.352"
"'[17:25:05.992]',0.000,0.502,0.227"
"'[17:25:06.000]',0.000,0.502,0.266"
"'[17:25:06.008]',0.000,0.502,0.188"
"'[17:25:06.016]',0.000,0.502,0.055"
"'[17:25:06.024]',0.000,0.502,0.047"
"'[17:25:06.032]',0.000,0.502,0.086"
"'[17:25:06.040]',0.000,0.502,0.102"
"'[17:25:06.048]',0.000,0.502,0.047"
"'[17:25:06.056]',0.000,0.502,0.117"
"'[17:25:06.064]',0.000,0.502,0.172"
"'[17:25:06.072]',0.000,0.502,0.070"
"'[17:25:06.080]',0.000,0.502,0.047"
"'[17:25:06.088]',0.000,0.502,0.102"
"'[17:25:06.096]',0.000,0.502,-0.078"
"'[17:25:06.104]',0.000,0.502,-0.273"
"'[17:25:06.112]',0.000,0.502,-0.242"
"'[17:25:06.120]',0.000,0.502,-0.211"
"'[17:25:06.128]',0.000,0.502,-0.219"
"'[17:25:06.136]',0.000,0.502,-0.172"
"'[17:25:06.144]',0.000,0.502,-0.164"
"'[17:25:06.152]',0.000,0.502,-0.312"
"'[17:25:06.160]',0.000,0.502,-0.461"
"'[17:25:06.168]',0.000,0.502,-"
"'[17:25:06.176]',0.000,0.502,-"
"'[17:25:06.184]',0.000,0.502,-"
"'[17:25:06.192]',0.000,0.502,-"
"'[17:25:06.200]',0.000,0.502,-"
"'[17:25:06.208]',0.000,0.502,-"
"'[17:25:06.216]',0.000,0.502,-"
"'[17:25:06.224]',0.000,0.502,-"
"'[17:25:06.232]',0.000,0.502,-"
"'[17:25:06.240]',0.000,0.502,-"
"'[17:25:06.248]',0.000,0.502,-"
"'[17:25:06.256]',0.000,0.502,-"
"'[17:25:06.264]',0.000,0.502,-"
"'[17:25:06.272]',0.000,0.502,-"
"'[17:25:06.280]',0.000,0.502,-"
"'[17:25:06.288]',0.000,0.502,-"
"'[17:25:06.296]',0.000,0.502,-"
"'[17:25:06.304]',0.000,0.502,-"
"'[17:25:06.312]',0.000,0.502,-"
"'[17:25:06.320]',0.000,0.502,-"
"'[17:25:06.328]',0.000,0.502,-0.414"
"'[17:25:06.336]',0.000,0.502,-0.312"
"'[17:25:06.344]',0.000,0.502,-0.219"
"'[17:25:06.352]',0.000,0.502,-0.148"
"'[17:25:06.360]',0.000,0.502,-0.109"
"'[17:25:06.368]',0.000,0.502,-0.062"
"'[17:25:06.376]',0.000,0.502,-0.039"
"'[17:25:06.384]',0.000,0.502,-0.016"
"'[17:25:06.392]',0.000,0.502,0.016"
"'[17:25:06.400]',0.000,0.502,0.039"
"'[17:25:06.408]',0.000,0.502,0.047"
"'[17:25:06.416]',0.000,0.502,0.047"
"'[17:25:06.424]',0.000,0.502,0.086"
"'[17:25:06.432]',0.000,0.502,0.117"
"'[17:25:06.440]',0.000,0.502,0.102"
"'[17:25:06.448]',0.000,0.502,0.102"
"'[17:25:06.456]',0.000,0.502,0.109"
"'[17:25:06.464]',0.000,0.502,0.109"
"'[17:25:06.472]',0.000,0.502,0.156"
"'[17:25:06.480]',0.000,0.502,0.227"
"'[17:25:06.488]',0.000,0.502,0.273"
"'[17:25:06.496]',0.000,0.502,0.289"
"'[17:25:06.504]',0.000,0.502,0.305"
"'[17:25:06.512]',0.000,0.502,0.320"
"'[17:25:06.520]',0.000,0.502,0.320"
"'[17:25:06.528]',0.000,0.502,0.336"
"'[17:25:06.536]',0.000,0.502,0.398"
"'[17:25:06.544]',0.000,0.502,0.531"
"'[17:25:06.552]',0.000,0.502,0.656"
"'[17:25:06.560]',0.000,0.502,0.680"
"'[17:25:06.568]',0.000,0.502,0.562"
"'[17:25:06.576]',0.000,0.502,0.531"
"'[17:25:06.584]',0.000,0.502,0.602"
"'[17:25:06.592]',0.000,0.502,0.734"
"'[17:25:06.600]',0.000,0.502,0.844"
"'[17:25:06.608]',0.000,0.502,0.922"
"'[17:25:06.616]',0.000,0.502,0.977"
"'[17:25:06.624]',0.000,0.502,1.055"
"'[17:25:06.632]',0.000,0.502,1.172"
"'[17:25:06.640]',0.000,0.502,1.281"
"'[17:25:06.648]',0.000,0.502,1.367"
"'[17:25:06.656]',0.000,0.502,1.453"
"'[17:25:06.664]',0.000,0.502,1.500"
"'[17:25:06.672]',0.000,0.502,1.500"
"'[17:25:06.680]',0.000,0.502,1.500"
"'[17:25:06.688]',0.000,0.502,1.500"
"'[17:25:06.696]',0.000,0.502,1.500"
"'[17:25:06.704]',0.000,0.502,1.500"
"'[17:25:06.712]',0.000,0.502,1.500"
"'[17:25:06.720]',0.000,0.502,1.500"
"'[17:25:06.728]',0.000,0.502,1.500"
"'[17:25:06.736]',0.000,0.502,1.500"
"'[17:25:06.744]',0.000,0.502,1.500"
"'[17:25:06.752]',0.000,0.502,1.500"
"'[17:25:06.760]',0.000,0.502,1.500"
"'[17:25:06.768]',0.000,0.502,1.500"
"'[17:25:06.776]',0.000,0.502,1.500"
"'[17:25:06.784]',0.000,0.502,1.500"
"'[17:25:06.792]',0.000,0.502,1.500"
"'[17:25:06.800]',0.000,0.502,1.500"
"'[17:25:06.808]',0.000,0.502,1.500"
"'[17:25:06.816]',0.000,0.502,1.500"
"'[17:25:06.824]',0.000,0.502,1.500"
"'[17:25:06.832]',0.000,0.502,1.500"
"'[17:25:06.840]',0.000,0.502,1.500"
"'[17:25:06.848]',0.000,0.502,1.500"
"'[17:25:06.856]',0.000,0.502,1.500"
"'[17:25:06.864]',0.000,0.502,1.500"
"'[17:25:06.872]',0.000,0.502,1.484"
"'[17:25:06.880]',0.000,0.502,1.453"
"'[17:25:06.888]',0.000,0.502,1.438"
"'[17:25:06.896]',0.000,0.502,1.430"
"'[17:25:06.904]',0.000,0.502,1.406"
"'[17:25:06.912]',0.000,0.502,1.375"
"'[17:25:06.920]',0.000,0.502,1.344"
"'[17:25:06.928]',0.000,0.502,1.320"
"'[17:25:06.936]',0.000,0.502,1.305"
"'[17:25:06.944]',0.000,0.502,1.281"
"'[17:25:06.952]',0.000,0.502,1.250"
"'[17:25:06.960]',0.000,0.502,1.219"
"'[17:25:06.968]',0.000,0.502,1.195"
"'[17:25:06.976]',0.000,0.502,1.180"
"'[17:25:06.984]',0.000,0.502,1.172"
"'[17:25:06.992]',0.000,0.502,1.180"
"'[17:25:07.000]',0.000,0.502,1.188"
"'[17:25:07.008]',0.000,0.502,1.180"
"'[17:25:07.016]',0.000,0.502,1.164"
"'[17:25:07.024]',0.000,0.502,1.148"
"'[17:25:07.032]',0.000,0.502,1.148"
"'[17:25:07.040]',0.000,0.502,1.156"
"'[17:25:07.048]',0.000,0.502,1.172"
"'[17:25:07.056]',0.000,0.502,1.172"
"'[17:25:07.064]',0.000,0.502,1.156"
"'[17:25:07.072]',0.000,0.502,1.117"
"'[17:25:07.080]',0.000,0.502,1.078"
"'[17:25:07.088]',0.000,0.502,1.047"
"'[17:25:07.096]',0.000,0.502,1.000"
"'[17:25:07.104]',0.000,0.502,0.961"
"'[17:25:07.112]',0.000,0.502,0.930"
"'[17:25:07.120]',0.000,0.502,0.898"
"'[17:25:07.128]',0.000,0.502,0.875"
"'[17:25:07.136]',0.000,0.502,0.852"
"'[17:25:07.144]',0.000,0.502,0.812"
"'[17:25:07.152]',0.000,0.502,0.805"
"'[17:25:07.160]',0.000,0.502,0.836"
"'[17:25:07.168]',0.000,0.502,0.906"
"'[17:25:07.176]',0.000,0.502,0.992"
"'[17:25:07.184]',0.000,0.502,1.016"
"'[17:25:07.192]',0.000,0.502,0.891"
"'[17:25:07.200]',0.000,0.502,0.766"
"'[17:25:07.208]',0.000,0.502,0.727"
"'[17:25:07.216]',0.000,0.502,0.727"
"'[17:25:07.224]',0.000,0.502,0.688"
"'[17:25:07.232]',0.000,0.502,0.609"
"'[17:25:07.240]',0.000,0.502,0.531"
"'[17:25:07.248]',0.000,0.502,0.500"
"'[17:25:07.256]',0.000,0.502,0.516"
"'[17:25:07.264]',0.000,0.502,0.562"
"'[17:25:07.272]',0.000,0.502,0.625"
"'[17:25:07.280]',0.000,0.502,0.656"
"'[17:25:07.288]',0.000,0.502,0.672"
"'[17:25:07.296]',0.000,0.502,0.656"
"'[17:25:07.304]',0.000,0.502,0.656"
"'[17:25:07.312]',0.000,0.502,0.656"
"'[17:25:07.320]',0.000,0.502,0.672"
"'[17:25:07.328]',0.000,0.502,0.680"
"'[17:25:07.336]',0.000,0.502,0.680"
"'[17:25:07.344]',0.000,0.502,0.680"
"'[17:25:07.352]',0.000,0.502,0.680"
"'[17:25:07.360]',0.000,0.502,0.664"
"'[17:25:07.368]',0.000,0.502,0.656"
"'[17:25:07.376]',0.000,0.502,0.656"
"'[17:25:07.384]',0.000,0.502,0.641"
"'[17:25:07.392]',0.000,0.502,0.641"
"'[17:25:07.400]',0.000,0.502,0.633"
"'[17:25:07.408]',0.000,0.502,0.633"
"'[17:25:07.416]',0.000,0.502,0.633"
"'[17:25:07.424]',0.000,0.502,0.641"
"'[17:25:07.432]',0.000,0.502,0.641"
"'[17:25:07.440]',0.000,0.502,0.641"
"'[17:25:07.448]',0.000,0.502,0.633"
"'[17:25:07.456]',0.000,0.502,0.625"
"'[17:25:07.464]',0.000,0.502,0.617"
"'[17:25:07.472]',0.000,0.502,0.609"
"'[17:25:07.480]',0.000,0.502,0.594"
"'[17:25:07.488]',0.000,0.502,0.578"
"'[17:25:07.496]',0.000,0.502,0.562"
"'[17:25:07.504]',0.000,0.502,0.555"
"'[17:25:07.512]',0.000,0.502,0.547"
"'[17:25:07.520]',0.000,0.502,0.539"
"'[17:25:07.528]',0.000,0.502,0.531"
"'[17:25:07.536]',0.000,0.502,0.531"
"'[17:25:07.544]',0.000,0.502,0.531"
"'[17:25:07.552]',0.000,0.502,0.531"
"'[17:25:07.560]',0.000,0.502,0.523"
"'[17:25:07.568]',0.000,0.502,0.516"
"'[17:25:07.576]',0.000,0.502,0.508"
"'[17:25:07.584]',0.000,0.502,0.500"
"'[17:25:07.592]',0.000,0.502,0.484"
"'[17:25:07.600]',0.000,0.502,0.469"
"'[17:25:07.608]',0.000,0.502,0.461"
"'[17:25:07.616]',0.000,0.502,0.461"
"'[17:25:07.624]',0.000,0.502,0.461"
"'[17:25:07.632]',0.000,0.502,0.461"
"'[17:25:07.640]',0.000,0.502,0.461"
"'[17:25:07.648]',0.000,0.502,0.453"
"'[17:25:07.656]',0.000,0.502,0.461"
"'[17:25:07.664]',0.000,0.502,0.461"
"'[17:25:07.672]',0.000,0.502,0.469"
"'[17:25:07.680]',0.000,0.502,0.453"
"'[17:25:07.688]',0.000,0.502,0.445"
"'[17:25:07.696]',0.000,0.502,0.453"
"'[17:25:07.704]',0.000,0.502,0.453"
"'[17:25:07.712]',0.000,0.502,0.445"
"'[17:25:07.720]',0.000,0.502,0.453"
"'[17:25:07.728]',0.000,0.502,0.445"
"'[17:25:07.736]',0.000,0.502,0.430"
"'[17:25:07.744]',0.000,0.502,0.422"
"'[17:25:07.752]',0.000,0.502,0.422"
"'[17:25:07.760]',0.000,0.502,0.414"
"'[17:25:07.768]',0.000,0.502,0.406"
"'[17:25:07.776]',0.000,0.502,0.422"
"'[17:25:07.784]',0.000,0.502,0.461"
"'[17:25:07.792]',0.000,0.502,0.547"
"'[17:25:07.800]',0.000,0.502,0.625"
"'[17:25:07.808]',0.000,0.502,0.578"
"'[17:25:07.816]',0.000,0.502,0.438"
"'[17:25:07.824]',0.000,0.502,0.336"
"'[17:25:07.832]',0.000,0.502,0.328"
"'[17:25:07.840]',0.000,0.502,0.375"
"'[17:25:07.848]',0.000,0.502,0.367"
"'[17:25:07.856]',0.000,0.502,0.297"
"'[17:25:07.864]',0.000,0.502,0.227"
"'[17:25:07.872]',0.000,0.502,0.195"
"'[17:25:07.880]',0.000,0.502,0.219"
"'[17:25:07.888]',0.000,0.502,0.266"
"'[17:25:07.896]',0.000,0.502,0.297"
"'[17:25:07.904]',0.000,0.502,0.312"
"'[17:25:07.912]',0.000,0.502,0.320"
"'[17:25:07.920]',0.000,0.502,0.328"
"'[17:25:07.928]',0.000,0.502,0.312"
"'[17:25:07.936]',0.000,0.502,0.289"
"'[17:25:07.944]',0.000,0.502,0.266"
"'[17:25:07.952]',0.000,0.502,0.266"
"'[17:25:07.960]',0.000,0.502,0.258"
"'[17:25:07.968]',0.000,0.502,0.242"
"'[17:25:07.976]',0.000,0.502,0.227"
"'[17:25:07.984]',0.000,0.502,0.211"
"'[17:25:07.992]',0.000,0.502,0.203"
"'[17:25:08.000]',0.000,0.502,0.203"
"'[17:25:08.008]',0.000,0.502,0.203"
"'[17:25:08.016]',0.000,0.502,0.203"
"'[17:25:08.024]',0.000,0.502,0.203"
"'[17:25:08.032]',0.000,0.502,0.211"
"'[17:25:08.040]',0.000,0.502,0.227"
"'[17:25:08.048]',0.000,0.502,0.250"
"'[17:25:08.056]',0.000,0.502,0.266"
"'[17:25:08.064]',0.000,0.502,0.281"
"'[17:25:08.072]',0.000,0.502,0.289"
"'[17:25:08.080]',0.000,0.502,0.281"
"'[17:25:08.088]',0.000,0.502,0.281"
"'[17:25:08.096]',0.000,0.502,0.281"
"'[17:25:08.104]',0.000,0.502,0.289"
"'[17:25:08.112]',0.000,0.502,0.297"
"'[17:25:08.120]',0.000,0.502,0.297"
"'[17:25:08.128]',0.000,0.502,0.297"
"'[17:25:08.136]',0.000,0.502,0.312"
"'[17:25:08.144]',0.000,0.502,0.320"
"'[17:25:08.152]',0.000,0.502,0.328"
"'[17:25:08.160]',0.000,0.502,0.336"
"'[17:25:08.168]',0.000,0.502,0.336"
"'[17:25:08.176]',0.000,0.502,0.352"
