'Time','II','PLETH','ABP','III','I'
'[13:33:17.232]',0.148,0.392,118.135,-,-
'[13:33:17.240]',0.148,0.384,114.819,-,-
'[13:33:17.248]',0.164,0.380,112.332,-,-
'[13:33:17.256]',0.203,0.373,109.430,-,-
'[13:33:17.264]',0.258,0.369,106.114,-,-
'[13:33:17.272]',0.297,0.361,103.212,-,-
'[13:33:17.280]',0.305,0.353,99.896,-,-
'[13:33:17.288]',0.266,0.345,96.166,-,-
'[13:33:17.296]',0.219,0.333,92.850,-,-
'[13:33:17.304]',0.164,0.329,89.948,-,-
'[13:33:17.312]',0.148,0.329,87.461,-,-
'[13:33:17.320]',0.141,0.341,84.560,-,-
'[13:33:17.328]',0.133,0.369,82.902,-,-
'[13:33:17.336]',0.133,0.404,80.415,-,-
'[13:33:17.344]',0.133,0.455,78.756,-,-
'[13:33:17.352]',0.094,0.502,77.513,-,-
'[13:33:17.360]',-0.070,0.545,76.684,-,-
'[13:33:17.368]',-0.273,0.588,75.026,-,-
'[13:33:17.376]',-0.117,0.627,74.197,-,-
'[13:33:17.384]',0.766,0.659,73.368,-,-
'[13:33:17.392]',1.508,0.675,72.539,-,-
'[13:33:17.400]',1.508,0.682,72.539,-,-
'[13:33:17.408]',0.867,0.682,71.710,-,-
'[13:33:17.416]',0.383,0.675,71.710,-,-
'[13:33:17.424]',0.164,0.659,71.710,-,-
'[13:33:17.432]',0.062,0.643,71.710,-,-
'[13:33:17.440]',0.008,0.624,71.710,-,-
'[13:33:17.448]',-0.008,0.608,71.710,-,-
'[13:33:17.456]',0.000,0.588,71.710,-,-
'[13:33:17.464]',0.008,0.561,71.710,-,-
'[13:33:17.472]',0.023,0.537,71.710,-,-
'[13:33:17.480]',0.039,0.522,72.539,-,-
'[13:33:17.488]',0.055,0.502,72.539,-,-
'[13:33:17.496]',0.078,0.478,72.539,-,-
'[13:33:17.504]',0.094,0.459,73.368,-,-
'[13:33:17.512]',0.117,0.439,73.368,-,-
'[13:33:17.520]',0.133,0.420,73.368,-,-
'[13:33:17.528]',0.164,0.396,72.539,-,-
'[13:33:17.536]',0.195,0.376,72.539,-,-
'[13:33:17.544]',0.234,0.357,72.539,-,-
'[13:33:17.552]',0.281,0.341,72.539,-,-
'[13:33:17.560]',0.344,0.325,71.710,-,-
'[13:33:17.568]',0.398,0.310,71.710,-,-
'[13:33:17.576]',0.453,0.298,72.539,-,-
'[13:33:17.584]',0.492,0.282,72.539,-,-
'[13:33:17.592]',0.523,0.275,73.368,-,-
'[13:33:17.600]',0.539,0.267,73.368,-,-
'[13:33:17.608]',0.531,0.267,72.539,-,-
'[13:33:17.616]',0.492,0.271,71.710,-,-
'[13:33:17.624]',0.453,0.278,69.637,-,-
'[13:33:17.632]',0.383,0.290,67.979,-,-
'[13:33:17.640]',0.312,0.302,66.321,-,-
'[13:33:17.648]',0.258,0.318,66.321,-,-
'[13:33:17.656]',0.219,0.329,69.637,-,-
'[13:33:17.664]',0.188,0.341,77.927,-,-
'[13:33:17.672]',0.164,0.357,92.850,-,-
'[13:33:17.680]',0.164,0.365,107.772,-,-
'[13:33:17.688]',0.164,0.376,118.135,-,-
'[13:33:17.696]',0.164,0.380,120.207,-,-
'[13:33:17.704]',0.164,0.384,119.378,-,-
'[13:33:17.712]',0.164,0.388,118.549,-,-
'[13:33:17.720]',0.172,0.388,119.378,-,-
'[13:33:17.728]',0.164,0.388,121.036,-,-
'[13:33:17.736]',0.164,0.384,121.865,-,-
'[13:33:17.744]',0.164,0.384,121.036,-,-
'[13:33:17.752]',0.164,0.380,119.378,-,-
'[13:33:17.760]',0.164,0.376,117.306,-,-
'[13:33:17.768]',0.164,0.373,115.648,-,-
'[13:33:17.776]',0.164,0.365,113.161,-,-
'[13:33:17.784]',0.148,0.361,111.917,-,-
'[13:33:17.792]',0.164,0.353,109.430,-,-
'[13:33:17.800]',0.195,0.345,106.943,-,-
'[13:33:17.808]',0.266,0.341,104.870,-,-
'[13:33:17.816]',0.305,0.337,101.554,-,-
'[13:33:17.824]',0.312,0.333,99.067,-,-
'[13:33:17.832]',0.281,0.329,96.166,-,-
'[13:33:17.840]',0.219,0.325,93.679,-,-
'[13:33:17.848]',0.172,0.322,90.777,-,-
'[13:33:17.856]',0.141,0.318,87.461,-,-
'[13:33:17.864]',0.133,0.314,84.974,-,-
'[13:33:17.872]',0.133,0.306,82.902,-,-
'[13:33:17.880]',0.141,0.302,81.244,-,-
'[13:33:17.888]',0.133,0.302,79.585,-,-
'[13:33:17.896]',0.094,0.314,78.756,-,-
'[13:33:17.904]',-0.062,0.341,77.513,-,-
'[13:33:17.912]',-0.266,0.380,76.684,-,-
'[13:33:17.920]',-0.273,0.427,75.855,-,-
'[13:33:17.928]',0.766,0.486,74.197,-,-
'[13:33:17.936]',1.508,0.541,73.368,-,-
'[13:33:17.944]',1.508,0.584,73.368,-,-
'[13:33:17.952]',0.922,0.620,72.539,-,-
'[13:33:17.960]',0.414,0.647,71.710,-,-
'[13:33:17.968]',0.180,0.663,71.710,-,-
'[13:33:17.976]',0.055,0.671,71.710,-,-
'[13:33:17.984]',0.008,0.671,71.295,-,-
'[13:33:17.992]',-0.008,0.663,71.295,-,-
'[13:33:18.000]',-0.008,0.651,71.295,-,-
'[13:33:18.008]',0.000,0.635,70.466,-,-
'[13:33:18.016]',0.008,0.616,70.466,-,-
'[13:33:18.024]',0.023,0.596,71.295,-,-
'[13:33:18.032]',0.047,0.573,71.295,-,-
'[13:33:18.040]',0.062,0.553,71.295,-,-
'[13:33:18.048]',0.078,0.533,71.295,-,-
'[13:33:18.056]',0.102,0.514,71.295,-,-
'[13:33:18.064]',0.125,0.490,71.295,-,-
'[13:33:18.072]',0.148,0.471,71.295,-,-
'[13:33:18.080]',0.188,0.447,71.295,-,-
'[13:33:18.088]',0.219,0.427,70.466,-,-
'[13:33:18.096]',0.273,0.404,70.466,-,-
'[13:33:18.104]',0.328,0.384,70.466,-,-
'[13:33:18.112]',0.383,0.365,71.295,-,-
'[13:33:18.120]',0.438,0.345,71.295,-,-
'[13:33:18.128]',0.484,0.325,71.710,-,-
'[13:33:18.136]',0.508,0.310,72.539,-,-
'[13:33:18.144]',0.508,0.298,72.539,-,-
'[13:33:18.152]',0.492,0.290,72.539,-,-
'[13:33:18.160]',0.469,0.282,71.295,-,-
'[13:33:18.168]',0.414,0.278,69.637,-,-
'[13:33:18.176]',0.344,0.278,67.150,-,-
'[13:33:18.184]',0.273,0.282,66.321,-,-
'[13:33:18.192]',0.219,0.290,65.492,-,-
'[13:33:18.200]',0.188,0.302,67.979,-,-
'[13:33:18.208]',0.164,0.314,75.855,-,-
'[13:33:18.216]',0.148,0.329,89.119,-,-
'[13:33:18.224]',0.148,0.341,104.870,-,-
'[13:33:18.232]',0.141,0.353,116.477,-,-
'[13:33:18.240]',0.141,0.365,121.036,-,-
'[13:33:18.248]',0.141,0.376,120.207,-,-
'[13:33:18.256]',0.148,0.380,120.207,-,-
'[13:33:18.264]',0.148,0.388,120.207,-,-
'[13:33:18.272]',0.148,0.392,122.694,-,-
'[13:33:18.280]',0.148,0.396,123.523,-,-
'[13:33:18.288]',0.156,0.396,123.523,-,-
'[13:33:18.296]',0.164,0.396,121.865,-,-
'[13:33:18.304]',0.164,0.396,120.207,-,-
'[13:33:18.312]',0.156,0.392,118.549,-,-
'[13:33:18.320]',0.148,0.388,117.306,-,-
'[13:33:18.328]',0.148,0.384,115.648,-,-
'[13:33:18.336]',0.148,0.380,113.990,-,-
'[13:33:18.344]',0.180,0.376,111.917,-,-
'[13:33:18.352]',0.242,0.373,109.430,-,-
'[13:33:18.360]',0.289,0.369,106.943,-,-
'[13:33:18.368]',0.297,0.369,104.870,-,-
'[13:33:18.376]',0.273,0.365,102.383,-,-
'[13:33:18.384]',0.219,0.361,99.067,-,-
'[13:33:18.392]',0.164,0.357,96.995,-,-
'[13:33:18.400]',0.133,0.353,93.679,-,-
'[13:33:18.408]',0.117,0.345,91.606,-,-
'[13:33:18.416]',0.125,0.337,89.119,-,-
'[13:33:18.424]',0.125,0.333,86.632,-,-
'[13:33:18.432]',0.125,0.337,84.974,-,-
'[13:33:18.440]',0.078,0.349,83.731,-,-
'[13:33:18.448]',-0.102,0.369,82.902,-,-
'[13:33:18.456]',-0.281,0.396,82.073,-,-
'[13:33:18.464]',-0.016,0.439,80.415,-,-
'[13:33:18.472]',0.984,0.494,79.585,-,-
'[13:33:18.480]',1.508,0.549,78.756,-,-
'[13:33:18.488]',1.508,0.604,77.927,-,-
'[13:33:18.496]',1.000,0.651,77.513,-,-
'[13:33:18.504]',0.477,0.678,76.684,-,-
'[13:33:18.512]',0.180,0.694,76.684,-,-
'[13:33:18.520]',0.039,0.702,75.855,-,-
'[13:33:18.528]',-0.016,0.698,75.855,-,-
'[13:33:18.536]',-0.031,0.690,75.026,-,-
'[13:33:18.544]',-0.031,0.678,75.026,-,-
'[13:33:18.552]',-0.031,0.667,75.026,-,-
'[13:33:18.560]',-0.016,0.651,75.026,-,-
'[13:33:18.568]',-0.008,0.631,75.026,-,-
'[13:33:18.576]',0.008,0.608,75.026,-,-
'[13:33:18.584]',0.031,0.588,75.026,-,-
'[13:33:18.592]',0.055,0.565,75.026,-,-
'[13:33:18.600]',0.062,0.545,75.026,-,-
'[13:33:18.608]',0.094,0.522,74.197,-,-
'[13:33:18.616]',0.109,0.498,74.197,-,-
'[13:33:18.624]',0.141,0.478,74.197,-,-
'[13:33:18.632]',0.180,0.459,74.197,-,-
'[13:33:18.640]',0.219,0.435,74.197,-,-
'[13:33:18.648]',0.273,0.416,74.197,-,-
'[13:33:18.656]',0.320,0.400,75.026,-,-
'[13:33:18.664]',0.367,0.380,75.026,-,-
'[13:33:18.672]',0.414,0.365,75.855,-,-
'[13:33:18.680]',0.430,0.345,76.684,-,-
'[13:33:18.688]',0.445,0.329,76.684,-,-
'[13:33:18.696]',0.438,0.318,75.855,-,-
'[13:33:18.704]',0.414,0.306,74.197,-,-
'[13:33:18.712]',0.367,0.302,72.539,-,-
'[13:33:18.720]',0.312,0.302,71.710,-,-
'[13:33:18.728]',0.258,0.306,71.295,-,-
'[13:33:18.736]',0.211,0.314,74.197,-,-
'[13:33:18.744]',0.180,0.325,82.902,-,-
'[13:33:18.752]',0.148,0.337,97.824,-,-
'[13:33:18.760]',0.148,0.349,114.819,-,-
'[13:33:18.768]',0.141,0.361,127.254,-,-
'[13:33:18.776]',0.148,0.376,132.228,-,-
'[13:33:18.784]',0.148,0.388,132.228,-,-
'[13:33:18.792]',0.148,0.396,132.228,-,-
'[13:33:18.800]',0.148,0.404,132.642,-,-
'[13:33:18.808]',0.148,0.412,134.301,-,-
'[13:33:18.816]',0.148,0.416,135.130,-,-
'[13:33:18.824]',0.148,0.416,135.130,-,-
'[13:33:18.832]',0.148,0.420,132.642,-,-
'[13:33:18.840]',0.148,0.416,131.399,-,-
'[13:33:18.848]',0.148,0.416,128.912,-,-
'[13:33:18.856]',0.148,0.412,127.254,-,-
'[13:33:18.864]',0.148,0.408,125.596,-,-
'[13:33:18.872]',0.148,0.404,123.523,-,-
'[13:33:18.880]',0.148,0.400,121.865,-,-
'[13:33:18.888]',0.172,0.392,119.378,-,-
'[13:33:18.896]',0.227,0.388,117.306,-,-
'[13:33:18.904]',0.281,0.380,113.990,-,-
'[13:33:18.912]',0.297,0.376,111.088,-,-
'[13:33:18.920]',0.273,0.373,108.601,-,-
'[13:33:18.928]',0.234,0.369,105.285,-,-
'[13:33:18.936]',0.180,0.361,102.383,-,-
'[13:33:18.944]',0.141,0.353,99.067,-,-
'[13:33:18.952]',0.117,0.349,95.337,-,-
'[13:33:18.960]',0.117,0.349,92.850,-,-
'[13:33:18.968]',0.117,0.357,89.948,-,-
'[13:33:18.976]',0.117,0.380,87.461,-,-
'[13:33:18.984]',0.102,0.412,85.803,-,-
'[13:33:18.992]',-0.016,0.459,84.560,-,-
'[13:33:19.000]',-0.258,0.514,82.902,-,-
'[13:33:19.008]',-0.336,0.573,81.244,-,-
'[13:33:19.016]',0.344,0.627,80.415,-,-
'[13:33:19.024]',1.438,0.675,79.585,-,-
'[13:33:19.032]',1.508,0.706,79.585,-,-
'[13:33:19.040]',1.305,0.725,78.756,-,-
'[13:33:19.048]',0.711,0.737,78.756,-,-
'[13:33:19.056]',0.312,0.737,77.927,-,-
'[13:33:19.064]',0.102,0.729,77.927,-,-
'[13:33:19.072]',0.008,0.718,77.927,-,-
'[13:33:19.080]',-0.016,0.702,77.513,-,-
'[13:33:19.088]',-0.016,0.686,77.513,-,-
'[13:33:19.096]',-0.016,0.663,77.513,-,-
'[13:33:19.104]',-0.008,0.643,77.513,-,-
'[13:33:19.112]',0.000,0.620,77.927,-,-
'[13:33:19.120]',0.023,0.596,77.927,-,-
'[13:33:19.128]',0.039,0.573,77.927,-,-
'[13:33:19.136]',0.055,0.549,77.927,-,-
'[13:33:19.144]',0.078,0.529,77.927,-,-
'[13:33:19.152]',0.094,0.514,77.927,-,-
'[13:33:19.160]',0.117,0.494,77.927,-,-
'[13:33:19.168]',0.141,0.475,77.927,-,-
'[13:33:19.176]',0.180,0.455,77.927,-,-
'[13:33:19.184]',0.211,0.435,77.513,-,-
'[13:33:19.192]',0.258,0.416,77.513,-,-
'[13:33:19.200]',0.312,0.396,77.927,-,-
'[13:33:19.208]',0.375,0.376,77.927,-,-
'[13:33:19.216]',0.430,0.361,77.927,-,-
'[13:33:19.224]',0.461,0.345,78.756,-,-
'[13:33:19.232]',0.477,0.333,78.756,-,-
'[13:33:19.240]',0.484,0.325,78.756,-,-
'[13:33:19.248]',0.461,0.322,77.513,-,-
'[13:33:19.256]',0.430,0.322,75.855,-,-
'[13:33:19.264]',0.367,0.325,74.197,-,-
'[13:33:19.272]',0.305,0.333,74.197,-,-
'[13:33:19.280]',0.250,0.345,75.855,-,-
'[13:33:19.288]',0.203,0.357,82.902,-,-
'[13:33:19.296]',0.164,0.373,97.824,-,-
'[13:33:19.304]',0.148,0.384,114.819,-,-
'[13:33:19.312]',0.148,0.396,128.912,-,-
'[13:33:19.320]',0.148,0.408,134.301,-,-
'[13:33:19.328]',0.148,0.416,135.130,-,-
'[13:33:19.336]',0.148,0.424,135.130,-,-
'[13:33:19.344]',0.164,0.427,135.959,-,-
'[13:33:19.352]',0.164,0.427,137.617,-,-
'[13:33:19.360]',0.164,0.427,138.446,-,-
'[13:33:19.368]',0.164,0.427,137.617,-,-
'[13:33:19.376]',0.164,0.424,135.959,-,-
'[13:33:19.384]',0.156,0.420,134.301,-,-
'[13:33:19.392]',0.148,0.412,132.228,-,-
'[13:33:19.400]',0.148,0.408,130.570,-,-
'[13:33:19.408]',0.156,0.400,128.912,-,-
'[13:33:19.416]',0.156,0.392,126.425,-,-
'[13:33:19.424]',0.148,0.384,125.181,-,-
'[13:33:19.432]',0.148,0.376,122.694,-,-
'[13:33:19.440]',0.148,0.369,120.207,-,-
'[13:33:19.448]',0.172,0.365,117.306,-,-
'[13:33:19.456]',0.219,0.361,113.990,-,-
'[13:33:19.464]',0.273,0.353,111.917,-,-
'[13:33:19.472]',0.289,0.345,107.772,-,-
'[13:33:19.480]',0.273,0.337,104.870,-,-
'[13:33:19.488]',0.242,0.329,101.554,-,-
'[13:33:19.496]',0.188,0.322,98.238,-,-
'[13:33:19.504]',0.148,0.318,95.337,-,-
'[13:33:19.512]',0.133,0.337,92.021,-,-
'[13:33:19.520]',0.133,0.365,89.948,-,-
'[13:33:19.528]',0.133,0.392,87.461,-,-
'[13:33:19.536]',0.125,0.435,85.803,-,-
'[13:33:19.544]',0.117,0.482,84.560,-,-
'[13:33:19.552]',0.016,0.529,82.902,-,-
'[13:33:19.560]',-0.219,0.580,82.073,-,-
'[13:33:19.568]',-0.328,0.627,81.244,-,-
'[13:33:19.576]',0.188,0.663,80.415,-,-
'[13:33:19.584]',1.297,0.690,80.415,-,-
'[13:33:19.592]',1.508,0.706,79.585,-,-
'[13:33:19.600]',1.398,0.710,79.585,-,-
'[13:33:19.608]',0.773,0.702,79.585,-,-
'[13:33:19.616]',0.359,0.694,79.585,-,-
'[13:33:19.624]',0.117,0.678,78.756,-,-
'[13:33:19.632]',0.016,0.663,78.756,-,-
'[13:33:19.640]',-0.016,0.643,78.756,-,-
'[13:33:19.648]',-0.023,0.627,78.756,-,-
'[13:33:19.656]',-0.023,0.608,78.756,-,-
'[13:33:19.664]',-0.016,0.584,78.756,-,-
'[13:33:19.672]',-0.008,0.565,79.585,-,-
'[13:33:19.680]',0.008,0.545,79.585,-,-
'[13:33:19.688]',0.023,0.525,79.585,-,-
'[13:33:19.696]',0.047,0.502,80.415,-,-
'[13:33:19.704]',0.062,0.486,80.415,-,-
'[13:33:19.712]',0.086,0.467,79.585,-,-
'[13:33:19.720]',0.109,0.447,79.585,-,-
'[13:33:19.728]',0.141,0.427,79.585,-,-
'[13:33:19.736]',0.180,0.412,78.756,-,-
'[13:33:19.744]',0.211,0.396,78.756,-,-
'[13:33:19.752]',0.250,0.380,78.756,-,-
'[13:33:19.760]',0.305,0.365,78.756,-,-
'[13:33:19.768]',0.359,0.353,78.756,-,-
'[13:33:19.776]',0.406,0.341,78.756,-,-
'[13:33:19.784]',0.438,0.333,78.756,-,-
'[13:33:19.792]',0.461,0.329,79.585,-,-
'[13:33:19.800]',0.469,0.329,78.756,-,-
'[13:33:19.808]',0.469,0.333,77.927,-,-
'[13:33:19.816]',0.430,0.341,76.684,-,-
'[13:33:19.824]',0.383,0.353,75.026,-,-
'[13:33:19.832]',0.320,0.365,74.197,-,-
'[13:33:19.840]',0.258,0.376,75.855,-,-
'[13:33:19.848]',0.211,0.388,82.073,-,-
'[13:33:19.856]',0.180,0.396,95.337,-,-
'[13:33:19.864]',0.164,0.408,112.332,-,-
'[13:33:19.872]',0.148,0.412,127.254,-,-
'[13:33:19.880]',0.148,0.420,135.130,-,-
'[13:33:19.888]',0.148,0.420,135.959,-,-
'[13:33:19.896]',0.156,0.424,135.959,-,-
'[13:33:19.904]',0.164,0.420,135.959,-,-
'[13:33:19.912]',0.164,0.420,137.617,-,-
'[13:33:19.920]',0.164,0.416,138.446,-,-
'[13:33:19.928]',0.164,0.412,138.446,-,-
'[13:33:19.936]',0.156,0.404,136.788,-,-
'[13:33:19.944]',0.148,0.400,134.301,-,-
'[13:33:19.952]',0.148,0.396,132.642,-,-
'[13:33:19.960]',0.148,0.388,130.570,-,-
'[13:33:19.968]',0.156,0.380,128.912,-,-
'[13:33:19.976]',0.156,0.373,126.425,-,-
'[13:33:19.984]',0.156,0.365,125.181,-,-
'[13:33:19.992]',0.148,0.357,122.694,-,-
'[13:33:20.000]',0.148,0.349,120.207,-,-
'[13:33:20.008]',0.148,0.345,117.306,-,-
'[13:33:20.016]',0.148,0.337,113.990,-,-
'[13:33:20.024]',0.188,0.329,111.088,-,-
'[13:33:20.032]',0.242,0.322,107.772,-,-
'[13:33:20.040]',0.289,0.318,104.870,-,-
'[13:33:20.048]',0.305,0.310,100.725,-,-
'[13:33:20.056]',0.273,0.302,97.824,-,-
'[13:33:20.064]',0.219,0.298,94.508,-,-
'[13:33:20.072]',0.164,0.302,92.021,-,-
'[13:33:20.080]',0.141,0.318,89.948,-,-
'[13:33:20.088]',0.133,0.349,87.461,-,-
'[13:33:20.096]',0.133,0.396,85.803,-,-
'[13:33:20.104]',0.133,0.451,84.560,-,-
'[13:33:20.112]',0.133,0.510,82.902,-,-
'[13:33:20.120]',0.094,0.576,82.073,-,-
'[13:33:20.128]',-0.070,0.627,80.415,-,-
'[13:33:20.136]',-0.297,0.659,80.415,-,-
'[13:33:20.144]',-0.320,0.682,79.585,-,-
'[13:33:20.152]',0.625,0.690,79.585,-,-
'[13:33:20.160]',1.508,0.694,78.756,-,-
'[13:33:20.168]',1.508,0.690,78.756,-,-
'[13:33:20.176]',1.047,0.682,78.756,-,-
'[13:33:20.184]',0.547,0.671,77.927,-,-
'[13:33:20.192]',0.234,0.655,77.927,-,-
'[13:33:20.200]',0.078,0.635,77.927,-,-
'[13:33:20.208]',0.023,0.616,77.927,-,-
'[13:33:20.216]',-0.008,0.596,77.927,-,-
'[13:33:20.224]',-0.008,0.573,78.756,-,-
'[13:33:20.232]',0.008,0.553,78.756,-,-
'[13:33:20.240]',0.008,0.533,79.585,-,-
'[13:33:20.248]',0.023,0.514,79.585,-,-
'[13:33:20.256]',0.039,0.498,79.585,-,-
'[13:33:20.264]',0.055,0.478,80.415,-,-
'[13:33:20.272]',0.078,0.459,79.585,-,-
'[13:33:20.280]',0.102,0.439,79.585,-,-
'[13:33:20.288]',0.125,0.420,79.585,-,-
'[13:33:20.296]',0.148,0.400,78.756,-,-
'[13:33:20.304]',0.180,0.380,78.756,-,-
'[13:33:20.312]',0.211,0.365,77.927,-,-
'[13:33:20.320]',0.250,0.349,77.927,-,-
'[13:33:20.328]',0.297,0.337,77.927,-,-
'[13:33:20.336]',0.352,0.325,77.513,-,-
'[13:33:20.344]',0.398,0.318,77.513,-,-
'[13:33:20.352]',0.438,0.318,77.927,-,-
'[13:33:20.360]',0.477,0.318,77.927,-,-
'[13:33:20.368]',0.492,0.322,77.927,-,-
'[13:33:20.376]',0.492,0.333,77.927,-,-
'[13:33:20.384]',0.484,0.341,76.684,-,-
'[13:33:20.392]',0.438,0.357,75.026,-,-
'[13:33:20.400]',0.383,0.369,73.368,-,-
'[13:33:20.408]',0.320,0.380,72.539,-,-
'[13:33:20.416]',0.266,0.392,74.197,-,-
'[13:33:20.424]',0.219,0.404,82.073,-,-
'[13:33:20.432]',0.188,0.408,96.166,-,-
'[13:33:20.440]',0.180,0.416,113.161,-,-
'[13:33:20.448]',0.164,0.416,126.425,-,-
'[13:33:20.456]',0.164,0.416,132.228,-,-
'[13:33:20.464]',0.164,0.416,132.228,-,-
'[13:33:20.472]',0.164,0.416,131.399,-,-
'[13:33:20.480]',0.164,0.412,131.399,-,-
'[13:33:20.488]',0.164,0.408,132.642,-,-
'[13:33:20.496]',0.164,0.404,133.472,-,-
'[13:33:20.504]',0.164,0.396,132.642,-,-
'[13:33:20.512]',0.164,0.392,131.399,-,-
'[13:33:20.520]',0.164,0.384,128.912,-,-
'[13:33:20.528]',0.164,0.376,126.425,-,-
'[13:33:20.536]',0.156,0.361,124.352,-,-
'[13:33:20.544]',0.148,0.341,122.694,-,-
'[13:33:20.552]',0.148,0.325,120.207,-,-
'[13:33:20.560]',0.148,0.318,118.135,-,-
'[13:33:20.568]',0.148,0.306,115.648,-,-
'[13:33:20.576]',0.148,0.298,112.332,-,-
'[13:33:20.584]',0.148,0.290,109.430,-,-
'[13:33:20.592]',0.164,0.282,106.114,-,-
'[13:33:20.600]',0.211,0.271,103.212,-,-
'[13:33:20.608]',0.273,0.263,99.896,-,-
'[13:33:20.616]',0.297,0.255,96.995,-,-
'[13:33:20.624]',0.305,0.247,92.850,-,-
'[13:33:20.632]',0.258,0.243,90.777,-,-
'[13:33:20.640]',0.203,0.247,87.461,-,-
'[13:33:20.648]',0.156,0.267,84.974,-,-
'[13:33:20.656]',0.133,0.298,82.902,-,-
'[13:33:20.664]',0.133,0.349,81.244,-,-
'[13:33:20.672]',0.133,0.392,79.585,-,-
'[13:33:20.680]',0.133,0.447,77.927,-,-
'[13:33:20.688]',0.133,0.525,77.513,-,-
'[13:33:20.696]',0.062,0.576,75.855,-,-
'[13:33:20.704]',-0.141,0.616,75.026,-,-
'[13:33:20.712]',-0.281,0.651,74.197,-,-
'[13:33:20.720]',0.133,0.667,73.368,-,-
'[13:33:20.728]',1.156,0.671,73.368,-,-
'[13:33:20.736]',1.508,0.667,72.539,-,-
'[13:33:20.744]',1.289,0.659,72.539,-,-
'[13:33:20.752]',0.625,0.643,72.539,-,-
'[13:33:20.760]',0.281,0.624,71.710,-,-
'[13:33:20.768]',0.117,0.604,71.710,-,-
'[13:33:20.776]',0.039,0.580,71.710,-,-
'[13:33:20.784]',0.016,0.553,72.539,-,-
'[13:33:20.792]',0.008,0.529,72.539,-,-
'[13:33:20.800]',0.016,0.502,72.539,-,-
'[13:33:20.808]',0.023,0.475,73.368,-,-
'[13:33:20.816]',0.039,0.447,73.368,-,-
'[13:33:20.824]',0.055,0.424,73.368,-,-
'[13:33:20.832]',0.078,0.400,73.368,-,-
'[13:33:20.840]',0.094,0.380,73.368,-,-
'[13:33:20.848]',0.109,0.361,73.368,-,-
'[13:33:20.856]',0.133,0.337,73.368,-,-
'[13:33:20.864]',0.156,0.318,73.368,-,-
'[13:33:20.872]',0.180,0.294,72.539,-,-
'[13:33:20.880]',0.219,0.275,72.539,-,-
'[13:33:20.888]',0.258,0.255,72.539,-,-
'[13:33:20.896]',0.312,0.235,71.710,-,-
'[13:33:20.904]',0.367,0.224,71.710,-,-
'[13:33:20.912]',0.422,0.212,71.710,-,-
'[13:33:20.920]',0.477,0.208,71.710,-,-
'[13:33:20.928]',0.523,0.208,72.539,-,-
'[13:33:20.936]',0.547,0.212,72.539,-,-
'[13:33:20.944]',0.547,0.220,72.539,-,-
'[13:33:20.952]',0.539,0.235,71.710,-,-
'[13:33:20.960]',0.508,0.251,70.466,-,-
'[13:33:20.968]',0.438,0.267,68.808,-,-
'[13:33:20.976]',0.367,0.286,67.150,-,-
'[13:33:20.984]',0.297,0.306,65.492,-,-
'[13:33:20.992]',0.242,0.318,65.492,-,-
'[13:33:21.000]',0.203,0.333,69.637,-,-
'[13:33:21.008]',0.180,0.341,78.756,-,-
'[13:33:21.016]',0.172,0.349,93.679,-,-
'[13:33:21.024]',0.164,0.353,107.772,-,-
'[13:33:21.032]',0.164,0.353,116.477,-,-
'[13:33:21.040]',0.164,0.357,118.549,-,-
'[13:33:21.048]',0.164,0.353,117.306,-,-
'[13:33:21.056]',0.164,0.353,117.306,-,-
'[13:33:21.064]',0.164,0.349,118.135,-,-
'[13:33:21.072]',0.164,0.345,118.549,-,-
'[13:33:21.080]',0.164,0.341,119.378,-,-
'[13:33:21.088]',0.164,0.337,118.549,-,-
'[13:33:21.096]',0.164,0.329,117.306,-,-
'[13:33:21.104]',0.172,0.318,115.648,-,-
'[13:33:21.112]',0.164,0.310,113.161,-,-
'[13:33:21.120]',0.164,0.298,111.917,-,-
'[13:33:21.128]',0.164,0.286,109.430,-,-
'[13:33:21.136]',0.164,0.278,106.943,-,-
'[13:33:21.144]',0.188,0.271,104.870,-,-
'[13:33:21.152]',0.250,0.263,101.554,-,-
'[13:33:21.160]',0.305,0.259,99.067,-,-
'[13:33:21.168]',0.312,0.251,96.995,-,-
'[13:33:21.176]',0.297,0.247,93.679,-,-
'[13:33:21.184]',0.242,0.243,90.777,-,-
'[13:33:21.192]',0.188,0.235,88.290,-,-
'[13:33:21.200]',0.156,0.224,85.803,-,-
'[13:33:21.208]',0.141,0.216,83.731,-,-
'[13:33:21.216]',0.141,0.212,81.244,-,-
'[13:33:21.224]',0.148,0.212,80.415,-,-
'[13:33:21.232]',0.148,0.224,78.756,-,-
'[13:33:21.240]',0.133,0.243,77.927,-,-
'[13:33:21.248]',0.000,0.282,76.684,-,-
'[13:33:21.256]',-0.227,0.337,75.855,-,-
'[13:33:21.264]',-0.281,0.400,75.026,-,-
'[13:33:21.272]',0.531,0.467,74.197,-,-
'[13:33:21.280]',1.508,0.529,73.368,-,-
'[13:33:21.288]',1.508,0.580,72.539,-,-
'[13:33:21.296]',1.055,0.620,71.710,-,-
'[13:33:21.304]',0.484,0.643,71.710,-,-
'[13:33:21.312]',0.219,0.651,71.295,-,-
'[13:33:21.320]',0.086,0.651,71.295,-,-
'[13:33:21.328]',0.023,0.643,71.295,-,-
'[13:33:21.336]',0.008,0.631,70.466,-,-
'[13:33:21.344]',0.008,0.616,70.466,-,-
'[13:33:21.352]',0.008,0.596,70.466,-,-
