'Time','II','AVR','V','RESP','PLETH','ABP','CVP'
'[13:05:08.848]',0.920,0.435,0.735,0.121,1.043,64.865,4.875
'[13:05:08.856]',0.925,0.430,0.725,0.120,1.033,62.814,5.119
'[13:05:08.864]',0.920,0.435,0.735,0.119,1.022,60.860,5.617
'[13:05:08.872]',0.910,0.440,0.755,0.118,1.006,59.248,6.057
'[13:05:08.880]',0.985,0.340,0.800,0.118,0.989,57.929,6.496
'[13:05:08.888]',1.315,0.125,0.915,0.117,0.976,56.903,6.936
'[13:05:08.896]',1.500,-0.025,0.940,0.116,0.969,56.171,7.248
'[13:05:08.904]',1.290,0.265,0.850,0.116,0.975,55.682,7.307
'[13:05:08.912]',1.025,0.435,0.655,0.115,1.000,55.438,7.248
'[13:05:08.920]',0.920,0.445,0.610,0.115,1.041,55.292,7.121
'[13:05:08.928]',0.880,0.435,0.660,0.114,1.105,55.340,6.994
'[13:05:08.936]',0.880,0.460,0.695,0.114,1.205,55.536,6.994
'[13:05:08.944]',0.885,0.450,0.705,0.114,1.340,55.878,6.994
'[13:05:08.952]',0.890,0.460,0.720,0.114,1.505,56.220,6.867
'[13:05:08.960]',0.895,0.450,0.715,0.114,1.693,56.659,6.496
'[13:05:08.968]',0.895,0.455,0.720,0.115,1.891,57.099,5.930
'[13:05:08.976]',0.905,0.445,0.715,0.115,2.090,57.538,5.246
'[13:05:08.984]',0.900,0.455,0.720,0.116,2.279,57.929,4.376
'[13:05:08.992]',0.910,0.440,0.720,0.117,2.447,58.222,3.439
'[13:05:09.000]',0.910,0.440,0.725,0.118,2.589,58.466,2.686
'[13:05:09.008]',0.915,0.435,0.720,0.120,2.702,58.564,2.501
'[13:05:09.016]',0.920,0.430,0.730,0.121,2.775,58.564,2.999
'[13:05:09.024]',0.935,0.415,0.725,0.123,2.818,58.369,4.064
'[13:05:09.032]',0.940,0.415,0.735,0.124,2.843,58.124,5.431
'[13:05:09.040]',0.950,0.405,0.725,0.126,2.845,57.734,6.623
'[13:05:09.048]',0.950,0.405,0.735,0.128,2.825,57.294,7.063
'[13:05:09.056]',0.960,0.385,0.730,0.130,2.787,56.806,6.555
'[13:05:09.064]',0.970,0.380,0.725,0.132,2.733,56.317,5.304
'[13:05:09.072]',0.980,0.365,0.735,0.135,2.668,55.780,3.556
'[13:05:09.080]',0.990,0.360,0.720,0.137,2.592,55.243,1.807
'[13:05:09.088]',1.000,0.345,0.735,0.140,2.508,54.754,0.313
'[13:05:09.096]',1.010,0.340,0.725,0.142,2.416,54.168,-0.694
'[13:05:09.104]',1.020,0.340,0.740,0.144,2.320,53.680,-1.133
'[13:05:09.112]',1.020,0.335,0.735,0.146,2.218,53.240,-1.065
'[13:05:09.120]',1.020,0.340,0.745,0.149,2.125,52.996,-0.508
'[13:05:09.128]',1.015,0.345,0.745,0.152,2.036,53.289,0.244
'[13:05:09.136]',1.005,0.360,0.760,0.154,1.936,54.559,0.996
'[13:05:09.144]',1.000,0.365,0.755,0.157,1.834,57.099,1.622
'[13:05:09.152]',0.990,0.390,0.775,0.159,1.732,61.104,2.120
'[13:05:09.160]',0.975,0.390,0.770,0.161,1.634,66.477,2.374
'[13:05:09.168]',0.965,0.410,0.770,0.164,1.542,72.778,2.432
'[13:05:09.176]',0.965,0.405,0.765,0.166,1.454,79.372,2.374
'[13:05:09.184]',0.960,0.415,0.770,0.168,1.374,85.477,2.305
'[13:05:09.192]',0.965,0.415,0.760,0.169,1.305,90.850,2.501
'[13:05:09.200]',0.960,0.415,0.770,0.171,1.245,95.246,2.872
'[13:05:09.208]',0.965,0.405,0.760,0.171,1.196,98.567,3.370
'[13:05:09.216]',0.960,0.410,0.770,0.172,1.161,100.814,3.810
'[13:05:09.224]',0.970,0.400,0.765,0.171,1.137,101.986,4.181
'[13:05:09.232]',0.965,0.410,0.770,0.171,1.122,102.182,4.435
'[13:05:09.240]',0.970,0.405,0.770,0.171,1.117,101.352,4.494
'[13:05:09.248]',0.970,0.410,0.775,0.170,1.111,99.740,4.376
'[13:05:09.256]',0.970,0.415,0.765,0.169,1.107,97.493,4.122
'[13:05:09.264]',0.985,0.405,0.785,0.169,1.104,94.904,3.937
'[13:05:09.272]',1.005,0.390,0.790,0.167,1.103,92.120,3.810
'[13:05:09.280]',1.020,0.385,0.785,0.166,1.102,89.238,4.122
'[13:05:09.288]',1.030,0.370,0.790,0.164,1.102,86.405,4.875
'[13:05:09.296]',1.020,0.365,0.775,0.162,1.102,83.621,5.812
'[13:05:09.304]',0.995,0.390,0.780,0.161,1.100,80.935,6.623
'[13:05:09.312]',0.970,0.405,0.755,0.160,1.096,78.297,6.936
'[13:05:09.320]',0.945,0.420,0.745,0.158,1.094,75.806,6.750
'[13:05:09.328]',0.925,0.430,0.735,0.157,1.092,73.364,6.184
'[13:05:09.336]',0.925,0.435,0.740,0.156,1.087,70.970,5.558
'[13:05:09.344]',0.930,0.425,0.730,0.156,1.083,68.724,5.002
'[13:05:09.352]',0.925,0.435,0.740,0.155,1.077,66.477,4.806
'[13:05:09.360]',0.925,0.430,0.730,0.155,1.068,64.279,5.002
'[13:05:09.368]',0.920,0.435,0.740,0.155,1.057,62.227,5.373
'[13:05:09.376]',0.910,0.435,0.750,0.155,1.043,60.420,5.812
'[13:05:09.384]',0.905,0.365,0.795,0.154,1.028,58.906,6.311
'[13:05:09.392]',1.245,0.165,0.895,0.154,1.015,57.685,6.809
'[13:05:09.400]',1.500,-0.035,0.945,0.153,1.008,56.757,7.180
'[13:05:09.408]',1.365,0.190,0.880,0.153,1.014,56.073,7.307
'[13:05:09.416]',1.065,0.415,0.680,0.152,1.031,55.682,7.248
'[13:05:09.424]',0.940,0.440,0.600,0.152,1.066,55.438,7.063
'[13:05:09.432]',0.890,0.435,0.655,0.151,1.127,55.438,6.936
'[13:05:09.440]',0.880,0.450,0.685,0.151,1.216,55.633,6.867
'[13:05:09.448]',0.890,0.460,0.705,0.152,1.337,55.878,6.867
'[13:05:09.456]',0.890,0.455,0.715,0.152,1.487,56.220,6.750
'[13:05:09.464]',0.885,0.460,0.720,0.153,1.659,56.659,6.496
'[13:05:09.472]',0.890,0.455,0.725,0.153,1.845,57.099,5.998
'[13:05:09.480]',0.885,0.460,0.720,0.154,2.034,57.538,5.304
'[13:05:09.488]',0.900,0.450,0.725,0.155,2.216,57.978,4.494
'[13:05:09.496]',0.905,0.440,0.720,0.156,2.382,58.369,3.624
'[13:05:09.504]',0.910,0.445,0.725,0.157,2.524,58.613,2.813
'[13:05:09.512]',0.915,0.435,0.720,0.158,2.638,58.808,2.501
'[13:05:09.520]',0.910,0.440,0.725,0.159,2.716,58.808,2.813
'[13:05:09.528]',0.920,0.425,0.720,0.161,2.763,58.759,3.810
'[13:05:09.536]',0.925,0.430,0.735,0.162,2.794,58.466,5.187
'[13:05:09.544]',0.940,0.415,0.725,0.164,2.802,58.173,6.369
'[13:05:09.552]',0.940,0.410,0.735,0.167,2.789,57.734,6.867
'[13:05:09.560]',0.950,0.395,0.730,0.169,2.759,57.245,6.555
'[13:05:09.568]',0.960,0.390,0.735,0.172,2.714,56.659,5.500
'[13:05:09.576]',0.970,0.375,0.725,0.174,2.657,56.171,3.868
'[13:05:09.584]',0.975,0.365,0.735,0.177,2.589,55.633,2.188
'[13:05:09.592]',0.995,0.350,0.720,0.180,2.513,55.194,0.684
'[13:05:09.600]',1.000,0.355,0.735,0.182,2.429,54.608,-0.440
'[13:05:09.608]',1.015,0.340,0.730,0.185,2.340,54.119,-1.006
'[13:05:09.616]',1.010,0.350,0.740,0.188,2.257,53.680,-1.006
'[13:05:09.624]',1.020,0.340,0.740,0.190,2.175,53.338,-0.567
'[13:05:09.632]',1.010,0.355,0.750,0.193,2.085,53.631,0.059
'[13:05:09.640]',1.005,0.360,0.755,0.194,1.990,54.803,0.684
'[13:05:09.648]',0.995,0.375,0.765,0.197,1.894,57.245,1.182
'[13:05:09.656]',0.980,0.385,0.770,0.198,1.799,61.299,1.622
'[13:05:09.664]',0.975,0.395,0.765,0.200,1.706,66.672,1.876
'[13:05:09.672]',0.970,0.405,0.770,0.201,1.617,73.071,2.061
'[13:05:09.680]',0.965,0.415,0.755,0.203,1.533,79.762,2.432
'[13:05:09.688]',0.960,0.410,0.765,0.203,1.454,86.112,2.813
'[13:05:09.696]',0.960,0.415,0.755,0.204,1.380,91.680,3.126
'[13:05:09.704]',0.965,0.410,0.770,0.204,1.316,96.125,3.370
'[13:05:09.712]',0.970,0.415,0.755,0.204,1.260,99.447,3.624
'[13:05:09.720]',0.965,0.410,0.765,0.204,1.221,101.596,3.937
'[13:05:09.728]',0.960,0.405,0.760,0.204,1.192,102.719,4.122
'[13:05:09.736]',0.965,0.415,0.765,0.203,1.165,102.866,4.249
'[13:05:09.744]',0.970,0.410,0.765,0.202,1.144,102.133,4.249
'[13:05:09.752]',0.975,0.415,0.770,0.201,1.128,100.472,4.181
'[13:05:09.760]',0.970,0.410,0.765,0.200,1.117,98.323,4.122
'[13:05:09.768]',0.985,0.415,0.785,0.198,1.109,95.686,4.064
'[13:05:09.776]',1.005,0.390,0.780,0.196,1.104,92.853,3.995
'[13:05:09.784]',1.025,0.385,0.790,0.194,1.101,89.971,4.181
'[13:05:09.792]',1.035,0.370,0.775,0.193,1.099,87.138,4.748
'[13:05:09.800]',1.030,0.375,0.780,0.191,1.098,84.354,5.558
'[13:05:09.808]',1.010,0.380,0.760,0.189,1.098,81.716,6.369
'[13:05:09.816]',0.975,0.405,0.755,0.187,1.100,79.176,6.809
'[13:05:09.824]',0.955,0.415,0.740,0.185,1.103,76.734,6.809
'[13:05:09.832]',0.935,0.435,0.740,0.183,1.102,74.438,6.438
'[13:05:09.840]',0.935,0.425,0.730,0.180,1.098,72.192,5.812
'[13:05:09.848]',0.930,0.435,0.725,0.178,1.093,69.994,5.246
'[13:05:09.856]',0.930,0.430,0.735,0.176,1.088,67.796,4.875
'[13:05:09.864]',0.930,0.435,0.725,0.174,1.081,65.695,4.806
'[13:05:09.872]',0.930,0.435,0.735,0.172,1.072,63.595,5.119
'[13:05:09.880]',0.920,0.435,0.730,0.171,1.062,61.739,5.617
'[13:05:09.888]',0.915,0.385,0.775,0.170,1.050,60.127,6.184
'[13:05:09.896]',1.160,0.230,0.875,0.170,1.039,58.759,6.750
'[13:05:09.904]',1.500,-0.025,0.950,0.169,1.032,57.685,7.180
'[13:05:09.912]',1.455,0.115,0.910,0.169,1.033,56.903,7.375
'[13:05:09.920]',1.125,0.385,0.720,0.168,1.048,56.415,7.375
'[13:05:09.928]',0.955,0.435,0.600,0.167,1.081,56.122,7.121
'[13:05:09.936]',0.905,0.435,0.640,0.167,1.141,55.975,6.994
'[13:05:09.944]',0.880,0.450,0.680,0.166,1.232,56.073,6.936
'[13:05:09.952]',0.890,0.460,0.705,0.165,1.354,56.220,6.936
'[13:05:09.960]',0.890,0.455,0.705,0.164,1.506,56.610,6.809
'[13:05:09.968]',0.885,0.460,0.720,0.164,1.680,57.001,6.623
'[13:05:09.976]',0.895,0.455,0.715,0.163,1.867,57.441,6.242
'[13:05:09.984]',0.895,0.460,0.720,0.163,2.058,57.783,5.558
'[13:05:09.992]',0.900,0.445,0.715,0.163,2.242,58.173,4.748
'[13:05:10.000]',0.905,0.450,0.725,0.163,2.413,58.466,3.751
'[13:05:10.008]',0.915,0.435,0.720,0.164,2.557,58.759,2.931
'[13:05:10.016]',0.920,0.435,0.730,0.165,2.661,58.906,2.501
'[13:05:10.024]',0.930,0.430,0.720,0.167,2.733,59.004,2.686
'[13:05:10.032]',0.925,0.430,0.725,0.168,2.789,58.857,3.624
'[13:05:10.040]',0.935,0.415,0.720,0.170,2.821,58.662,4.933
'[13:05:10.048]',0.935,0.415,0.725,0.171,2.829,58.369,6.125
'[13:05:10.056]',0.950,0.405,0.730,0.173,2.817,57.929,6.750
'[13:05:10.064]',0.950,0.400,0.725,0.174,2.787,57.441,6.496
'[13:05:10.072]',0.965,0.385,0.740,0.176,2.741,56.855,5.373
'[13:05:10.080]',0.975,0.375,0.725,0.178,2.680,56.366,3.683
'[13:05:10.088]',0.990,0.360,0.740,0.180,2.609,55.878,1.993
'[13:05:10.096]',1.000,0.355,0.725,0.182,2.532,55.292,0.498
'[13:05:10.104]',1.005,0.360,0.735,0.185,2.449,54.803,-0.567
'[13:05:10.112]',1.010,0.340,0.725,0.187,2.370,54.217,-1.133
'[13:05:10.120]',1.020,0.350,0.735,0.190,2.294,53.729,-1.133
'[13:05:10.128]',1.020,0.340,0.735,0.193,2.209,53.435,-0.694
'[13:05:10.136]',1.020,0.350,0.745,0.195,2.119,53.533,-0.127
'[13:05:10.144]',1.015,0.360,0.745,0.198,2.023,54.559,0.557
'[13:05:10.152]',1.000,0.370,0.760,0.201,1.926,56.806,1.182
'[13:05:10.160]',0.990,0.380,0.760,0.203,1.828,60.567,1.807
'[13:05:10.168]',0.975,0.395,0.770,0.205,1.733,65.695,2.188
'[13:05:10.176]',0.970,0.400,0.760,0.208,1.642,71.850,2.432
'[13:05:10.184]',0.960,0.415,0.765,0.209,1.557,78.444,2.559
'[13:05:10.192]',0.960,0.415,0.760,0.211,1.479,84.842,2.618
'[13:05:10.200]',0.955,0.425,0.770,0.212,1.408,90.557,2.745
'[13:05:10.208]',0.965,0.415,0.760,0.213,1.343,95.246,2.999
'[13:05:10.216]',0.960,0.415,0.770,0.213,1.294,98.812,3.370
'[13:05:10.224]',0.965,0.410,0.760,0.214,1.256,101.352,3.683
'[13:05:10.232]',0.960,0.415,0.765,0.214,1.220,102.719,3.868
'[13:05:10.240]',0.965,0.405,0.755,0.214,1.189,103.110,3.995
'[13:05:10.248]',0.970,0.415,0.770,0.213,1.163,102.573,4.064
'[13:05:10.256]',0.970,0.410,0.770,0.212,1.143,101.107,3.995
'[13:05:10.264]',0.965,0.415,0.770,0.211,1.129,99.007,3.937
'[13:05:10.272]',0.980,0.400,0.780,0.211,1.121,96.467,3.868
'[13:05:10.280]',1.000,0.395,0.790,0.210,1.117,93.732,3.810
'[13:05:10.288]',1.020,0.385,0.785,0.209,1.115,90.948,3.995
'[13:05:10.296]',1.030,0.380,0.785,0.207,1.114,88.115,4.376
'[13:05:10.304]',1.025,0.375,0.775,0.206,1.111,85.282,5.060
'[13:05:10.312]',1.000,0.370,0.765,0.205,1.110,82.547,5.812
'[13:05:10.320]',0.975,0.400,0.755,0.204,1.111,79.860,6.438
'[13:05:10.328]',0.950,0.415,0.745,0.202,1.110,77.369,6.623
'[13:05:10.336]',0.940,0.430,0.735,0.200,1.107,74.927,6.496
'[13:05:10.344]',0.935,0.425,0.725,0.198,1.102,72.680,6.057
'[13:05:10.352]',0.925,0.435,0.730,0.196,1.096,70.433,5.558
'[13:05:10.360]',0.930,0.430,0.725,0.194,1.088,68.284,5.187
'[13:05:10.368]',0.925,0.435,0.740,0.193,1.079,66.184,5.119
'[13:05:10.376]',0.925,0.430,0.730,0.193,1.068,64.132,5.246
'[13:05:10.384]',0.915,0.440,0.750,0.192,1.054,62.179,5.558
'[13:05:10.392]',0.910,0.395,0.770,0.192,1.037,60.567,5.930
'[13:05:10.400]',1.135,0.245,0.865,0.191,1.022,59.150,6.438
'[13:05:10.408]',1.500,-0.015,0.930,0.191,1.011,58.027,6.867
'[13:05:10.416]',1.485,-0.035,0.910,0.191,1.011,57.294,7.248
'[13:05:10.424]',1.150,0.365,0.730,0.191,1.024,56.757,7.434
'[13:05:10.432]',0.960,0.445,0.600,0.191,1.057,56.415,7.375
'[13:05:10.440]',0.905,0.435,0.630,0.191,1.112,56.220,7.307
'[13:05:10.448]',0.880,0.455,0.680,0.192,1.195,56.171,7.307
'[13:05:10.456]',0.885,0.455,0.695,0.193,1.308,56.366,7.307
'[13:05:10.464]',0.885,0.460,0.710,0.194,1.452,56.610,7.121
'[13:05:10.472]',0.890,0.450,0.715,0.195,1.622,57.050,6.809
'[13:05:10.480]',0.895,0.455,0.710,0.196,1.808,57.490,6.242
'[13:05:10.488]',0.900,0.445,0.725,0.197,2.001,57.880,5.617
'[13:05:10.496]',0.900,0.450,0.720,0.198,2.189,58.222,4.875
'[13:05:10.504]',0.905,0.435,0.730,0.199,2.361,58.564,3.937
'[13:05:10.512]',0.910,0.435,0.720,0.201,2.494,58.759,3.058
'[13:05:10.520]',0.915,0.440,0.730,0.202,2.594,58.857,2.559
'[13:05:10.528]',0.920,0.430,0.720,0.203,2.682,58.906,2.618
'[13:05:10.536]',0.930,0.425,0.730,0.204,2.749,58.906,3.370
'[13:05:10.544]',0.940,0.415,0.725,0.205,2.790,58.662,4.562
'[13:05:10.552]',0.950,0.415,0.735,0.207,2.807,58.369,5.685
'[13:05:10.560]',0.950,0.400,0.720,0.209,2.804,57.929,6.369
'[13:05:10.568]',0.955,0.405,0.730,0.211,2.778,57.441,6.242
'[13:05:10.576]',0.970,0.380,0.725,0.213,2.736,56.903,5.373
'[13:05:10.584]',0.975,0.375,0.730,0.215,2.681,56.415,3.937
'[13:05:10.592]',0.990,0.360,0.725,0.217,2.614,55.878,2.305
'[13:05:10.600]',1.000,0.355,0.730,0.220,2.537,55.292,0.811
'[13:05:10.608]',1.010,0.340,0.725,0.222,2.454,54.803,-0.313
'[13:05:10.616]',1.020,0.345,0.740,0.225,2.374,54.315,-0.938
'[13:05:10.624]',1.020,0.340,0.735,0.228,2.297,53.777,-1.065
'[13:05:10.632]',1.020,0.345,0.745,0.231,2.211,53.484,-0.625
'[13:05:10.640]',1.025,0.340,0.745,0.234,2.120,53.631,0.000
'[13:05:10.648]',1.015,0.360,0.755,0.237,2.025,54.559,0.742
'[13:05:10.656]',1.000,0.365,0.765,0.241,1.931,56.757,1.436
'[13:05:10.664]',0.990,0.385,0.760,0.243,1.838,60.420,1.993
'[13:05:10.672]',0.980,0.390,0.770,0.246,1.745,65.598,2.305
'[13:05:10.680]',0.970,0.405,0.765,0.248,1.654,71.850,2.559
'[13:05:10.688]',0.965,0.410,0.770,0.251,1.568,78.541,2.813
'[13:05:10.696]',0.960,0.405,0.755,0.253,1.487,84.989,3.185
'[13:05:10.704]',0.960,0.415,0.765,0.255,1.413,90.801,3.556
'[13:05:10.712]',0.965,0.410,0.755,0.256,1.356,95.637,3.995
'[13:05:10.720]',0.965,0.415,0.760,0.257,1.309,99.300,4.494
'[13:05:10.728]',0.970,0.410,0.755,0.258,1.263,101.889,5.002
'[13:05:10.736]',0.960,0.415,0.760,0.259,1.223,103.354,5.373
'[13:05:10.744]',0.970,0.405,0.750,0.259,1.190,103.794,5.617
'[13:05:10.752]',0.965,0.415,0.770,0.259,1.163,103.256,5.558
'[13:05:10.760]',0.975,0.410,0.765,0.259,1.143,101.791,5.246
'[13:05:10.768]',0.975,0.415,0.770,0.259,1.128,99.740,4.806
'[13:05:10.776]',0.985,0.400,0.770,0.259,1.116,97.249,4.376
'[13:05:10.784]',1.005,0.400,0.785,0.259,1.108,94.562,4.249
'[13:05:10.792]',1.025,0.380,0.775,0.260,1.103,91.729,4.562
'[13:05:10.800]',1.035,0.375,0.780,0.260,1.100,88.847,5.246
'[13:05:10.808]',1.035,0.365,0.770,0.262,1.099,86.063,6.242
'[13:05:10.816]',1.015,0.385,0.770,0.264,1.100,83.279,7.180
'[13:05:10.824]',0.985,0.390,0.745,0.266,1.101,80.739,7.747
'[13:05:10.832]',0.955,0.415,0.745,0.269,1.098,78.248,7.805
'[13:05:10.840]',0.945,0.420,0.725,0.271,1.094,75.855,7.493
'[13:05:10.848]',0.930,0.435,0.720,0.275,1.088,73.608,6.994
'[13:05:10.856]',0.935,0.420,0.725,0.278,1.083,71.410,6.623
'[13:05:10.864]',0.930,0.430,0.720,0.282,1.078,69.261,6.311
'[13:05:10.872]',0.930,0.435,0.725,0.288,1.070,67.112,6.242
'[13:05:10.880]',0.925,0.425,0.720,0.294,1.060,65.060,6.438
'[13:05:10.888]',0.920,0.435,0.740,0.302,1.045,63.107,6.809
'[13:05:10.896]',0.915,0.410,0.765,0.310,1.030,61.446,7.248
'[13:05:10.904]',1.115,0.270,0.850,0.318,1.017,59.981,7.747
'[13:05:10.912]',1.500,0.030,0.930,0.327,1.009,58.857,8.186
'[13:05:10.920]',1.500,-0.020,0.900,0.336,1.009,58.027,8.430
'[13:05:10.928]',1.185,0.345,0.720,0.345,1.019,57.441,8.557
'[13:05:10.936]',0.970,0.430,0.585,0.356,1.047,57.001,8.499
'[13:05:10.944]',0.900,0.435,0.615,0.367,1.100,56.757,8.430
'[13:05:10.952]',0.880,0.455,0.670,0.380,1.184,56.757,8.430
'[13:05:10.960]',0.885,0.455,0.690,0.394,1.300,56.855,8.430
'[13:05:10.968]',0.880,0.460,0.705,0.409,1.446,57.099,8.372
'[13:05:10.976]',0.885,0.455,0.700,0.425,1.617,57.490,8.245
'[13:05:10.984]',0.885,0.460,0.715,0.443,1.804,57.880,8.001
'[13:05:10.992]',0.895,0.450,0.705,0.460,1.998,58.369,7.561
'[13:05:11.000]',0.895,0.455,0.715,0.476,2.186,58.808,6.809
'[13:05:11.008]',0.905,0.445,0.720,0.492,2.359,59.150,5.930
'[13:05:11.016]',0.905,0.450,0.720,0.506,2.493,59.443,5.246
'[13:05:11.024]',0.910,0.435,0.720,0.521,2.593,59.590,4.875
'[13:05:11.032]',0.915,0.435,0.725,0.538,2.683,59.687,5.002
'[13:05:11.040]',0.925,0.425,0.720,0.554,2.752,59.687,5.558
'[13:05:11.048]',0.925,0.425,0.725,0.572,2.796,59.541,6.438
'[13:05:11.056]',0.930,0.415,0.720,0.590,2.814,59.297,7.248
'[13:05:11.064]',0.930,0.415,0.725,0.606,2.811,58.906,7.688
'[13:05:11.072]',0.950,0.400,0.735,0.622,2.790,58.466,7.561
'[13:05:11.080]',0.950,0.395,0.725,0.637,2.753,58.027,6.994
'[13:05:11.088]',0.965,0.385,0.740,0.652,2.702,57.587,5.998
'[13:05:11.096]',0.975,0.380,0.730,0.668,2.639,57.099,4.875
'[13:05:11.104]',0.980,0.365,0.740,0.684,2.567,56.610,3.683
'[13:05:11.112]',0.990,0.365,0.735,0.701,2.496,56.122,2.686
'[13:05:11.120]',1.000,0.355,0.745,0.718,2.422,55.536,1.876
'[13:05:11.128]',1.005,0.350,0.735,0.736,2.338,55.047,1.495
'[13:05:11.136]',1.010,0.365,0.745,0.754,2.245,54.657,1.563
'[13:05:11.144]',1.015,0.355,0.745,0.773,2.149,54.803,1.993
'[13:05:11.152]',1.000,0.370,0.760,0.792,2.052,55.731,2.618
'[13:05:11.160]',0.995,0.375,0.755,0.808,1.956,57.929,3.370
'[13:05:11.168]',0.985,0.390,0.770,0.825,1.862,61.739,3.937
'[13:05:11.176]',0.975,0.390,0.765,0.839,1.769,67.112,4.181
'[13:05:11.184]',0.970,0.415,0.770,0.854,1.678,73.510,4.181
'[13:05:11.192]',0.960,0.410,0.760,0.870,1.592,80.251,3.995
'[13:05:11.200]',0.955,0.415,0.765,0.885,1.511,86.747,3.868
'[13:05:11.208]',0.965,0.410,0.755,0.901,1.438,92.413,3.995
'[13:05:11.216]',0.955,0.420,0.765,0.917,1.381,97.102,4.249
'[13:05:11.224]',0.965,0.410,0.760,0.931,1.335,100.717,4.748
'[13:05:11.232]',0.960,0.415,0.760,0.945,1.289,103.256,5.373
'[13:05:11.240]',0.970,0.400,0.750,0.957,1.247,104.722,5.871
'[13:05:11.248]',0.965,0.410,0.755,0.969,1.212,105.308,6.184
'[13:05:11.256]',0.970,0.400,0.765,0.980,1.183,104.819,6.242
'[13:05:11.264]',0.975,0.405,0.770,0.991,1.158,103.550,6.184
'[13:05:11.272]',0.975,0.410,0.775,0.995,1.139,101.596,5.998
'[13:05:11.280]',0.970,0.405,0.770,1.000,1.127,99.251,5.871
'[13:05:11.288]',1.000,0.390,0.790,1.000,1.122,96.565,5.871
'[13:05:11.296]',1.020,0.385,0.780,1.000,1.119,93.781,6.057
'[13:05:11.304]',1.035,0.370,0.790,1.000,1.118,90.948,6.496
'[13:05:11.312]',1.035,0.365,0.770,1.000,1.119,88.115,7.121
'[13:05:11.320]',1.015,0.375,0.775,1.000,1.122,85.282,7.747
'[13:05:11.328]',0.985,0.390,0.750,1.000,1.124,82.595,8.118
'[13:05:11.336]',0.965,0.410,0.745,1.000,1.125,80.055,8.118
'[13:05:11.344]',0.940,0.415,0.725,1.000,1.124,77.613,7.805
'[13:05:11.352]',0.935,0.430,0.730,1.000,1.120,75.366,7.620
'[13:05:11.360]',0.935,0.420,0.720,1.000,1.114,73.168,7.493
'[13:05:11.368]',0.930,0.430,0.730,1.000,1.107,71.068,7.434
'[13:05:11.376]',0.925,0.425,0.720,1.000,1.099,68.919,7.434
'[13:05:11.384]',0.925,0.435,0.725,1.000,1.089,66.868,7.493
'[13:05:11.392]',0.925,0.430,0.735,1.000,1.078,64.865,7.688
'[13:05:11.400]',0.920,0.410,0.780,1.000,1.065,63.107,8.001
'[13:05:11.408]',1.090,0.285,0.850,1.000,1.051,61.592,8.313
'[13:05:11.416]',1.480,0.070,0.945,1.000,1.043,60.420,8.684
'[13:05:11.424]',1.500,-0.020,0.905,1.000,1.043,59.492,8.997
'[13:05:11.432]',1.255,0.300,0.740,1.000,1.055,58.808,9.251
'[13:05:11.440]',1.005,0.405,0.575,1.000,1.088,58.320,9.251
'[13:05:11.448]',0.915,0.430,0.620,1.000,1.148,58.027,9.251
'[13:05:11.456]',0.880,0.440,0.675,1.000,1.239,57.929,9.251
'[13:05:11.464]',0.880,0.455,0.700,1.000,1.367,57.978,9.310
'[13:05:11.472]',0.885,0.450,0.705,1.000,1.527,58.222,9.437
'[13:05:11.480]',0.880,0.460,0.710,1.000,1.713,58.466,9.437
'[13:05:11.488]',0.885,0.455,0.715,1.000,1.916,58.906,9.124
'[13:05:11.496]',0.885,0.445,0.705,1.000,2.124,59.297,8.245
'[13:05:11.504]',0.895,0.455,0.720,1.000,2.327,59.736,6.994
'[13:05:11.512]',0.905,0.440,0.715,1.000,2.494,60.029,5.871
'[13:05:11.520]',0.900,0.455,0.725,1.000,2.629,60.322,5.119
'[13:05:11.528]',0.910,0.435,0.720,1.000,2.758,60.469,4.933
'[13:05:11.536]',0.915,0.430,0.730,1.000,2.866,60.567,5.246
'[13:05:11.544]',0.920,0.425,0.720,1.000,2.946,60.469,5.930
'[13:05:11.552]',0.925,0.435,0.730,1.000,2.996,60.322,6.682
'[13:05:11.560]',0.935,0.415,0.725,1.000,3.017,59.981,7.248
'[13:05:11.568]',0.935,0.415,0.735,1.000,3.012,59.541,7.434
'[13:05:11.576]',0.940,0.405,0.735,1.000,2.987,59.004,7.063
'[13:05:11.584]',0.940,0.410,0.745,1.000,2.944,58.418,6.311
'[13:05:11.592]',0.955,0.390,0.740,1.000,2.888,57.783,5.373
'[13:05:11.600]',0.965,0.390,0.745,1.000,2.820,57.245,4.494
'[13:05:11.608]',0.980,0.365,0.740,1.000,2.744,56.610,3.683
'[13:05:11.616]',0.985,0.365,0.745,1.000,2.669,56.122,3.058
'[13:05:11.624]',1.000,0.355,0.750,1.000,2.593,55.536,2.686
'[13:05:11.632]',1.000,0.365,0.745,1.000,2.507,55.047,2.501
'[13:05:11.640]',1.005,0.350,0.755,1.000,2.414,54.657,2.501
'[13:05:11.648]',1.000,0.355,0.750,1.000,2.318,54.657,2.559
'[13:05:11.656]',1.000,0.365,0.770,1.000,2.216,55.487,2.745
'[13:05:11.664]',0.990,0.375,0.765,1.000,2.112,57.538,2.999
'[13:05:11.672]',0.985,0.380,0.770,1.000,2.009,61.153,3.243
'[13:05:11.680]',0.975,0.395,0.765,1.000,1.907,66.281,3.497
'[13:05:11.688]',0.970,0.405,0.770,1.000,1.809,72.631,3.624
'[13:05:11.696]',0.965,0.400,0.760,1.000,1.715,79.469,3.683
