'Time','II','AVR','V','RESP','PLETH','ABP','PAP','CVP'
'[01:23:42.096]',0.340,0.855,0.485,0.209,1.162,103.012,27.372,5.744
'[01:23:42.104]',0.335,0.855,0.485,0.207,1.153,102.621,27.313,5.930
'[01:23:42.112]',0.340,0.845,0.485,0.205,1.148,101.693,27.245,6.125
'[01:23:42.120]',0.345,0.845,0.485,0.202,1.144,100.375,27.186,6.242
'[01:23:42.128]',0.340,0.845,0.485,0.199,1.138,98.860,27.060,6.369
'[01:23:42.136]',0.340,0.845,0.485,0.196,1.131,97.297,26.874,6.496
'[01:23:42.144]',0.340,0.845,0.490,0.192,1.123,95.686,26.561,6.555
'[01:23:42.152]',0.340,0.845,0.490,0.189,1.116,94.123,26.063,6.555
'[01:23:42.160]',0.340,0.840,0.500,0.185,1.109,92.608,25.438,6.555
'[01:23:42.168]',0.340,0.840,0.495,0.182,1.101,91.045,24.627,6.623
'[01:23:42.176]',0.340,0.840,0.500,0.178,1.091,89.629,23.621,6.623
'[01:23:42.184]',0.340,0.840,0.495,0.176,1.078,88.164,22.439,6.682
'[01:23:42.192]',0.340,0.840,0.500,0.173,1.064,86.796,21.306,6.750
'[01:23:42.200]',0.345,0.830,0.490,0.172,1.049,85.379,20.563,6.809
'[01:23:42.208]',0.345,0.830,0.495,0.171,1.040,83.914,20.182,6.867
'[01:23:42.216]',0.360,0.820,0.510,0.170,1.040,82.351,19.870,6.867
'[01:23:42.224]',0.370,0.820,0.515,0.170,1.056,80.690,19.557,6.936
'[01:23:42.232]',0.390,0.805,0.530,0.171,1.098,78.932,19.186,6.994
'[01:23:42.240]',0.395,0.800,0.535,0.172,1.177,77.223,18.873,6.994
'[01:23:42.248]',0.400,0.795,0.545,0.173,1.298,75.806,18.688,7.063
'[01:23:42.256]',0.410,0.785,0.550,0.174,1.460,74.634,18.561,7.063
'[01:23:42.264]',0.415,0.775,0.555,0.176,1.656,73.657,18.746,7.063
'[01:23:42.272]',0.400,0.780,0.535,0.178,1.872,72.973,19.313,7.063
'[01:23:42.280]',0.410,0.775,0.530,0.179,2.092,72.387,20.182,7.063
'[01:23:42.288]',0.400,0.770,0.505,0.181,2.300,71.850,21.120,6.994
'[01:23:42.296]',0.390,0.775,0.490,0.183,2.487,71.361,22.058,6.936
'[01:23:42.304]',0.380,0.790,0.490,0.184,2.645,70.873,22.751,6.809
'[01:23:42.312]',0.355,0.810,0.490,0.186,2.759,70.433,23.064,6.682
'[01:23:42.320]',0.335,0.825,0.485,0.188,2.838,70.091,22.996,6.555
'[01:23:42.328]',0.325,0.835,0.485,0.190,2.904,69.798,22.556,6.438
'[01:23:42.336]',0.320,0.840,0.485,0.192,2.951,69.505,21.872,6.311
'[01:23:42.344]',0.320,0.840,0.485,0.194,2.979,69.261,21.120,6.311
'[01:23:42.352]',0.320,0.840,0.495,0.196,2.989,68.919,20.378,6.242
'[01:23:42.360]',0.315,0.845,0.495,0.197,2.982,68.675,19.752,6.242
'[01:23:42.368]',0.320,0.840,0.490,0.199,2.962,68.382,19.313,6.184
'[01:23:42.376]',0.315,0.840,0.495,0.200,2.929,68.089,18.932,6.242
'[01:23:42.384]',0.320,0.835,0.495,0.201,2.887,67.796,18.561,6.311
'[01:23:42.392]',0.315,0.830,0.500,0.201,2.837,67.503,17.994,6.496
'[01:23:42.400]',0.335,0.815,0.535,0.201,2.781,67.161,17.310,6.750
'[01:23:42.408]',0.355,0.755,0.545,0.201,2.726,66.868,16.626,6.936
'[01:23:42.416]',0.425,0.565,0.590,0.202,2.672,66.526,16.060,7.063
'[01:23:42.424]',0.600,0.265,0.660,0.202,2.612,66.184,15.562,7.180
'[01:23:42.432]',0.740,-0.021,0.515,0.203,2.549,65.793,15.376,7.375
'[01:23:42.440]',0.690,-0.045,0.210,0.203,2.485,65.402,15.308,7.620
'[01:23:42.448]',0.695,0.590,0.340,0.204,2.418,65.060,15.493,7.874
'[01:23:42.456]',0.585,0.850,0.445,0.204,2.350,64.670,15.933,8.118
'[01:23:42.464]',0.465,0.860,0.470,0.204,2.279,64.377,16.626,8.313
'[01:23:42.472]',0.380,0.835,0.500,0.205,2.149,63.986,17.310,8.430
'[01:23:42.480]',0.335,0.845,0.520,0.205,1.993,63.693,17.808,8.499
'[01:23:42.488]',0.320,0.845,0.535,0.206,1.885,63.448,17.994,8.499
'[01:23:42.496]',0.320,0.845,0.535,0.207,1.801,63.155,17.935,8.372
'[01:23:42.504]',0.315,0.840,0.535,0.207,1.730,63.009,17.623,8.186
'[01:23:42.512]',0.320,0.835,0.535,0.208,1.674,62.716,17.183,7.932
'[01:23:42.520]',0.325,0.830,0.535,0.209,1.628,62.569,16.626,7.561
'[01:23:42.528]',0.325,0.830,0.545,0.209,1.582,62.276,16.001,7.121
'[01:23:42.536]',0.325,0.820,0.545,0.210,1.539,61.983,15.562,6.682
'[01:23:42.544]',0.335,0.815,0.545,0.210,1.499,61.690,15.376,6.242
'[01:23:42.552]',0.340,0.805,0.550,0.211,1.463,61.348,15.620,5.812
'[01:23:42.560]',0.340,0.795,0.555,0.212,1.432,61.055,16.314,5.431
'[01:23:42.568]',0.345,0.790,0.550,0.212,1.406,60.664,17.183,5.119
'[01:23:42.576]',0.350,0.775,0.550,0.213,1.383,60.371,17.808,4.806
'[01:23:42.584]',0.355,0.765,0.550,0.213,1.365,59.981,17.750,4.562
'[01:23:42.592]',0.360,0.760,0.555,0.214,1.348,59.736,17.056,4.376
'[01:23:42.600]',0.365,0.750,0.550,0.214,1.334,59.492,16.245,4.249
'[01:23:42.608]',0.370,0.735,0.555,0.215,1.324,59.248,15.689,4.181
'[01:23:42.616]',0.375,0.725,0.550,0.215,1.316,59.004,15.376,4.064
'[01:23:42.624]',0.385,0.700,0.550,0.216,1.306,58.759,15.376,4.064
'[01:23:42.632]',0.390,0.690,0.545,0.217,1.296,58.466,15.493,3.995
'[01:23:42.640]',0.390,0.675,0.540,0.218,1.285,58.124,15.806,3.995
'[01:23:42.648]',0.390,0.660,0.545,0.220,1.275,57.734,16.372,3.937
'[01:23:42.656]',0.390,0.655,0.540,0.221,1.264,57.441,17.310,3.810
'[01:23:42.664]',0.385,0.640,0.545,0.222,1.253,57.050,18.688,3.683
'[01:23:42.672]',0.385,0.640,0.545,0.224,1.242,56.855,20.378,3.497
'[01:23:42.680]',0.390,0.630,0.550,0.225,1.232,57.099,22.126,3.312
'[01:23:42.688]',0.390,0.630,0.550,0.226,1.220,58.369,23.933,3.243
'[01:23:42.696]',0.390,0.625,0.550,0.227,1.207,61.299,25.565,3.243
'[01:23:42.704]',0.390,0.630,0.555,0.228,1.196,65.988,27.001,3.243
'[01:23:42.712]',0.400,0.645,0.565,0.230,1.187,71.947,27.997,3.370
'[01:23:42.720]',0.405,0.675,0.580,0.231,1.179,78.004,28.623,3.497
'[01:23:42.728]',0.405,0.700,0.590,0.233,1.170,83.377,28.876,3.624
'[01:23:42.736]',0.400,0.720,0.590,0.234,1.160,87.822,28.808,3.810
'[01:23:42.744]',0.390,0.750,0.590,0.235,1.152,91.436,28.496,3.937
'[01:23:42.752]',0.380,0.770,0.585,0.236,1.143,94.513,28.124,4.064
'[01:23:42.760]',0.370,0.785,0.585,0.236,1.136,96.907,27.753,4.249
'[01:23:42.768]',0.365,0.795,0.580,0.236,1.130,98.909,27.372,4.494
'[01:23:42.776]',0.365,0.795,0.580,0.236,1.124,100.423,27.001,4.806
'[01:23:42.784]',0.365,0.795,0.580,0.236,1.119,101.596,26.747,5.060
'[01:23:42.792]',0.365,0.795,0.580,0.234,1.114,102.573,26.688,5.373
'[01:23:42.800]',0.365,0.795,0.580,0.233,1.109,103.110,26.620,5.617
'[01:23:42.808]',0.365,0.795,0.580,0.231,1.107,103.159,26.620,5.812
'[01:23:42.816]',0.365,0.800,0.580,0.229,1.106,102.670,26.620,5.998
'[01:23:42.824]',0.365,0.800,0.580,0.227,1.102,101.693,26.747,6.057
'[01:23:42.832]',0.365,0.800,0.580,0.226,1.097,100.375,26.874,6.184
'[01:23:42.840]',0.355,0.800,0.580,0.224,1.091,98.860,26.933,6.242
'[01:23:42.848]',0.355,0.805,0.580,0.222,1.084,97.249,26.874,6.369
'[01:23:42.856]',0.355,0.800,0.575,0.219,1.077,95.686,26.561,6.438
'[01:23:42.864]',0.355,0.805,0.580,0.217,1.070,94.074,26.190,6.438
'[01:23:42.872]',0.350,0.805,0.580,0.214,1.064,92.511,25.565,6.496
'[01:23:42.880]',0.355,0.805,0.580,0.212,1.057,90.997,24.744,6.496
'[01:23:42.888]',0.350,0.805,0.580,0.210,1.049,89.629,23.689,6.496
'[01:23:42.896]',0.345,0.810,0.580,0.208,1.039,88.261,22.439,6.555
'[01:23:42.904]',0.345,0.815,0.580,0.206,1.031,86.845,21.306,6.623
'[01:23:42.912]',0.345,0.815,0.580,0.205,1.024,85.428,20.563,6.682
'[01:23:42.920]',0.345,0.815,0.580,0.204,1.017,83.914,20.182,6.750
'[01:23:42.928]',0.355,0.805,0.590,0.203,1.016,82.302,19.938,6.750
'[01:23:42.936]',0.380,0.790,0.600,0.203,1.028,80.593,19.625,6.750
'[01:23:42.944]',0.390,0.785,0.610,0.203,1.065,78.883,19.244,6.809
'[01:23:42.952]',0.390,0.785,0.615,0.203,1.133,77.223,18.932,6.809
'[01:23:42.960]',0.385,0.785,0.625,0.204,1.234,75.806,18.746,6.867
'[01:23:42.968]',0.390,0.780,0.625,0.205,1.366,74.683,18.873,6.936
'[01:23:42.976]',0.380,0.785,0.620,0.206,1.523,73.803,19.313,6.994
'[01:23:42.984]',0.375,0.780,0.605,0.207,1.694,73.120,19.997,6.994
'[01:23:42.992]',0.370,0.790,0.585,0.209,1.867,72.533,20.807,6.936
'[01:23:43.000]',0.345,0.780,0.560,0.210,2.030,71.996,21.618,6.809
'[01:23:43.008]',0.335,0.810,0.555,0.212,2.160,71.508,22.185,6.750
'[01:23:43.016]',0.320,0.825,0.555,0.214,2.262,70.970,22.556,6.623
'[01:23:43.024]',0.290,0.850,0.550,0.215,2.356,70.629,22.624,6.496
'[01:23:43.032]',0.270,0.865,0.540,0.216,2.434,70.287,22.243,6.369
'[01:23:43.040]',0.260,0.870,0.540,0.217,2.493,69.994,21.687,6.311
'[01:23:43.048]',0.250,0.875,0.540,0.218,2.532,69.749,20.934,6.184
'[01:23:43.056]',0.250,0.880,0.540,0.219,2.553,69.407,20.251,6.125
'[01:23:43.064]',0.250,0.870,0.545,0.220,2.560,69.114,19.625,6.057
'[01:23:43.072]',0.255,0.870,0.550,0.221,2.553,68.870,19.186,5.998
'[01:23:43.080]',0.250,0.870,0.550,0.222,2.536,68.626,18.932,6.057
'[01:23:43.088]',0.245,0.875,0.555,0.223,2.508,68.284,18.746,6.125
'[01:23:43.096]',0.245,0.870,0.555,0.223,2.475,68.040,18.375,6.242
'[01:23:43.104]',0.235,0.870,0.565,0.224,2.438,67.747,17.750,6.438
'[01:23:43.112]',0.270,0.835,0.590,0.224,2.398,67.356,16.939,6.623
'[01:23:43.120]',0.300,0.725,0.600,0.224,2.354,67.063,16.245,6.750
'[01:23:43.128]',0.400,0.495,0.655,0.224,2.307,66.672,15.689,6.867
'[01:23:43.136]',0.600,0.180,0.685,0.224,2.258,66.281,15.376,6.994
'[01:23:43.144]',0.645,-0.005,0.370,0.224,2.207,65.940,15.308,7.180
'[01:23:43.152]',0.600,0.330,0.250,0.223,2.155,65.549,15.308,7.434
'[01:23:43.160]',0.555,0.820,0.445,0.223,2.103,65.109,15.562,7.747
'[01:23:43.168]',0.425,0.935,0.490,0.223,2.048,64.718,16.118,8.001
'[01:23:43.176]',0.320,0.910,0.520,0.223,1.992,64.425,16.812,8.186
'[01:23:43.184]',0.250,0.910,0.540,0.223,1.935,64.132,17.437,8.245
'[01:23:43.192]',0.215,0.915,0.555,0.224,1.876,63.839,17.808,8.245
'[01:23:43.200]',0.205,0.915,0.560,0.224,1.817,63.595,17.935,8.186
'[01:23:43.208]',0.200,0.920,0.570,0.224,1.765,63.448,17.681,8.059
'[01:23:43.216]',0.200,0.915,0.560,0.224,1.717,63.155,17.310,7.805
'[01:23:43.224]',0.200,0.915,0.565,0.225,1.667,62.911,16.812,7.561
'[01:23:43.232]',0.200,0.915,0.560,0.225,1.616,62.716,16.245,7.180
'[01:23:43.240]',0.200,0.905,0.565,0.226,1.569,62.472,15.689,6.750
'[01:23:43.248]',0.200,0.900,0.560,0.227,1.526,62.179,15.249,6.242
'[01:23:43.256]',0.200,0.900,0.565,0.228,1.488,61.885,15.181,5.812
'[01:23:43.264]',0.205,0.895,0.565,0.229,1.454,61.495,15.620,5.431
'[01:23:43.272]',0.205,0.891,0.570,0.230,1.424,61.104,16.431,5.119
'[01:23:43.280]',0.205,0.880,0.560,0.231,1.399,60.811,17.310,4.806
'[01:23:43.288]',0.205,0.875,0.560,0.232,1.376,60.469,17.681,4.562
'[01:23:43.296]',0.215,0.865,0.560,0.233,1.358,60.176,17.369,4.376
'[01:23:43.304]',0.225,0.855,0.555,0.233,1.344,59.932,16.499,4.249
'[01:23:43.312]',0.230,0.840,0.555,0.234,1.333,59.687,15.689,4.122
'[01:23:43.320]',0.235,0.825,0.555,0.234,1.323,59.492,15.181,4.064
'[01:23:43.328]',0.230,0.820,0.550,0.235,1.313,59.248,14.995,3.995
'[01:23:43.336]',0.230,0.805,0.550,0.236,1.303,58.906,15.122,3.995
'[01:23:43.344]',0.230,0.795,0.550,0.237,1.293,58.613,15.493,3.937
'[01:23:43.352]',0.240,0.775,0.540,0.238,1.283,58.222,16.060,3.868
'[01:23:43.360]',0.235,0.765,0.540,0.239,1.273,57.880,16.871,3.868
'[01:23:43.368]',0.235,0.750,0.540,0.240,1.262,57.490,18.121,3.751
'[01:23:43.376]',0.235,0.745,0.540,0.242,1.250,57.245,19.625,3.624
'[01:23:43.384]',0.235,0.730,0.540,0.243,1.239,57.245,21.306,3.497
'[01:23:43.392]',0.245,0.725,0.540,0.244,1.227,57.880,23.123,3.439
'[01:23:43.400]',0.245,0.720,0.545,0.245,1.214,59.736,24.871,3.497
'[01:23:43.408]',0.250,0.725,0.545,0.246,1.204,63.497,26.434,3.624
'[01:23:43.416]',0.255,0.730,0.540,0.247,1.196,68.919,27.558,3.751
'[01:23:43.424]',0.255,0.755,0.555,0.248,1.187,75.073,28.251,3.937
'[01:23:43.432]',0.255,0.785,0.565,0.249,1.176,80.886,28.564,4.122
'[01:23:43.440]',0.250,0.815,0.580,0.249,1.165,85.819,28.564,4.308
'[01:23:43.448]',0.245,0.845,0.585,0.249,1.154,89.824,28.378,4.494
'[01:23:43.456]',0.235,0.870,0.585,0.249,1.146,93.097,28.124,4.621
'[01:23:43.464]',0.225,0.891,0.580,0.248,1.138,95.881,27.870,4.806
'[01:23:43.472]',0.225,0.905,0.580,0.248,1.131,98.030,27.558,5.060
'[01:23:43.480]',0.220,0.910,0.575,0.247,1.125,99.886,27.245,5.246
'[01:23:43.488]',0.215,0.915,0.575,0.246,1.120,101.254,27.001,5.500
'[01:23:43.496]',0.215,0.915,0.575,0.244,1.116,102.377,26.933,5.685
'[01:23:43.504]',0.205,0.920,0.570,0.242,1.114,103.159,26.933,5.871
'[01:23:43.512]',0.210,0.915,0.570,0.240,1.113,103.550,26.933,5.998
'[01:23:43.520]',0.210,0.910,0.570,0.237,1.110,103.452,27.001,6.125
'[01:23:43.528]',0.215,0.905,0.575,0.236,1.106,102.719,27.001,6.125
'[01:23:43.536]',0.210,0.910,0.565,0.234,1.100,101.547,27.060,6.125
'[01:23:43.544]',0.210,0.905,0.565,0.232,1.094,100.179,27.060,6.125
'[01:23:43.552]',0.215,0.900,0.555,0.231,1.087,98.616,27.001,6.125
'[01:23:43.560]',0.215,0.910,0.555,0.229,1.081,97.053,26.815,6.125
'[01:23:43.568]',0.215,0.905,0.555,0.227,1.074,95.539,26.434,6.125
'[01:23:43.576]',0.220,0.910,0.550,0.225,1.068,94.074,25.936,6.125
'[01:23:43.584]',0.210,0.905,0.550,0.222,1.062,92.608,25.252,6.125
'[01:23:43.592]',0.205,0.910,0.550,0.220,1.055,91.192,24.314,6.125
'[01:23:43.600]',0.200,0.905,0.550,0.219,1.046,89.824,23.123,6.184
'[01:23:43.608]',0.200,0.915,0.545,0.217,1.039,88.359,21.814,6.311
'[01:23:43.616]',0.200,0.915,0.545,0.216,1.032,86.991,20.807,6.438
'[01:23:43.624]',0.200,0.915,0.545,0.215,1.023,85.477,20.251,6.496
'[01:23:43.632]',0.200,0.915,0.540,0.215,1.017,84.012,19.997,6.555
'[01:23:43.640]',0.215,0.905,0.550,0.214,1.021,82.351,19.752,6.623
'[01:23:43.648]',0.240,0.891,0.555,0.214,1.043,80.690,19.440,6.750
'[01:23:43.656]',0.245,0.885,0.560,0.214,1.093,78.932,19.127,6.809
'[01:23:43.664]',0.245,0.880,0.570,0.215,1.175,77.369,18.932,6.936
'[01:23:43.672]',0.245,0.875,0.565,0.215,1.290,76.197,19.000,7.063
'[01:23:43.680]',0.255,0.870,0.575,0.216,1.435,75.220,19.371,7.180
'[01:23:43.688]',0.240,0.880,0.560,0.218,1.599,74.438,19.997,7.248
'[01:23:43.696]',0.245,0.870,0.550,0.219,1.772,73.657,20.876,7.248
'[01:23:43.704]',0.240,0.875,0.535,0.221,1.921,73.120,21.745,7.307
'[01:23:43.712]',0.220,0.880,0.510,0.223,2.048,72.680,22.624,7.307
'[01:23:43.720]',0.195,0.900,0.505,0.224,2.176,72.240,23.308,7.248
'[01:23:43.728]',0.180,0.925,0.505,0.225,2.289,71.801,23.689,7.180
'[01:23:43.736]',0.155,0.940,0.495,0.226,2.383,71.410,23.689,7.121
'[01:23:43.744]',0.135,0.960,0.490,0.228,2.455,71.068,23.377,6.994
'[01:23:43.752]',0.130,0.960,0.485,0.229,2.505,70.726,22.810,6.936
'[01:23:43.760]',0.125,0.965,0.485,0.231,2.538,70.433,22.126,6.867
'[01:23:43.768]',0.125,0.960,0.480,0.232,2.553,70.189,21.501,6.867
'[01:23:43.776]',0.125,0.965,0.480,0.234,2.554,69.945,20.934,6.936
'[01:23:43.784]',0.125,0.965,0.480,0.236,2.543,69.749,20.622,6.936
'[01:23:43.792]',0.130,0.960,0.485,0.238,2.521,69.407,20.436,6.994
'[01:23:43.800]',0.130,0.956,0.480,0.240,2.492,69.114,20.251,7.121
'[01:23:43.808]',0.130,0.960,0.485,0.242,2.458,68.821,19.870,7.307
'[01:23:43.816]',0.125,0.940,0.480,0.245,2.422,68.675,19.371,7.561
'[01:23:43.824]',0.155,0.910,0.510,0.248,2.381,68.431,18.746,7.747
'[01:23:43.832]',0.190,0.785,0.530,0.252,2.336,67.991,18.121,8.001
'[01:23:43.840]',0.315,0.545,0.605,0.256,2.289,67.551,17.681,8.186
'[01:23:43.848]',0.525,0.245,0.640,0.260,2.240,67.258,17.310,8.372
'[01:23:43.856]',0.560,0.120,0.270,0.265,2.192,66.868,17.183,8.557
'[01:23:43.864]',0.525,0.475,0.175,0.269,2.141,66.526,17.437,8.811
'[01:23:43.872]',0.455,0.905,0.355,0.274,2.088,66.233,17.877,9.124
'[01:23:43.880]',0.325,0.985,0.400,0.280,2.033,65.940,18.434,9.368
'[01:23:43.888]',0.220,0.970,0.430,0.285,1.978,65.695,19.127,9.495
'[01:23:43.896]',0.160,0.965,0.455,0.292,1.920,65.353,19.752,9.564
'[01:23:43.904]',0.125,0.980,0.470,0.299,1.868,65.158,20.182,9.564
'[01:23:43.912]',0.115,0.985,0.475,0.307,1.819,64.914,20.309,9.564
'[01:23:43.920]',0.115,0.980,0.470,0.316,1.766,64.670,20.251,9.437
'[01:23:43.928]',0.125,0.970,0.475,0.325,1.713,64.474,19.870,9.310
'[01:23:43.936]',0.125,0.965,0.470,0.335,1.660,64.230,19.440,9.056
'[01:23:43.944]',0.130,0.960,0.475,0.344,1.611,64.035,18.873,8.684
'[01:23:43.952]',0.125,0.960,0.480,0.354,1.566,63.839,18.307,8.313
'[01:23:43.960]',0.130,0.956,0.480,0.363,1.527,63.595,17.994,7.932
'[01:23:43.968]',0.145,0.945,0.480,0.372,1.491,63.302,17.935,7.493
'[01:23:43.976]',0.150,0.935,0.485,0.382,1.459,63.009,18.307,7.121
'[01:23:43.984]',0.155,0.935,0.480,0.392,1.432,62.667,19.000,6.809
'[01:23:43.992]',0.155,0.925,0.480,0.403,1.409,62.276,19.811,6.555
'[01:23:44.000]',0.160,0.915,0.475,0.414,1.389,61.934,19.938,6.311
'[01:23:44.008]',0.155,0.915,0.480,0.424,1.374,61.592,19.127,6.125
'[01:23:44.016]',0.160,0.900,0.480,0.434,1.363,61.299,17.808,5.998
'[01:23:44.024]',0.170,0.885,0.470,0.444,1.351,61.006,16.685,5.871
'[01:23:44.032]',0.175,0.870,0.470,0.453,1.340,60.664,16.314,5.812
'[01:23:44.040]',0.175,0.860,0.470,0.463,1.330,60.420,16.626,5.744
'[01:23:44.048]',0.185,0.845,0.470,0.473,1.321,60.127,17.437,5.617
'[01:23:44.056]',0.180,0.835,0.475,0.483,1.311,59.785,18.502,5.500
'[01:23:44.064]',0.180,0.820,0.480,0.494,1.300,59.492,19.557,5.373
'[01:23:44.072]',0.185,0.810,0.475,0.505,1.290,59.101,20.749,5.246
'[01:23:44.080]',0.195,0.800,0.470,0.515,1.281,58.662,22.126,5.060
'[01:23:44.088]',0.195,0.790,0.470,0.526,1.271,58.369,23.621,4.806
'[01:23:44.096]',0.200,0.780,0.480,0.537,1.261,58.320,25.311,4.494
'[01:23:44.104]',0.205,0.775,0.480,0.545,1.253,59.053,26.933,4.249
'[01:23:44.112]',0.210,0.775,0.480,0.554,1.246,61.251,28.437,4.181
'[01:23:44.120]',0.210,0.780,0.485,0.561,1.238,65.500,29.687,4.181
'[01:23:44.128]',0.215,0.795,0.490,0.569,1.228,71.312,30.557,4.249
'[01:23:44.136]',0.220,0.815,0.495,0.575,1.218,77.760,31.065,4.376
'[01:23:44.144]',0.225,0.840,0.505,0.581,1.209,83.719,31.182,4.562
'[01:23:44.152]',0.225,0.860,0.495,0.587,1.200,88.750,31.065,4.748
'[01:23:44.160]',0.220,0.885,0.500,0.593,1.193,92.755,30.752,4.933
'[01:23:44.168]',0.215,0.900,0.490,0.597,1.186,95.979,30.371,5.060
'[01:23:44.176]',0.210,0.920,0.500,0.601,1.180,98.567,30.059,5.304
'[01:23:44.184]',0.200,0.930,0.495,0.602,1.175,100.619,29.687,5.558
'[01:23:44.192]',0.200,0.935,0.495,0.605,1.170,102.182,29.433,5.812
'[01:23:44.200]',0.200,0.935,0.485,0.605,1.165,103.501,29.248,6.125
'[01:23:44.208]',0.200,0.935,0.485,0.605,1.162,104.429,29.121,6.369
'[01:23:44.216]',0.200,0.935,0.485,0.604,1.160,105.015,29.121,6.623
'[01:23:44.224]',0.200,0.935,0.475,0.603,1.156,105.113,29.248,6.809
'[01:23:44.232]',0.195,0.935,0.475,0.601,1.152,104.722,29.502,6.936
'[01:23:44.240]',0.200,0.935,0.475,0.599,1.146,103.843,29.873,6.994
'[01:23:44.248]',0.200,0.930,0.480,0.596,1.139,102.621,30.059,7.063
'[01:23:44.256]',0.205,0.925,0.475,0.593,1.131,101.107,30.127,7.180
'[01:23:44.264]',0.210,0.920,0.470,0.590,1.123,99.495,30.000,7.180
'[01:23:44.272]',0.210,0.920,0.465,0.587,1.115,97.932,29.560,7.180
'[01:23:44.280]',0.210,0.920,0.470,0.584,1.108,96.369,28.876,7.180
'[01:23:44.288]',0.200,0.930,0.470,0.581,1.100,94.806,28.066,7.121
'[01:23:44.296]',0.200,0.925,0.470,0.579,1.091,93.292,27.060,7.121
'[01:23:44.304]',0.200,0.920,0.465,0.576,1.085,91.876,26.063,7.121
'[01:23:44.312]',0.205,0.915,0.465,0.574,1.078,90.508,25.057,7.180
'[01:23:44.320]',0.210,0.925,0.465,0.572,1.066,89.189,24.246,7.307
'[01:23:44.328]',0.205,0.920,0.465,0.571,1.052,87.871,23.748,7.375
'[01:23:44.336]',0.210,0.920,0.460,0.570,1.037,86.503,23.562,7.493
'[01:23:44.344]',0.225,0.910,0.465,0.570,1.028,85.038,23.494,7.561
'[01:23:44.352]',0.240,0.900,0.470,0.570,1.032,83.377,23.250,7.561
'[01:23:44.360]',0.255,0.895,0.485,0.571,1.058,81.618,22.937,7.688
'[01:23:44.368]',0.260,0.895,0.495,0.573,1.113,79.860,22.556,7.805
'[01:23:44.376]',0.265,0.900,0.500,0.576,1.203,78.248,22.312,7.932
'[01:23:44.384]',0.270,0.885,0.495,0.580,1.326,76.881,22.243,8.001
'[01:23:44.392]',0.280,0.875,0.500,0.585,1.477,75.806,22.497,8.118
'[01:23:44.400]',0.275,0.875,0.485,0.590,1.646,74.976,22.996,8.245
'[01:23:44.408]',0.270,0.870,0.485,0.595,1.798,74.438,23.748,8.313
'[01:23:44.416]',0.265,0.875,0.465,0.601,1.935,73.901,24.559,8.372
'[01:23:44.424]',0.250,0.870,0.440,0.607,2.076,73.413,25.311,8.313
'[01:23:44.432]',0.245,0.885,0.435,0.612,2.207,72.973,25.809,8.245
'[01:23:44.440]',0.220,0.915,0.440,0.617,2.319,72.631,25.936,8.118
'[01:23:44.448]',0.200,0.925,0.425,0.623,2.407,72.240,25.750,8.001
'[01:23:44.456]',0.180,0.945,0.425,0.628,2.471,71.947,25.252,7.932
'[01:23:44.464]',0.185,0.940,0.430,0.634,2.515,71.654,24.559,7.805
'[01:23:44.472]',0.185,0.940,0.425,0.639,2.542,71.410,23.807,7.747
'[01:23:44.480]',0.185,0.940,0.435,0.645,2.551,71.117,23.064,7.620
'[01:23:44.488]',0.190,0.935,0.430,0.650,2.547,70.873,22.439,7.493
'[01:23:44.496]',0.190,0.940,0.435,0.656,2.532,70.677,21.931,7.375
'[01:23:44.504]',0.195,0.935,0.430,0.661,2.508,70.433,21.687,7.307
'[01:23:44.512]',0.190,0.935,0.435,0.666,2.478,70.189,21.374,7.248
'[01:23:44.520]',0.190,0.925,0.435,0.671,2.535,69.847,20.876,7.248
'[01:23:44.528]',0.205,0.910,0.465,0.677,2.630,69.603,20.182,7.248
'[01:23:44.536]',0.240,0.850,0.485,0.682,2.648,69.310,19.440,7.307
'[01:23:44.544]',0.320,0.680,0.545,0.688,2.626,68.919,18.815,7.307
'[01:23:44.552]',0.500,0.420,0.655,0.694,2.583,68.528,18.307,7.248
'[01:23:44.560]',0.685,0.170,0.670,0.699,2.530,68.040,17.994,7.248
'[01:23:44.568]',0.645,0.140,0.250,0.705,2.471,67.551,17.994,7.307
'[01:23:44.576]',0.610,0.680,0.240,0.711,2.410,67.063,18.189,7.561
'[01:23:44.584]',0.490,0.925,0.365,0.716,2.345,66.477,18.561,7.805
'[01:23:44.592]',0.370,0.940,0.390,0.721,2.279,66.037,18.932,8.001
'[01:23:44.600]',0.280,0.915,0.420,0.725,2.218,65.598,19.313,8.059
'[01:23:44.608]',0.230,0.930,0.440,0.729,2.158,65.158,19.498,8.059
'[01:23:44.616]',0.205,0.930,0.450,0.731,2.092,64.816,19.371,8.001
'[01:23:44.624]',0.205,0.935,0.455,0.734,2.021,64.425,19.244,8.001
'[01:23:44.632]',0.205,0.925,0.450,0.736,1.948,64.132,19.127,8.001
'[01:23:44.640]',0.210,0.920,0.460,0.738,1.877,63.790,18.873,7.932
'[01:23:44.648]',0.210,0.915,0.450,0.739,1.808,63.595,18.502,7.747
'[01:23:44.656]',0.210,0.915,0.460,0.740,1.745,63.351,18.121,7.434
'[01:23:44.664]',0.220,0.905,0.460,0.739,1.687,63.107,17.750,7.121
'[01:23:44.672]',0.225,0.900,0.465,0.739,1.635,62.862,17.623,6.750
'[01:23:44.680]',0.230,0.891,0.470,0.736,1.590,62.569,17.681,6.438
