"'Time','I','II','AVR','V','RESP','PLETH','ABP'"
"'[16:46:54.696]',-,0.189,0.650,0.859,0.231,0.381,70.600"
"'[16:46:54.704]',-,0.166,0.660,0.834,0.229,0.378,73.924"
"'[16:46:54.712]',-,0.145,0.670,0.820,0.227,0.376,77.445"
"'[16:46:54.720]',-,0.121,0.676,0.789,0.226,0.375,81.160"
"'[16:46:54.728]',-,0.096,0.689,0.779,0.224,0.373,85.072"
"'[16:46:54.736]',-,0.076,0.695,0.766,0.223,0.371,89.179"
"'[16:46:54.744]',-,0.064,0.699,0.770,0.222,0.370,93.481"
"'[16:46:54.752]',-,0.055,0.709,0.754,0.221,0.370,97.197"
"'[16:46:54.760]',-,0.055,0.709,0.775,0.221,0.370,100.130"
"'[16:46:54.768]',-,0.051,0.721,0.785,0.220,0.369,102.477"
"'[16:46:54.776]',-,0.061,0.715,0.811,0.220,0.368,104.042"
"'[16:46:54.784]',-,0.055,0.725,0.824,0.220,0.368,105.215"
"'[16:46:54.792]',-,0.064,0.721,0.840,0.220,0.368,106.193"
"'[16:46:54.800]',-,0.070,0.725,0.844,0.220,0.368,106.975"
"'[16:46:54.808]',-,0.076,0.715,0.844,0.220,0.369,107.171"
"'[16:46:54.816]',-,0.064,0.725,0.844,0.220,0.369,106.780"
"'[16:46:54.824]',-,0.064,0.730,0.844,0.220,0.370,105.606"
"'[16:46:54.832]',-,0.064,0.730,0.844,0.220,0.370,104.237"
"'[16:46:54.840]',-,0.070,0.721,0.844,0.221,0.370,102.477"
"'[16:46:54.848]',-,0.064,0.730,0.850,0.221,0.370,100.717"
"'[16:46:54.856]',-,0.064,0.721,0.840,0.222,0.370,98.957"
"'[16:46:54.864]',-,0.061,0.725,0.834,0.224,0.370,97.197"
"'[16:46:54.872]',-,0.051,0.730,0.824,0.225,0.370,95.241"
"'[16:46:54.880]',-,0.041,0.740,0.830,0.226,0.370,93.286"
"'[16:46:54.888]',-,0.025,0.744,0.799,0.227,0.371,90.939"
"'[16:46:54.896]',-,0.020,0.744,0.795,0.228,0.374,88.396"
"'[16:46:54.904]',-,0.016,0.744,0.779,0.229,0.378,85.854"
"'[16:46:54.912]',-,0.020,0.740,0.785,0.229,0.382,82.921"
"'[16:46:54.920]',-,0.016,0.744,0.785,0.230,0.384,80.183"
"'[16:46:54.928]',-,0.031,0.734,0.799,0.231,0.388,77.640"
"'[16:46:54.936]',-,0.025,0.740,0.811,0.231,0.393,75.098"
"'[16:46:54.944]',-,0.045,0.730,0.834,0.232,0.399,72.751"
"'[16:46:54.952]',-,0.051,0.734,0.844,0.232,0.407,70.600"
"'[16:46:54.960]',-,0.061,0.730,0.855,0.233,0.416,68.840"
"'[16:46:54.968]',-,0.064,0.725,0.855,0.233,0.428,67.275"
"'[16:46:54.976]',-,0.070,0.721,0.859,0.233,0.440,65.906"
"'[16:46:54.984]',-,0.055,0.734,0.865,0.233,0.454,64.733"
"'[16:46:54.992]',-,0.055,0.734,0.859,0.232,0.469,63.755"
"'[16:46:55.000]',-,0.061,0.730,0.865,0.232,0.485,63.168"
"'[16:46:55.008]',-,0.061,0.725,0.850,0.231,0.499,62.777"
"'[16:46:55.016]',-,0.051,0.730,0.865,0.231,0.509,62.386"
"'[16:46:55.024]',-,0.055,0.730,0.855,0.231,0.521,62.386"
"'[16:46:55.032]',-,0.051,0.734,0.844,0.231,0.532,62.582"
"'[16:46:55.040]',-,0.045,0.740,0.840,0.230,0.543,62.973"
"'[16:46:55.048]',-,0.031,0.734,0.824,0.229,0.553,63.364"
"'[16:46:55.056]',-,0.025,0.740,0.805,0.228,0.564,63.755"
"'[16:46:55.064]',-,0.006,0.754,0.795,0.228,0.573,64.342"
"'[16:46:55.072]',-,0.000,0.744,0.775,0.227,0.581,64.928"
"'[16:46:55.080]',-,0.016,0.744,0.775,0.226,0.587,65.319"
"'[16:46:55.088]',-,0.010,0.744,0.775,0.226,0.593,65.906"
"'[16:46:55.096]',-,0.020,0.740,0.789,0.225,0.597,66.297"
"'[16:46:55.104]',-,0.025,0.744,0.795,0.224,0.600,66.688"
"'[16:46:55.112]',-,0.041,0.734,0.820,0.223,0.601,67.080"
"'[16:46:55.120]',-,0.051,0.730,0.834,0.221,0.601,67.471"
"'[16:46:55.128]',-,0.061,0.725,0.850,0.219,0.601,67.666"
"'[16:46:55.136]',-,0.055,0.730,0.844,0.218,0.600,67.862"
"'[16:46:55.144]',-,0.064,0.721,0.855,0.217,0.598,67.862"
"'[16:46:55.152]',-,0.055,0.730,0.844,0.216,0.595,67.862"
"'[16:46:55.160]',-,0.061,0.725,0.844,0.215,0.591,67.862"
"'[16:46:55.168]',-,0.055,0.730,0.844,0.213,0.587,67.666"
"'[16:46:55.176]',-,0.064,0.721,0.855,0.212,0.581,67.471"
"'[16:46:55.184]',-,0.051,0.730,0.844,0.211,0.575,67.275"
"'[16:46:55.192]',-,0.051,0.725,0.844,0.210,0.568,67.080"
"'[16:46:55.200]',-,0.041,0.730,0.840,0.209,0.561,66.884"
"'[16:46:55.208]',-,0.045,0.725,0.834,0.208,0.554,66.493"
"'[16:46:55.216]',-,0.025,0.740,0.824,0.208,0.547,66.102"
"'[16:46:55.224]',-,0.025,0.740,0.811,0.207,0.542,65.711"
"'[16:46:55.232]',-,0.000,0.750,0.789,0.207,0.535,65.319"
"'[16:46:55.240]',-,0.006,0.750,0.779,0.206,0.528,64.733"
"'[16:46:55.248]',-,0.000,0.744,0.770,0.205,0.521,64.342"
"'[16:46:55.256]',-,0.006,0.740,0.779,0.204,0.516,63.950"
"'[16:46:55.264]',-,0.010,0.744,0.795,0.203,0.511,63.364"
"'[16:46:55.272]',-,0.020,0.744,0.805,0.202,0.507,62.973"
"'[16:46:55.280]',-,0.031,0.740,0.824,0.201,0.502,62.386"
"'[16:46:55.288]',-,0.051,0.730,0.840,0.200,0.499,61.995"
"'[16:46:55.296]',-,0.055,0.730,0.850,0.199,0.495,61.408"
"'[16:46:55.304]',-,0.064,0.725,0.844,0.199,0.493,61.017"
"'[16:46:55.312]',-,0.070,0.725,0.855,0.198,0.492,60.430"
"'[16:46:55.320]',-,0.061,0.730,0.850,0.198,0.491,60.039"
"'[16:46:55.328]',-,0.076,0.721,0.859,0.198,0.489,59.648"
"'[16:46:55.336]',-,0.076,0.725,0.855,0.198,0.488,59.257"
"'[16:46:55.344]',-,0.096,0.721,0.875,0.198,0.487,58.866"
"'[16:46:55.352]',-,0.221,0.645,0.820,0.199,0.487,58.670"
"'[16:46:55.360]',-,0.555,0.416,0.596,0.199,0.487,58.279"
"'[16:46:55.368]',-,0.754,0.230,0.279,0.199,0.488,58.083"
"'[16:46:55.376]',-,0.445,0.314,0.186,0.200,0.488,57.692"
"'[16:46:55.384]',-,-0.100,0.555,0.211,0.200,0.488,57.497"
"'[16:46:55.392]',-,-0.408,0.686,0.311,0.201,0.488,57.301"
"'[16:46:55.400]',-,-0.498,0.775,0.430,0.201,0.488,57.106"
"'[16:46:55.408]',-,-0.498,0.824,0.564,0.202,0.487,56.910"
"'[16:46:55.416]',-,-0.475,0.859,0.664,0.202,0.484,56.715"
"'[16:46:55.424]',-,-0.379,0.859,0.754,0.203,0.481,56.519"
"'[16:46:55.432]',-,-0.264,0.859,0.834,0.203,0.478,56.519"
"'[16:46:55.440]',-,-0.135,0.844,0.895,0.204,0.474,56.323"
"'[16:46:55.448]',-,-0.039,0.814,0.924,0.204,0.471,56.128"
"'[16:46:55.456]',-,0.020,0.789,0.945,0.204,0.467,55.932"
"'[16:46:55.464]',-,0.045,0.785,0.969,0.205,0.463,55.737"
"'[16:46:55.472]',-,0.064,0.775,0.965,0.204,0.457,55.737"
"'[16:46:55.480]',-,0.070,0.775,0.975,0.204,0.452,55.541"
"'[16:46:55.488]',-,0.064,0.770,0.969,0.204,0.446,55.541"
"'[16:46:55.496]',-,0.080,0.766,0.975,0.204,0.439,55.346"
"'[16:46:55.504]',-,0.086,0.770,0.965,0.204,0.433,55.346"
"'[16:46:55.512]',-,0.080,0.766,0.980,0.204,0.428,55.346"
"'[16:46:55.520]',-,0.076,0.760,0.965,0.205,0.424,55.346"
"'[16:46:55.528]',-,0.090,0.766,0.969,0.206,0.419,55.150"
"'[16:46:55.536]',-,0.080,0.766,0.955,0.207,0.415,55.150"
"'[16:46:55.544]',-,0.086,0.766,0.959,0.208,0.412,55.150"
"'[16:46:55.552]',-,0.076,0.766,0.939,0.209,0.407,55.150"
"'[16:46:55.560]',-,0.080,0.766,0.939,0.211,0.401,55.150"
"'[16:46:55.568]',-,0.076,0.770,0.920,0.212,0.395,54.954"
"'[16:46:55.576]',-,0.076,0.766,0.914,0.213,0.388,54.954"
"'[16:46:55.584]',-,0.076,0.766,0.910,0.214,0.383,54.954"
"'[16:46:55.592]',-,0.090,0.750,0.914,0.215,0.378,55.150"
"'[16:46:55.600]',-,0.100,0.744,0.920,0.215,0.374,55.150"
"'[16:46:55.608]',-,0.121,0.730,0.914,0.216,0.370,55.346"
"'[16:46:55.616]',-,0.131,0.725,0.936,0.217,0.369,55.541"
"'[16:46:55.624]',-,0.160,0.709,0.939,0.218,0.366,56.128"
"'[16:46:55.632]',-,0.170,0.709,0.949,0.218,0.364,57.106"
"'[16:46:55.640]',-,0.189,0.695,0.936,0.219,0.362,58.670"
"'[16:46:55.648]',-,0.201,0.686,0.924,0.219,0.360,60.821"
"'[16:46:55.656]',-,0.189,0.670,0.910,0.220,0.359,63.364"
"'[16:46:55.664]',-,0.195,0.670,0.889,0.221,0.358,66.297"
"'[16:46:55.672]',-,0.201,0.660,0.869,0.221,0.358,69.622"
"'[16:46:55.680]',-,0.189,0.660,0.865,0.223,0.357,72.947"
"'[16:46:55.688]',-,0.186,0.664,0.844,0.225,0.357,76.467"
"'[16:46:55.696]',-,0.166,0.654,0.840,0.227,0.357,80.183"
"'[16:46:55.704]',-,0.145,0.676,0.820,0.229,0.357,84.289"
"'[16:46:55.712]',-,0.115,0.689,0.824,0.232,0.358,88.396"
"'[16:46:55.720]',-,0.086,0.705,0.795,0.234,0.359,92.503"
"'[16:46:55.728]',-,0.064,0.715,0.795,0.237,0.360,96.415"
"'[16:46:55.736]',-,0.051,0.725,0.770,0.239,0.362,99.544"
"'[16:46:55.744]',-,0.041,0.730,0.779,0.241,0.365,102.282"
"'[16:46:55.752]',-,0.025,0.744,0.770,0.243,0.367,104.433"
"'[16:46:55.760]',-,0.041,0.734,0.779,0.246,0.368,106.389"
"'[16:46:55.768]',-,0.035,0.740,0.779,0.248,0.369,107.758"
"'[16:46:55.776]',-,0.051,0.730,0.799,0.251,0.369,108.540"
"'[16:46:55.784]',-,0.045,0.734,0.814,0.254,0.370,108.735"
"'[16:46:55.792]',-,0.061,0.725,0.824,0.258,0.370,108.344"
"'[16:46:55.800]',-,0.055,0.730,0.830,0.261,0.373,107.366"
"'[16:46:55.808]',-,0.070,0.721,0.840,0.265,0.377,105.997"
"'[16:46:55.816]',-,0.064,0.725,0.844,0.269,0.381,104.628"
"'[16:46:55.824]',-,0.061,0.721,0.834,0.273,0.385,103.064"
"'[16:46:55.832]',-,0.051,0.740,0.844,0.277,0.389,101.108"
"'[16:46:55.840]',-,0.061,0.725,0.840,0.282,0.392,99.348"
"'[16:46:55.848]',-,0.064,0.725,0.844,0.286,0.396,97.197"
"'[16:46:55.856]',-,0.061,0.721,0.840,0.291,0.398,94.850"
"'[16:46:55.864]',-,0.076,0.725,0.844,0.296,0.401,92.503"
"'[16:46:55.872]',-,0.061,0.730,0.824,0.301,0.403,90.157"
"'[16:46:55.880]',-,0.045,0.740,0.830,0.306,0.406,87.614"
"'[16:46:55.888]',-,0.025,0.744,0.811,0.310,0.408,84.876"
"'[16:46:55.896]',-,0.010,0.744,0.799,0.314,0.411,82.138"
"'[16:46:55.904]',-,0.006,0.750,0.775,0.318,0.415,79.596"
"'[16:46:55.912]',-,0.010,0.750,0.785,0.322,0.420,76.858"
"'[16:46:55.920]',-,0.020,0.744,0.779,0.325,0.426,74.511"
"'[16:46:55.928]',-,0.031,0.734,0.805,0.328,0.434,72.360"
"'[16:46:55.936]',-,0.035,0.740,0.805,0.331,0.444,70.600"
"'[16:46:55.944]',-,0.045,0.734,0.824,0.335,0.454,69.035"
"'[16:46:55.952]',-,0.041,0.740,0.824,0.339,0.465,67.471"
"'[16:46:55.960]',-,0.045,0.734,0.834,0.343,0.478,66.297"
"'[16:46:55.968]',-,0.041,0.744,0.840,0.346,0.494,65.515"
"'[16:46:55.976]',-,0.051,0.744,0.844,0.349,0.511,64.733"
"'[16:46:55.984]',-,0.045,0.734,0.844,0.351,0.529,64.342"
"'[16:46:55.992]',-,0.045,0.740,0.844,0.353,0.545,63.950"
"'[16:46:56.000]',-,0.031,0.744,0.840,0.356,0.561,63.950"
"'[16:46:56.008]',-,0.045,0.740,0.844,0.358,0.574,63.950"
"'[16:46:56.016]',-,0.051,0.744,0.840,0.360,0.586,64.146"
"'[16:46:56.024]',-,0.051,0.734,0.844,0.362,0.598,64.537"
"'[16:46:56.032]',-,0.055,0.740,0.855,0.364,0.610,64.928"
"'[16:46:56.040]',-,0.051,0.730,0.844,0.365,0.620,65.515"
"'[16:46:56.048]',-,0.041,0.740,0.840,0.367,0.630,66.102"
"'[16:46:56.056]',-,0.035,0.744,0.820,0.368,0.640,66.493"
"'[16:46:56.064]',-,0.025,0.750,0.824,0.369,0.648,67.080"
"'[16:46:56.072]',-,0.016,0.744,0.799,0.370,0.655,67.666"
"'[16:46:56.080]',-,0.006,0.744,0.789,0.371,0.661,68.057"
"'[16:46:56.088]',-,0.000,0.750,0.770,0.373,0.665,68.449"
"'[16:46:56.096]',-,0.016,0.744,0.775,0.374,0.667,68.840"
"'[16:46:56.104]',-,0.025,0.740,0.779,0.375,0.668,69.231"
"'[16:46:56.112]',-,0.041,0.734,0.811,0.376,0.666,69.426"
"'[16:46:56.120]',-,0.051,0.725,0.820,0.376,0.663,69.622"
"'[16:46:56.128]',-,0.055,0.730,0.840,0.377,0.659,69.622"
"'[16:46:56.136]',-,0.051,0.734,0.834,0.377,0.654,69.622"
"'[16:46:56.144]',-,0.061,0.730,0.844,0.378,0.649,69.622"
"'[16:46:56.152]',-,0.061,0.734,0.840,0.378,0.642,69.622"
"'[16:46:56.160]',-,0.064,0.725,0.844,0.378,0.634,69.426"
"'[16:46:56.168]',-,0.051,0.740,0.844,0.379,0.626,69.231"
"'[16:46:56.176]',-,0.055,0.734,0.850,0.379,0.617,69.035"
"'[16:46:56.184]',-,0.055,0.740,0.844,0.379,0.609,68.644"
"'[16:46:56.192]',-,0.064,0.730,0.850,0.378,0.601,68.253"
"'[16:46:56.200]',-,0.061,0.734,0.859,0.377,0.594,67.862"
"'[16:46:56.208]',-,0.064,0.725,0.844,0.376,0.587,67.471"
"'[16:46:56.216]',-,0.051,0.744,0.840,0.375,0.581,67.080"
"'[16:46:56.224]',-,0.045,0.740,0.844,0.375,0.575,66.688"
"'[16:46:56.232]',-,0.035,0.744,0.834,0.375,0.568,66.297"
"'[16:46:56.240]',-,0.031,0.744,0.820,0.375,0.560,65.906"
"'[16:46:56.248]',-,0.020,0.744,0.799,0.375,0.553,65.319"
"'[16:46:56.256]',-,0.016,0.750,0.789,0.376,0.546,64.928"
"'[16:46:56.264]',-,0.025,0.744,0.795,0.377,0.543,64.342"
"'[16:46:56.272]',-,0.080,0.730,0.805,0.378,0.539,63.950"
"'[16:46:56.280]',-,0.314,0.590,0.709,0.379,0.536,63.559"
"'[16:46:56.288]',-,0.660,0.350,0.426,0.379,0.535,62.973"
"'[16:46:56.296]',-,0.760,0.246,0.195,0.380,0.534,62.582"
"'[16:46:56.304]',-,0.260,0.410,0.160,0.381,0.534,62.190"
"'[16:46:56.312]',-,-0.189,0.600,0.246,0.381,0.534,61.799"
"'[16:46:56.320]',-,-0.430,0.705,0.365,0.381,0.534,61.408"
"'[16:46:56.328]',-,-0.498,0.779,0.525,0.382,0.534,61.213"
"'[16:46:56.336]',-,-0.488,0.820,0.645,0.382,0.536,60.821"
"'[16:46:56.344]',-,-0.408,0.834,0.754,0.382,0.538,60.430"
"'[16:46:56.352]',-,-0.305,0.824,0.824,0.384,0.539,60.039"
"'[16:46:56.360]',-,-0.170,0.830,0.910,0.385,0.540,59.844"
"'[16:46:56.368]',-,-0.074,0.811,0.939,0.387,0.541,59.648"
"'[16:46:56.376]',-,0.000,0.789,0.959,0.389,0.541,59.452"
"'[16:46:56.384]',-,0.020,0.785,0.949,0.390,0.540,59.257"
"'[16:46:56.392]',-,0.031,0.785,0.959,0.392,0.539,59.257"
"'[16:46:56.400]',-,0.025,0.789,0.939,0.393,0.539,59.061"
"'[16:46:56.408]',-,0.025,0.789,0.936,0.394,0.539,58.866"
"'[16:46:56.416]',-,0.016,0.795,0.914,0.395,0.537,58.670"
"'[16:46:56.424]',-,0.016,0.789,0.910,0.396,0.535,58.475"
"'[16:46:56.432]',-,0.000,0.799,0.895,0.396,0.532,58.279"
"'[16:46:56.440]',-,0.006,0.789,0.889,0.396,0.529,58.083"
"'[16:46:56.448]',-,0.010,0.795,0.910,0.395,0.527,57.888"
"'[16:46:56.456]',-,0.035,0.779,0.924,0.394,0.527,57.888"
"'[16:46:56.464]',-,0.051,0.779,0.945,0.393,0.526,57.692"
"'[16:46:56.472]',-,0.070,0.770,0.955,0.391,0.524,57.497"
"'[16:46:56.480]',-,0.076,0.766,0.975,0.390,0.521,57.301"
"'[16:46:56.488]',-,0.080,0.770,0.969,0.389,0.518,57.106"
"'[16:46:56.496]',-,0.086,0.766,0.984,0.388,0.513,56.910"
"'[16:46:56.504]',-,0.096,0.766,0.984,0.388,0.509,56.715"
"'[16:46:56.512]',-,0.105,0.760,0.990,0.387,0.505,56.519"
"'[16:46:56.520]',-,0.115,0.750,0.984,0.386,0.501,56.323"
"'[16:46:56.528]',-,0.135,0.744,0.990,0.385,0.497,56.323"
"'[16:46:56.536]',-,0.135,0.734,0.969,0.384,0.493,56.519"
"'[16:46:56.544]',-,0.156,0.725,0.969,0.382,0.488,57.106"
"'[16:46:56.552]',-,0.150,0.721,0.949,0.381,0.483,58.083"
"'[16:46:56.560]',-,0.160,0.715,0.945,0.379,0.478,59.648"
"'[16:46:56.568]',-,0.150,0.705,0.920,0.377,0.473,61.604"
"'[16:46:56.576]',-,0.156,0.695,0.904,0.375,0.469,64.146"
"'[16:46:56.584]',-,0.141,0.695,0.865,0.373,0.466,67.080"
"'[16:46:56.592]',-,0.145,0.686,0.840,0.370,0.463,70.013"
"'[16:46:56.600]',-,0.131,0.686,0.811,0.369,0.460,73.338"
"'[16:46:56.608]',-,0.121,0.680,0.795,0.367,0.458,76.662"
"'[16:46:56.616]',-,0.115,0.689,0.795,0.366,0.457,80.574"
"'[16:46:56.624]',-,0.121,0.686,0.805,0.364,0.456,84.485"
"'[16:46:56.632]',-,0.115,0.695,0.814,0.363,0.454,88.592"
"'[16:46:56.640]',-,0.111,0.686,0.820,0.362,0.454,92.894"
"'[16:46:56.648]',-,0.100,0.695,0.830,0.361,0.454,96.806"
"'[16:46:56.656]',-,0.096,0.699,0.824,0.360,0.455,100.326"
"'[16:46:56.664]',-,0.076,0.721,0.844,0.359,0.457,103.064"
"'[16:46:56.672]',-,0.076,0.709,0.834,0.358,0.458,105.606"
"'[16:46:56.680]',-,0.070,0.721,0.844,0.357,0.460,107.366"
"'[16:46:56.688]',-,0.064,0.715,0.830,0.356,0.462,108.735"
"'[16:46:56.696]',-,0.070,0.721,0.834,0.356,0.463,109.518"
"'[16:46:56.704]',-,0.061,0.715,0.820,0.354,0.463,109.518"
"'[16:46:56.712]',-,0.064,0.715,0.824,0.353,0.464,109.127"
"'[16:46:56.720]',-,0.061,0.721,0.814,0.352,0.464,108.344"
"'[16:46:56.728]',-,0.051,0.721,0.820,0.351,0.464,107.366"
"'[16:46:56.736]',-,0.045,0.725,0.814,0.350,0.464,106.193"
"'[16:46:56.744]',-,0.041,0.725,0.805,0.349,0.464,104.824"
"'[16:46:56.752]',-,0.020,0.740,0.779,0.349,0.464,103.260"
"'[16:46:56.760]',-,0.000,0.750,0.785,0.350,0.464,101.304"
"'[16:46:56.768]',-,0.000,0.754,0.770,0.350,0.464,99.544"
"'[16:46:56.776]',-,0.016,0.744,0.779,0.351,0.463,97.588"
"'[16:46:56.784]',-,0.025,0.744,0.789,0.352,0.463,95.437"
"'[16:46:56.792]',-,0.045,0.730,0.814,0.353,0.463,93.481"
"'[16:46:56.800]',-,0.051,0.725,0.820,0.354,0.464,91.330"
"'[16:46:56.808]',-,0.064,0.721,0.830,0.355,0.464,88.983"
"'[16:46:56.816]',-,0.064,0.730,0.834,0.357,0.464,86.441"
"'[16:46:56.824]',-,0.076,0.721,0.840,0.358,0.465,83.898"
"'[16:46:56.832]',-,0.076,0.725,0.844,0.359,0.468,81.356"
"'[16:46:56.840]',-,0.080,0.715,0.840,0.360,0.472,78.814"
"'[16:46:56.848]',-,0.076,0.721,0.844,0.361,0.477,76.467"
"'[16:46:56.856]',-,0.076,0.721,0.844,0.362,0.484,74.120"
"'[16:46:56.864]',-,0.070,0.721,0.844,0.362,0.492,72.164"
"'[16:46:56.872]',-,0.064,0.721,0.840,0.363,0.500,70.404"
"'[16:46:56.880]',-,0.070,0.721,0.844,0.363,0.512,69.035"
"'[16:46:56.888]',-,0.061,0.721,0.824,0.364,0.524,67.666"
"'[16:46:56.896]',-,0.045,0.725,0.830,0.364,0.538,66.688"
"'[16:46:56.904]',-,0.041,0.730,0.814,0.364,0.550,65.906"
"'[16:46:56.912]',-,0.020,0.740,0.805,0.364,0.562,65.319"
"'[16:46:56.920]',-,0.010,0.750,0.789,0.364,0.577,64.928"
"'[16:46:56.928]',-,0.000,0.760,0.789,0.363,0.592,64.733"
"'[16:46:56.936]',-,-0.004,0.754,0.775,0.363,0.607,64.733"
"'[16:46:56.944]',-,0.000,0.750,0.785,0.362,0.621,64.928"
"'[16:46:56.952]',-,0.020,0.744,0.785,0.361,0.632,65.124"
"'[16:46:56.960]',-,0.035,0.744,0.805,0.359,0.644,65.515"
"'[16:46:56.968]',-,0.031,0.744,0.814,0.358,0.654,65.906"
"'[16:46:56.976]',-,0.051,0.744,0.830,0.356,0.664,66.297"
"'[16:46:56.984]',-,0.051,0.734,0.830,0.354,0.671,66.688"
"'[16:46:56.992]',-,0.076,0.725,0.840,0.353,0.677,67.080"
"'[16:46:57.000]',-,0.070,0.721,0.844,0.352,0.682,67.471"
"'[16:46:57.008]',-,0.076,0.721,0.834,0.350,0.684,68.057"
"'[16:46:57.016]',-,0.064,0.725,0.840,0.349,0.685,68.253"
"'[16:46:57.024]',-,0.064,0.721,0.824,0.348,0.684,68.644"
"'[16:46:57.032]',-,0.055,0.725,0.834,0.346,0.681,68.840"
"'[16:46:57.040]',-,0.055,0.721,0.820,0.345,0.677,69.035"
"'[16:46:57.048]',-,0.051,0.725,0.824,0.343,0.672,69.035"
"'[16:46:57.056]',-,0.051,0.721,0.820,0.341,0.665,69.035"
"'[16:46:57.064]',-,0.041,0.730,0.811,0.340,0.657,69.035"
"'[16:46:57.072]',-,0.041,0.734,0.805,0.339,0.649,68.840"
"'[16:46:57.080]',-,0.025,0.740,0.795,0.338,0.642,68.840"
"'[16:46:57.088]',-,0.016,0.744,0.779,0.336,0.634,68.644"
"'[16:46:57.096]',-,-0.004,0.754,0.770,0.335,0.626,68.449"
"'[16:46:57.104]',-,-0.010,0.760,0.760,0.333,0.618,68.057"
"'[16:46:57.112]',-,0.010,0.750,0.770,0.332,0.610,67.862"
"'[16:46:57.120]',-,0.025,0.740,0.775,0.331,0.603,67.471"
"'[16:46:57.128]',-,0.035,0.734,0.795,0.330,0.596,67.080"
"'[16:46:57.136]',-,0.031,0.744,0.799,0.330,0.589,66.688"
"'[16:46:57.144]',-,0.051,0.740,0.820,0.329,0.582,66.297"
"'[16:46:57.152]',-,0.070,0.725,0.820,0.329,0.575,65.906"
"'[16:46:57.160]',-,0.080,0.715,0.834,0.328,0.568,65.319"
"'[16:46:57.168]',-,0.076,0.721,0.824,0.327,0.560,64.928"
"'[16:46:57.176]',-,0.080,0.721,0.840,0.326,0.553,64.342"
"'[16:46:57.184]',-,0.105,0.715,0.850,0.326,0.546,63.755"
"'[16:46:57.192]',-,0.285,0.600,0.789,0.325,0.542,63.364"
"'[16:46:57.200]',-,0.615,0.375,0.516,0.324,0.536,62.973"
"'[16:46:57.208]',-,0.754,0.215,0.230,0.324,0.532,62.386"
"'[16:46:57.216]',-,0.336,0.359,0.150,0.323,0.528,61.995"
"'[16:46:57.224]',-,-0.160,0.564,0.211,0.322,0.525,61.408"
"'[16:46:57.232]',-,-0.414,0.689,0.314,0.322,0.523,61.017"
"'[16:46:57.240]',-,-0.498,0.766,0.471,0.321,0.522,60.626"
"'[16:46:57.248]',-,-0.494,0.830,0.600,0.321,0.522,60.235"
"'[16:46:57.256]',-,-0.434,0.850,0.699,0.322,0.522,59.844"
"'[16:46:57.264]',-,-0.344,0.859,0.766,0.322,0.521,59.648"
"'[16:46:57.272]',-,-0.229,0.865,0.834,0.323,0.520,59.257"
"'[16:46:57.280]',-,-0.129,0.850,0.885,0.322,0.518,59.061"
"'[16:46:57.288]',-,-0.049,0.820,0.889,0.322,0.515,58.866"
"'[16:46:57.296]',-,-0.014,0.814,0.910,0.322,0.513,58.670"
"'[16:46:57.304]',-,0.020,0.799,0.936,0.321,0.512,58.279"
"'[16:46:57.312]',-,0.045,0.795,0.955,0.321,0.512,58.279"
"'[16:46:57.320]',-,0.055,0.785,0.949,0.320,0.512,58.083"
"'[16:46:57.328]',-,0.064,0.779,0.959,0.320,0.510,57.888"
"'[16:46:57.336]',-,0.061,0.785,0.955,0.319,0.507,57.497"
"'[16:46:57.344]',-,0.076,0.770,0.959,0.319,0.503,57.301"
"'[16:46:57.352]',-,0.076,0.766,0.955,0.318,0.500,57.106"
"'[16:46:57.360]',-,0.076,0.766,0.959,0.318,0.494,56.910"
"'[16:46:57.368]',-,0.064,0.770,0.959,0.317,0.488,56.910"
"'[16:46:57.376]',-,0.076,0.766,0.965,0.317,0.482,56.715"
"'[16:46:57.384]',-,0.076,0.770,0.959,0.317,0.476,56.519"
"'[16:46:57.392]',-,0.080,0.760,0.965,0.316,0.470,56.323"
"'[16:46:57.400]',-,0.080,0.766,0.959,0.316,0.464,56.128"
"'[16:46:57.408]',-,0.090,0.760,0.965,0.314,0.458,56.128"
"'[16:46:57.416]',-,0.090,0.760,0.955,0.313,0.455,55.932"
"'[16:46:57.424]',-,0.096,0.750,0.949,0.311,0.450,55.932"
"'[16:46:57.432]',-,0.086,0.760,0.930,0.308,0.445,55.932"
"'[16:46:57.440]',-,0.080,0.750,0.914,0.306,0.438,55.932"
"'[16:46:57.448]',-,0.076,0.760,0.889,0.304,0.433,56.128"
"'[16:46:57.456]',-,0.090,0.744,0.889,0.301,0.427,56.519"
"'[16:46:57.464]',-,0.111,0.740,0.895,0.299,0.421,57.106"
"'[16:46:57.472]',-,0.141,0.715,0.910,0.296,0.414,58.083"
"'[16:46:57.480]',-,0.166,0.705,0.914,0.294,0.408,59.648"
"'[16:46:57.488]',-,0.186,0.680,0.889,0.291,0.401,61.604"
"'[16:46:57.496]',-,0.195,0.670,0.895,0.289,0.394,64.146"
"'[16:46:57.504]',-,0.201,0.660,0.869,0.286,0.390,66.884"
"'[16:46:57.512]',-,0.201,0.654,0.859,0.284,0.388,70.013"
"'[16:46:57.520]',-,0.195,0.650,0.840,0.282,0.387,73.142"
"'[16:46:57.528]',-,0.186,0.654,0.834,0.280,0.385,76.662"
"'[16:46:57.536]',-,0.166,0.664,0.820,0.278,0.383,80.183"
"'[16:46:57.544]',-,0.145,0.670,0.824,0.276,0.380,84.094"
